#--- Experiment --------------------------------------------------------------------------
#121123_15C_A7B7E7A8B9E10_tile
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#HOFFMAN-LAB01
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2 BOX2 [B] FSO2-C4 SN:24C53407596FD0B5 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [B T1] - PT100 Temperature Sensor - Calibration offset = 0.10°C
#--- Measurement Data --------------------------------------------------------------------
Date [B T1]	Time [B T1]	 dt (s) [B T1]	Sample Temp. (°C) [B T1]	Status [B T1]
12-12-2023	14:47:29.066	0.059	19.006	OK
12-12-2023	14:47:30.064	1.057	19.006	OK
12-12-2023	14:47:31.067	2.060	19.005	OK
12-12-2023	14:47:32.063	3.056	19.003	OK
12-12-2023	14:47:33.063	4.056	19.001	OK
12-12-2023	14:47:34.068	5.061	19.003	OK
12-12-2023	14:47:35.069	6.062	19.009	OK
12-12-2023	14:47:36.069	7.062	19.012	OK
12-12-2023	14:47:37.065	8.058	19.010	OK
12-12-2023	14:47:38.064	9.057	19.009	OK
12-12-2023	14:47:39.068	10.061	19.007	OK
12-12-2023	14:47:40.069	11.062	19.008	OK
12-12-2023	14:47:41.071	12.064	19.006	OK
12-12-2023	14:47:42.073	13.066	19.004	OK
12-12-2023	14:47:43.067	14.060	19.003	OK
12-12-2023	14:47:44.067	15.060	19.004	OK
12-12-2023	14:47:45.066	16.059	19.002	OK
12-12-2023	14:47:46.089	17.082	19.001	OK
12-12-2023	14:47:47.072	18.065	19.000	OK
12-12-2023	14:47:48.070	19.063	19.001	OK
12-12-2023	14:47:49.072	20.065	19.003	OK
12-12-2023	14:47:50.070	21.064	19.008	OK
12-12-2023	14:47:51.070	22.063	19.012	OK
12-12-2023	14:47:52.071	23.064	19.013	OK
12-12-2023	14:47:53.073	24.066	19.014	OK
12-12-2023	14:47:54.073	25.066	19.016	OK
12-12-2023	14:47:55.074	26.067	19.016	OK
12-12-2023	14:47:56.070	27.063	19.013	OK
12-12-2023	14:47:57.086	28.079	19.008	OK
12-12-2023	14:47:58.091	29.084	19.005	OK
12-12-2023	14:47:59.075	30.068	19.004	OK
12-12-2023	14:48:00.082	31.075	19.004	OK
12-12-2023	14:48:01.074	32.067	19.003	OK
12-12-2023	14:48:02.075	33.068	19.002	OK
12-12-2023	14:48:03.076	34.069	19.002	OK
12-12-2023	14:48:04.075	35.068	19.004	OK
12-12-2023	14:48:05.079	36.072	19.004	OK
12-12-2023	14:48:06.077	37.070	19.006	OK
12-12-2023	14:48:07.076	38.069	19.007	OK
12-12-2023	14:48:08.072	39.065	19.010	OK
12-12-2023	14:48:09.076	40.069	19.012	OK
12-12-2023	14:48:10.077	41.070	19.011	OK
12-12-2023	14:48:11.078	42.071	19.011	OK
12-12-2023	14:48:12.076	43.069	19.007	OK
12-12-2023	14:48:13.080	44.073	19.006	OK
