"filename","ID","Ch","BW","t_min","t_max","t_mean","N_mo2","smr_mean10minVal","smr_SD10minVal","smr_CV10minVal","SMR_low10quant","SMR_low15quant","SMR_meanAll","smr_mlnd","smr_CVmlnd","smr_Nmlnd","mmr","mmr_overall","AS_smr_mean10minVal","AS_SMR_low10quant","AS_SMR_low15quant","AS_SMR_meanAll","AS_smr_mlnd","AS_smr_mean10minVal_overall","AS_SMR_low10quant_overall","AS_SMR_low15quant_overall","AS_SMR_meanAll_overall","AS_smr_mlnd_overall","mmr_length_cycle","scaling_exponent_mmr","scaling_exponent_smr","common_mass"
"2024-02-20_092644_022024_AMA_1142345_cory_B_converted_lag_analyzed_SMR","B-A2-P4","Ch1","6.05e-05","13.21","13.76","13.48","1","0.913689959870109",NA,NA,"0.913689959870109","0.913689959870109","0.913689959870109","0","0","0",NA,"0.913689959870109",NA,NA,NA,NA,NA,"0","-2.22044604925031e-16","-2.22044604925031e-16","-2.22044604925031e-16","0.913689959870109",NA,"1","1","1"
"2024-02-20_092644_022024_AMA_1142345_cory_B_converted_lag_analyzed_SMR","B-A3-P4","Ch2","5.79e-05","13.21","13.76","13.48","1","1.11293581262846",NA,NA,"1.11293581262846","1.11293581262846","1.11293581262846","0","0","0",NA,"1.11293581262846",NA,NA,NA,NA,NA,"0","1.11022302462516e-15","1.11022302462516e-15","1.11022302462516e-15","1.11293581262846",NA,"1","1","1"
"2024-02-20_092644_022024_AMA_1142345_cory_B_converted_lag_analyzed_SMR","B-A4-P5","Ch3","8.94e-05","13.21","13.76","13.48","1","1.07155672066282",NA,NA,"1.07155672066282","1.07155672066282","1.07155672066282","0","0","0",NA,"1.07155672066282",NA,NA,NA,NA,NA,"0","2.66453525910038e-15","2.66453525910038e-15","2.66453525910038e-15","1.07155672066282",NA,"1","1","1"
"2024-02-20_092644_022024_AMA_1142345_cory_B_converted_lag_analyzed_SMR","B-A5-P3","Ch4","3.64e-05","13.21","13.76","13.48","1","0.105938602512094",NA,NA,"0.105938602512094","0.105938602512094","0.105938602512094","0","0","0",NA,"0.105938602512094",NA,NA,NA,NA,NA,"0","-4.85722573273506e-16","-4.85722573273506e-16","-4.85722573273506e-16","0.105938602512094",NA,"1","1","1"
