#--- Experiment --------------------------------------------------------------------------
#121123_15C_A7B7E7A8B9E10_cory
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#HOFFMAN-LAB01
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2 BOX2 [B] FSO2-C4 SN:24C53407596FD0B5 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [B T1] - PT100 Temperature Sensor - Calibration offset = 0.10°C
#--- Measurement Data --------------------------------------------------------------------
Date [B T1]	Time [B T1]	 dt (s) [B T1]	Sample Temp. (°C) [B T1]	Status [B T1]
12-12-2023	11:06:37.042	0.025	19.140	OK
12-12-2023	11:06:38.044	1.027	19.140	OK
12-12-2023	11:06:39.044	2.027	19.144	OK
12-12-2023	11:06:40.045	3.028	19.146	OK
12-12-2023	11:06:41.046	4.029	19.146	OK
12-12-2023	11:06:42.044	5.027	19.144	OK
12-12-2023	11:06:43.044	6.027	19.143	OK
12-12-2023	11:06:44.045	7.028	19.146	OK
12-12-2023	11:06:45.046	8.029	19.145	OK
12-12-2023	11:06:46.046	9.029	19.147	OK
12-12-2023	11:06:47.045	10.028	19.145	OK
12-12-2023	11:06:48.047	11.030	19.149	OK
12-12-2023	11:06:49.047	12.030	19.149	OK
12-12-2023	11:06:50.049	13.032	19.149	OK
12-12-2023	11:06:51.049	14.032	19.148	OK
12-12-2023	11:06:52.049	15.032	19.145	OK
12-12-2023	11:06:53.049	16.032	19.143	OK
12-12-2023	11:06:54.049	17.032	19.139	OK
12-12-2023	11:06:55.048	18.031	19.139	OK
12-12-2023	11:06:56.049	19.032	19.139	OK
12-12-2023	11:06:57.049	20.032	19.140	OK
12-12-2023	11:06:58.052	21.035	19.141	OK
12-12-2023	11:06:59.049	22.032	19.143	OK
12-12-2023	11:07:00.048	23.031	19.143	OK
12-12-2023	11:07:01.049	24.032	19.142	OK
12-12-2023	11:07:02.052	25.035	19.142	OK
12-12-2023	11:07:03.051	26.034	19.144	OK
12-12-2023	11:07:04.051	27.034	19.145	OK
12-12-2023	11:07:05.052	28.035	19.145	OK
12-12-2023	11:07:06.053	29.036	19.143	OK
12-12-2023	11:07:07.050	30.033	19.144	OK
12-12-2023	11:07:08.053	31.036	19.144	OK
12-12-2023	11:07:09.051	32.034	19.142	OK
12-12-2023	11:07:10.051	33.034	19.140	OK
12-12-2023	11:07:11.052	34.035	19.141	OK
12-12-2023	11:07:12.053	35.037	19.143	OK
12-12-2023	11:07:13.055	36.038	19.145	OK
12-12-2023	11:07:14.055	37.038	19.143	OK
12-12-2023	11:07:15.056	38.039	19.138	OK
12-12-2023	11:07:16.056	39.039	19.135	OK
12-12-2023	11:07:17.056	40.039	19.135	OK
12-12-2023	11:07:18.056	41.039	19.137	OK
12-12-2023	11:07:19.058	42.041	19.138	OK
12-12-2023	11:07:20.058	43.041	19.138	OK
12-12-2023	11:07:21.058	44.041	19.139	OK
12-12-2023	11:07:22.057	45.040	19.140	OK
12-12-2023	11:07:23.058	46.041	19.139	OK
12-12-2023	11:07:24.059	47.042	19.141	OK
12-12-2023	11:07:25.058	48.041	19.139	OK
12-12-2023	11:07:26.058	49.041	19.138	OK
12-12-2023	11:07:27.058	50.041	19.135	OK
12-12-2023	11:07:28.059	51.042	19.133	OK
12-12-2023	11:07:29.060	52.043	19.134	OK
12-12-2023	11:07:30.060	53.043	19.135	OK
12-12-2023	11:07:31.059	54.042	19.136	OK
12-12-2023	11:07:32.059	55.042	19.136	OK
12-12-2023	11:07:33.060	56.043	19.138	OK
12-12-2023	11:07:34.061	57.044	19.139	OK
12-12-2023	11:07:35.060	58.043	19.140	OK
12-12-2023	11:07:36.060	59.043	19.140	OK
12-12-2023	11:07:37.061	60.044	19.140	OK
12-12-2023	11:07:38.062	61.045	19.140	OK
12-12-2023	11:07:39.063	62.046	19.137	OK
12-12-2023	11:07:40.064	63.047	19.137	OK
12-12-2023	11:07:41.065	64.048	19.136	OK
12-12-2023	11:07:42.065	65.048	19.137	OK
12-12-2023	11:07:43.067	66.050	19.138	OK
12-12-2023	11:07:44.066	67.049	19.141	OK
12-12-2023	11:07:45.066	68.049	19.143	OK
12-12-2023	11:07:46.066	69.049	19.142	OK
12-12-2023	11:07:47.066	70.049	19.137	OK
12-12-2023	11:07:48.064	71.047	19.135	OK
12-12-2023	11:07:49.065	72.048	19.133	OK
12-12-2023	11:07:50.064	73.047	19.134	OK
12-12-2023	11:07:51.069	74.053	19.135	OK
12-12-2023	11:07:52.069	75.052	19.135	OK
12-12-2023	11:07:53.069	76.052	19.137	OK
12-12-2023	11:07:54.070	77.053	19.139	OK
12-12-2023	11:07:55.070	78.053	19.143	OK
12-12-2023	11:07:56.069	79.052	19.143	OK
12-12-2023	11:07:57.070	80.053	19.146	OK
12-12-2023	11:07:58.069	81.052	19.144	OK
12-12-2023	11:07:59.072	82.055	19.145	OK
12-12-2023	11:08:00.069	83.052	19.143	OK
12-12-2023	11:08:01.069	84.052	19.141	OK
12-12-2023	11:08:02.069	85.052	19.139	OK
12-12-2023	11:08:03.071	86.054	19.135	OK
