"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.831","7.89",0.00237,"22.83","23.13","22.99","7.84","7.91","7.87","Ch1","2023-12-04 15:56:51.425","SMR","19.48","12-04_155"
"min20.5_40",20.5,"0.964","7.97",0.00694,"22.84","23.33","23.09","7.7","7.85","7.76","Ch1","2023-12-04 16:16:51.859","SMR","19.47","12-04_155"
"min40.5_60",40.5,"0.21","7.69",6e-04,"22.9","23.3","23.09","7.7","7.74","7.73","Ch1","2023-12-04 16:36:51.287","SMR","19.47","12-04_155"
"min60.5_80",60.5,"0.977","8.13",0.00654,"22.82","23.22","22.99","7.61","7.74","7.67","Ch1","2023-12-04 16:56:51.426","SMR","19.47","12-04_155"
"min80.5_100",80.5,"0.804","7.41",0.00226,"22.99","23.32","23.18","7.59","7.65","7.62","Ch1","2023-12-04 17:16:51.754","SMR","19.47","12-04_155"
"min100.5_120",100.5,"0.858","8.1",0.00439,"22.84","23.21","22.97","7.55","7.66","7.62","Ch1","2023-12-04 17:36:51.275","SMR","19.47","12-04_155"
"min120.5_140",120.5,"0.755","7.29",0.00218,"22.92","23.24","23.11","7.54","7.61","7.57","Ch1","2023-12-04 17:56:51.65","SMR","19.46","12-04_155"
"min140.5_160",140.5,"0.957","8.38",0.00549,"22.85","23.3","23.05","7.5","7.61","7.55","Ch1","2023-12-04 18:16:51.792","SMR","19.47","12-04_155"
"min160.5_180",160.5,"0.887","7.04",0.00288,"22.94","23.33","23.15","7.49","7.56","7.53","Ch1","2023-12-04 18:36:51.125","SMR","19.47","12-04_155"
"min180.5_200",180.5,"0.876","8.42",0.00473,"22.81","23.15","22.95","7.47","7.57","7.53","Ch1","2023-12-04 18:56:51.51","SMR","19.48","12-04_155"
"min200.5_220",200.5,"0.805","6.96",0.00247,"22.89","23.26","23.1","7.45","7.52","7.48","Ch1","2023-12-04 19:16:51.869","SMR","19.47","12-04_155"
"min220.5_240",220.5,"0.942","8.71",0.00538,"22.81","23.21","22.98","7.41","7.52","7.47","Ch1","2023-12-04 19:36:51.196","SMR","19.47","12-04_155"
"min240.5_260",240.5,"0.76","6.83",0.00236,"23.05","23.37","23.23","7.39","7.45","7.42","Ch1","2023-12-04 19:56:51.561","SMR","19.48","12-04_155"
"min260.5_280",260.5,"0.568","8.05",0.00228,"22.81","23.11","22.93","7.38","7.46","7.43","Ch1","2023-12-04 20:16:51.939","SMR","19.47","12-04_155"
"min280.5_300",280.5,"0.161","7.64",0.00099,"23.01","23.31","23.19","7.33","7.39","7.35","Ch1","2023-12-04 20:36:51.268","SMR","19.47","12-04_155"
"min300.5_320",300.5,"0.318","7.85",0.00157,"22.84","23.16","22.99","7.32","7.4","7.37","Ch1","2023-12-04 20:56:51.655","SMR","19.47","12-04_155"
"min320.5_340",320.5,"0.213","7.01",0.00091,"22.9","23.22","23.09","7.28","7.34","7.31","Ch1","2023-12-04 21:16:51.137","SMR","19.48","12-04_155"
"min0.5_20",0.5,"0.842","7.64",0.00233,"22.83","23.13","22.99","7.59","7.66","7.62","Ch2","2023-12-04 15:56:51.425","SMR","19.48","12-04_155"
