"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min30_45",30.5,0.846693073397699,7.97444391802001,-0.00217928119334111,19.1,19.1,19.1,"Ch1","2023-12-01","SMR",14.5,7.72685786566162e-16
"min30_45",30.5,0.759297509704757,7.72701979808117,-0.00177622753020541,19.1,19.1,19.1,"Ch2","2023-12-01","SMR",14.5,7.72685786566162e-16
"min30_45",30.5,0.91877536723082,7.78078154005369,-0.00303109504087766,19.1,19.1,19.1,"Ch3","2023-12-01","SMR",14.5,7.72685786566162e-16
"min30_45",30.5,0.947718812666373,8.05175498798909,-0.00352195505198082,19.1,19.1,19.1,"Ch4","2023-12-01","SMR",14.5,7.72685786566162e-16
"min50_65",50,0.909883867905367,7.99920509472048,-0.00279169710836171,19.1,19.1,19.1,"Ch1","2023-12-01","SMR",15,7.72685786566162e-16
"min50_65",50,0.88661703827277,7.77479883970392,-0.00282102264494004,19.1,19.1,19.1,"Ch2","2023-12-01","SMR",15,7.72685786566162e-16
"min50_65",50,0.945245804331639,7.80517460213559,-0.00355248493142345,19.1,19.1,19.1,"Ch3","2023-12-01","SMR",15,7.72685786566162e-16
"min50_65",50,0.951487268188423,8.05859256481804,-0.00367851747579156,19.1,19.1,19.1,"Ch4","2023-12-01","SMR",15,7.72685786566162e-16
"min100_115",100,0.914716443676713,8.06311162099214,-0.00287706247562655,19.1,19.1,19.1,"Ch1","2023-12-01","SMR",15,7.72685786566162e-16
"min100_115",100,0.896802217175593,7.8659175637103,-0.00300659377550342,19.1,19.1,19.1,"Ch2","2023-12-01","SMR",15,7.72685786566162e-16
"min100_115",100,0.951273233374413,7.88349381852306,-0.00357968118379203,19.1,19.1,19.1,"Ch3","2023-12-01","SMR",15,7.72685786566162e-16
"min100_115",100,0.957652139081352,8.16313329893893,-0.00387770716398359,19.1,19.1,19.1,"Ch4","2023-12-01","SMR",15,7.72685786566162e-16
"min130_145",130,0.932761929927391,8.11736812235916,-0.0033687231418602,19.1,19.1,19.1,"Ch1","2023-12-01","SMR",15,7.72685786566162e-16
"min130_145",130,0.915562104599684,7.91458124378638,-0.00336592037399903,19.1,19.1,19.1,"Ch2","2023-12-01","SMR",15,7.72685786566162e-16
"min130_145",130,0.942858563391134,7.88136269505868,-0.00354513496362329,19.1,19.1,19.1,"Ch3","2023-12-01","SMR",15,7.72685786566162e-16
"min130_145",130,0.957894504199699,8.16035598250985,-0.00381451366408881,19.1,19.1,19.1,"Ch4","2023-12-01","SMR",15,7.72685786566162e-16
