"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min60_75",60,0.96472014508255,7.82778654206433,-0.00540981210401573,19.12,19.12,19.12,"Ch2","2023-12-12","SMR",15,1.00649318303628e-15
"min60_75",60,0.966017486376002,7.89794199581395,-0.00459749160479728,19.12,19.12,19.12,"Ch3","2023-12-12","SMR",15,1.00649318303628e-15
"min60_75",60,0.969096737761618,8.07459912790232,-0.0047423218514504,19.12,19.12,19.12,"Ch4","2023-12-12","SMR",15,1.00649318303628e-15
"min80_100",80,0.979654778020827,7.8184028076961,-0.0052555838259021,19.12,19.12,19.12,"Ch2","2023-12-12","SMR",20,1.00649318303628e-15
"min80_100",80,0.978182849563711,7.87796034189174,-0.0043194855768465,19.12,19.12,19.12,"Ch3","2023-12-12","SMR",20,1.00649318303628e-15
"min80_100",80,0.982236899129339,8.08498280452281,-0.0048914361674551,19.12,19.12,19.12,"Ch4","2023-12-12","SMR",20,1.00649318303628e-15
"min130_140",130,0.92112492810997,7.86835170679734,-0.00492034147074592,19.12,19.12,19.12,"Ch2","2023-12-12","SMR",10,1.00649318303628e-15
"min130_140",130,0.892437359988796,7.89221148398574,-0.00372191614170632,19.12,19.12,19.12,"Ch3","2023-12-12","SMR",10,1.00649318303628e-15
"min130_140",130,0.926075346240206,8.09038949223786,-0.00425443123605496,19.12,19.12,19.12,"Ch4","2023-12-12","SMR",10,1.00649318303628e-15
"min143_155",143,0.946520023345036,7.84729831015316,-0.00477455130829715,19.12,19.12,19.12,"Ch2","2023-12-12","SMR",12,1.00649318303628e-15
"min143_155",143,0.934036188309644,7.89654386113476,-0.00376434497658938,19.12,19.12,19.12,"Ch3","2023-12-12","SMR",12,1.00649318303628e-15
"min143_155",143,0.959114750691977,8.1455977733329,-0.00464641230063644,19.12,19.12,19.12,"Ch4","2023-12-12","SMR",12,1.00649318303628e-15
