"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.727","8.06",0.00712,"13.29","13.76","13.57","7.92","8.13","7.99","Ch1","2024-02-19 13:10:36.279","SMR","19.46","02-19_131"
"min20.5_40",20.5,"0.931","8.14",0.00841,"13.18","13.76","13.44","7.81","7.97","7.89","Ch1","2024-02-19 13:30:35.762","SMR","19.48","02-19_131"
"min40.5_60",40.5,"0.565","7.74",0.00263,"13.27","13.74","13.49","7.82","7.91","7.87","Ch1","2024-02-19 13:50:36.262","SMR","19.47","02-19_131"
"min60.5_80",60.5,"0.046","7.88",0.00093,"13.34","13.93","13.56","7.72","7.87","7.81","Ch1","2024-02-19 14:10:36.218","SMR","19.46","02-19_131"
"min0.5_20",0.5,"0.664","8.07",0.00623,"13.29","13.76","13.57","7.95","8.14","8.01","Ch2","2024-02-19 13:10:36.279","SMR","19.46","02-19_131"
"min20.5_40",20.5,"0.921","8.16",0.00803,"13.18","13.76","13.44","7.84","8","7.92","Ch2","2024-02-19 13:30:35.762","SMR","19.48","02-19_131"
"min40.5_60",40.5,"0.602","7.76",0.00294,"13.27","13.74","13.49","7.84","7.95","7.9","Ch2","2024-02-19 13:50:36.262","SMR","19.47","02-19_131"
"min60.5_80",60.5,"0.026","7.9",7e-04,"13.34","13.93","13.56","7.75","7.91","7.85","Ch2","2024-02-19 14:10:36.218","SMR","19.46","02-19_131"
"min0.5_20",0.5,"0.417","8.02",0.00334,"13.29","13.76","13.57","7.93","8.08","7.98","Ch3","2024-02-19 13:10:36.279","SMR","19.46","02-19_131"
"min20.5_40",20.5,"0.915","8.14",0.00744,"13.18","13.76","13.44","7.85","8","7.92","Ch3","2024-02-19 13:30:35.762","SMR","19.48","02-19_131"
"min40.5_60",40.5,"0.654","7.75",0.00327,"13.27","13.74","13.49","7.86","7.96","7.92","Ch3","2024-02-19 13:50:36.262","SMR","19.47","02-19_131"
"min60.5_80",60.5,"0.017","7.91",0.00057,"13.34","13.93","13.56","7.77","7.92","7.87","Ch3","2024-02-19 14:10:36.218","SMR","19.46","02-19_131"
"min0.5_20",0.5,"0.668","8.07",0.00612,"13.29","13.76","13.57","7.95","8.15","8.01","Ch4","2024-02-19 13:10:36.279","SMR","19.46","02-19_131"
"min20.5_40",20.5,"0.896","8.13",0.00668,"13.18","13.76","13.44","7.86","8","7.92","Ch4","2024-02-19 13:30:35.762","SMR","19.48","02-19_131"
"min40.5_60",40.5,"0.472","7.81",0.00222,"13.27","13.74","13.49","7.87","7.97","7.92","Ch4","2024-02-19 13:50:36.262","SMR","19.47","02-19_131"
"min60.5_80",60.5,"0.002","7.87",0.00016,"13.34","13.93","13.56","7.78","7.93","7.88","Ch4","2024-02-19 14:10:36.218","SMR","19.46","02-19_131"
