"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.875","8",0.00326,"18.76","19.07","18.89","7.98","8.07","8.03","Ch1","2023-12-01 22:38:18.659","SMR","19.47","12-01_223"
"min20.5_40",20.5,"0.906","8.14",0.00408,"18.75","19.36","19.05","7.98","8.07","8.02","Ch1","2023-12-01 22:58:18.136","SMR","19.47","12-01_223"
"min40.5_60",40.5,"0.764","7.87",0.00337,"19.05","19.41","19.17","7.98","8.08","8.04","Ch1","2023-12-01 23:18:18.67","SMR","19.46","12-01_223"
"min60.5_80",60.5,"0.195","8.1",0.00045,"18.89","19.06","18.97","8.04","8.08","8.06","Ch1","2023-12-01 23:38:18.546","SMR","19.48","12-01_223"
"min80.5_100",80.5,"0.884","8.52",0.00558,"18.82","19.27","19.01","7.95","8.07","8.02","Ch1","2023-12-01 23:58:18.965","SMR","19.47","12-01_223"
"min100.5_120",100.5,"0.771","7.75",0.00235,"18.98","19.24","19.11","7.97","8.04","8.01","Ch1","2023-12-02 00:18:18.383","SMR","19.47","12-01_223"
"min120.5_140",120.5,"0.254","8.12",0.00076,"18.84","19.06","18.95","7.99","8.04","8.02","Ch1","2023-12-02 00:38:18.738","SMR","19.47","12-01_223"
"min140.5_160",140.5,"0.895","8.81",0.00553,"18.79","19.32","18.98","7.91","8.04","7.98","Ch1","2023-12-02 00:58:18.11","SMR","19.47","12-01_223"
"min160.5_180",160.5,"0.293","8.17",0.00129,"19.09","19.33","19.2","7.92","7.99","7.96","Ch1","2023-12-02 01:18:18.464","SMR","19.48","12-01_223"
"min180.5_200",180.5,"0.223","8.06",0.00062,"19.01","19.26","19.11","7.91","7.96","7.94","Ch1","2023-12-02 01:38:18.795","SMR","19.47","12-01_223"
"min200.5_220",200.5,"0.491","8.24",0.00148,"18.9","19.13","18.99","7.88","7.95","7.93","Ch1","2023-12-02 01:58:18.146","SMR","19.47","12-01_223"
"min220.5_240",220.5,"0.331","7.45",0.00185,"19.12","19.46","19.29","7.84","7.92","7.88","Ch1","2023-12-02 02:18:18.554","SMR","19.48","12-01_223"
"min240.5_260",240.5,"0.018","7.87",0.00019,"19.06","19.33","19.16","7.89","7.94","7.92","Ch1","2023-12-02 02:38:18.929","SMR","19.47","12-01_223"
"min260.5_280",260.5,"0.181","8.06",0.00053,"18.9","19.12","18.99","7.89","7.94","7.92","Ch1","2023-12-02 02:58:18.284","SMR","19.47","12-01_223"
"min280.5_300",280.5,"0.447","8.2",0.00106,"18.78","18.97","18.86","7.87","7.92","7.9","Ch1","2023-12-02 03:18:18.649","SMR","19.47","12-01_223"
"min300.5_320",300.5,"0.924","9.8",0.00633,"18.75","19.39","19","7.77","7.9","7.84","Ch1","2023-12-02 03:38:18.016","SMR","19.47","12-01_223"
"min320.5_340",320.5,"0.103","7.61",0.00056,"19.25","19.49","19.34","7.76","7.82","7.8","Ch1","2023-12-02 03:58:18.401","SMR","19.47","12-01_223"
"min0.5_20",0.5,"0.884","7.75",0.00345,"18.76","19.07","18.89","7.73","7.83","7.79","Ch2","2023-12-01 22:38:18.659","SMR","19.47","12-01_223"
"min20.5_40",20.5,"0.829","7.88",0.00326,"18.75","19.36","19.05","7.75","7.83","7.78","Ch2","2023-12-01 22:58:18.136","SMR","19.47","12-01_223"
"min40.5_60",40.5,"0.695","7.67",0.00274,"19.05","19.41","19.17","7.75","7.84","7.81","Ch2","2023-12-01 23:18:18.67","SMR","19.46","12-01_223"
"min60.5_80",60.5,"0.009","7.83",8e-05,"18.89","19.06","18.97","7.81","7.84","7.83","Ch2","2023-12-01 23:38:18.546","SMR","19.48","12-01_223"
"min80.5_100",80.5,"0.853","8.24",0.00505,"18.82","19.27","19.01","7.73","7.84","7.79","Ch2","2023-12-01 23:58:18.965","SMR","19.47","12-01_223"
"min100.5_120",100.5,"0.799","7.52",0.00251,"18.98","19.24","19.11","7.75","7.83","7.79","Ch2","2023-12-02 00:18:18.383","SMR","19.47","12-01_223"
"min120.5_140",120.5,"0.039","7.84",0.00026,"18.84","19.06","18.95","7.78","7.83","7.81","Ch2","2023-12-02 00:38:18.738","SMR","19.47","12-01_223"
"min140.5_160",140.5,"0.864","8.5",0.00478,"18.79","19.32","18.98","7.72","7.83","7.78","Ch2","2023-12-02 00:58:18.11","SMR","19.47","12-01_223"
"min160.5_180",160.5,"0.2","7.94",0.00104,"19.09","19.33","19.2","7.73","7.8","7.76","Ch2","2023-12-02 01:18:18.464","SMR","19.48","12-01_223"
"min180.5_200",180.5,"0.024","7.8",0.00019,"19.01","19.26","19.11","7.74","7.78","7.76","Ch2","2023-12-02 01:38:18.795","SMR","19.47","12-01_223"
"min200.5_220",200.5,"0.323","7.97",0.00102,"18.9","19.13","18.99","7.71","7.77","7.75","Ch2","2023-12-02 01:58:18.146","SMR","19.47","12-01_223"
"min220.5_240",220.5,"0.541","7.1",0.00271,"19.12","19.46","19.29","7.68","7.77","7.72","Ch2","2023-12-02 02:18:18.554","SMR","19.48","12-01_223"
"min240.5_260",240.5,"0.177","7.61",0.00064,"19.06","19.33","19.16","7.74","7.79","7.77","Ch2","2023-12-02 02:38:18.929","SMR","19.47","12-01_223"
"min260.5_280",260.5,"0.003","7.79",6e-05,"18.9","19.12","18.99","7.76","7.79","7.77","Ch2","2023-12-02 02:58:18.284","SMR","19.47","12-01_223"
"min280.5_300",280.5,"0.087","7.88",0.00038,"18.78","18.97","18.86","7.75","7.79","7.77","Ch2","2023-12-02 03:18:18.649","SMR","19.47","12-01_223"
"min300.5_320",300.5,"0.891","9.29",0.00503,"18.75","19.39","19","7.66","7.78","7.73","Ch2","2023-12-02 03:38:18.016","SMR","19.47","12-01_223"
"min320.5_340",320.5,"0.179","7.45",0.00077,"19.25","19.49","19.34","7.67","7.73","7.7","Ch2","2023-12-02 03:58:18.401","SMR","19.47","12-01_223"
"min0.5_20",0.5,"0.728","7.79",0.00204,"18.76","19.07","18.89","7.77","7.84","7.81","Ch3","2023-12-01 22:38:18.659","SMR","19.47","12-01_223"
"min20.5_40",20.5,"0.869","7.9",0.0038,"18.75","19.36","19.05","7.75","7.84","7.78","Ch3","2023-12-01 22:58:18.136","SMR","19.47","12-01_223"
"min40.5_60",40.5,"0.693","7.68",0.00263,"19.05","19.41","19.17","7.75","7.84","7.81","Ch3","2023-12-01 23:18:18.67","SMR","19.46","12-01_223"
"min60.5_80",60.5,"0.156","7.85",0.00036,"18.89","19.06","18.97","7.81","7.83","7.82","Ch3","2023-12-01 23:38:18.546","SMR","19.48","12-01_223"
"min80.5_100",80.5,"0.87","8.25",0.00523,"18.82","19.27","19.01","7.72","7.83","7.78","Ch3","2023-12-01 23:58:18.965","SMR","19.47","12-01_223"
"min100.5_120",100.5,"0.762","7.53",0.00227,"18.98","19.24","19.11","7.73","7.81","7.78","Ch3","2023-12-02 00:18:18.383","SMR","19.47","12-01_223"
"min120.5_140",120.5,"0.318","7.9",0.00087,"18.84","19.06","18.95","7.75","7.81","7.78","Ch3","2023-12-02 00:38:18.738","SMR","19.47","12-01_223"
"min140.5_160",140.5,"0.882","8.49",0.00491,"18.79","19.32","18.98","7.69","7.8","7.75","Ch3","2023-12-02 00:58:18.11","SMR","19.47","12-01_223"
"min160.5_180",160.5,"0.329","7.97",0.00144,"19.09","19.33","19.2","7.69","7.76","7.73","Ch3","2023-12-02 01:18:18.464","SMR","19.48","12-01_223"
"min180.5_200",180.5,"0.255","7.84",0.00066,"19.01","19.26","19.11","7.69","7.73","7.71","Ch3","2023-12-02 01:38:18.795","SMR","19.47","12-01_223"
"min200.5_220",200.5,"0.492","7.97",0.00132,"18.9","19.13","18.99","7.65","7.72","7.69","Ch3","2023-12-02 01:58:18.146","SMR","19.47","12-01_223"
"min220.5_240",220.5,"0.525","7.08",0.00251,"19.12","19.46","19.29","7.62","7.7","7.66","Ch3","2023-12-02 02:18:18.554","SMR","19.48","12-01_223"
"min240.5_260",240.5,"0","7.69",2e-05,"19.06","19.33","19.16","7.67","7.72","7.7","Ch3","2023-12-02 02:38:18.929","SMR","19.47","12-01_223"
"min260.5_280",260.5,"0.253","7.85",6e-04,"18.9","19.12","18.99","7.67","7.71","7.69","Ch3","2023-12-02 02:58:18.284","SMR","19.47","12-01_223"
"min280.5_300",280.5,"0.356","7.91",0.00083,"18.78","18.97","18.86","7.65","7.69","7.67","Ch3","2023-12-02 03:18:18.649","SMR","19.47","12-01_223"
"min300.5_320",300.5,"0.906","9.27",0.0053,"18.75","19.39","19","7.56","7.68","7.62","Ch3","2023-12-02 03:38:18.016","SMR","19.47","12-01_223"
"min320.5_340",320.5,"0.017","7.52",2e-04,"19.25","19.49","19.34","7.56","7.61","7.59","Ch3","2023-12-02 03:58:18.401","SMR","19.47","12-01_223"
"min0.5_20",0.5,"0.786","8.07",0.0023,"18.76","19.07","18.89","8.05","8.12","8.09","Ch4","2023-12-01 22:38:18.659","SMR","19.47","12-01_223"
"min20.5_40",20.5,"0.777","8.15",0.00234,"18.75","19.36","19.05","8.05","8.12","8.08","Ch4","2023-12-01 22:58:18.136","SMR","19.47","12-01_223"
"min40.5_60",40.5,"0.623","8",0.0022,"19.05","19.41","19.17","8.05","8.13","8.11","Ch4","2023-12-01 23:18:18.67","SMR","19.46","12-01_223"
"min60.5_80",60.5,"0.028","8.13",0.00014,"18.89","19.06","18.97","8.11","8.14","8.12","Ch4","2023-12-01 23:38:18.546","SMR","19.48","12-01_223"
"min80.5_100",80.5,"0.788","8.46",0.00414,"18.82","19.27","19.01","8.03","8.14","8.08","Ch4","2023-12-01 23:58:18.965","SMR","19.47","12-01_223"
"min100.5_120",100.5,"0.694","7.88",0.00196,"18.98","19.24","19.11","8.06","8.13","8.1","Ch4","2023-12-02 00:18:18.383","SMR","19.47","12-01_223"
