"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min38_46",38,0.892651538378873,8.06230528248952,-0.00575217740494259,15.02,15.02,15.02,"Ch2","2023-12-10","SMR",8,1.52833786730752e-16
"min38_46",38,0.91908729409129,8.05303834460928,-0.00586547042679372,15.02,15.02,15.02,"Ch3","2023-12-10","SMR",8,1.52833786730752e-16
"min38_46",38,0.890491195509953,8.2548022102749,-0.00511770782019227,15.02,15.02,15.02,"Ch4","2023-12-10","SMR",8,1.52833786730752e-16
"min68_77",68,0.930329927519232,8.21349587562099,-0.00635692495679236,15.02,15.02,15.02,"Ch2","2023-12-10","SMR",9,1.52833786730752e-16
"min68_77",68,0.946540632713132,8.17692671645281,-0.00616735076183622,15.02,15.02,15.02,"Ch3","2023-12-10","SMR",9,1.52833786730752e-16
"min68_77",68,0.951184443176781,8.41201422515439,-0.00594557170982707,15.02,15.02,15.02,"Ch4","2023-12-10","SMR",9,1.52833786730752e-16
"min96_104",96,0.895386189434808,8.28736072993071,-0.0059634667680596,15.02,15.02,15.02,"Ch2","2023-12-10","SMR",8,1.52833786730752e-16
"min96_104",96,0.929653959013612,8.27928752193397,-0.00616762375361962,15.02,15.02,15.02,"Ch3","2023-12-10","SMR",8,1.52833786730752e-16
"min96_104",96,0.922244641329817,8.48687349590351,-0.00558289199636834,15.02,15.02,15.02,"Ch4","2023-12-10","SMR",8,1.52833786730752e-16
"min119_127",119,0.894875916024245,8.3309577512111,-0.00571560482194264,15.02,15.02,15.02,"Ch2","2023-12-10","SMR",8,1.52833786730752e-16
"min119_127",119,0.915894952885145,8.26870015541022,-0.00547711048461739,15.02,15.02,15.02,"Ch3","2023-12-10","SMR",8,1.52833786730752e-16
"min119_127",119,0.923340618600909,8.52770553583924,-0.00535452834137283,15.02,15.02,15.02,"Ch4","2023-12-10","SMR",8,1.52833786730752e-16
