"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min42_49",42,0.8707632610844,8.25525531354072,-0.00499504233089135,13.37,13.37,13.37,"Ch1","2024-02-16","SMR",7,7.39862740552533e-16
"min42_49",42,0.843898433035351,8.252079740698,-0.00501260127762206,13.37,13.37,13.37,"Ch2","2024-02-16","SMR",7,7.39862740552533e-16
"min42_49",42,0.873766640774595,8.26284542448027,-0.0050653315719029,13.37,13.37,13.37,"Ch3","2024-02-16","SMR",7,7.39862740552533e-16
"min42_49",42,0.904772969541098,8.16659744606404,-0.00585309180170286,13.37,13.37,13.37,"Ch4","2024-02-16","SMR",7,7.39862740552533e-16
"min60_69",60,0.894324718551626,8.31593567109308,-0.00494967143015451,13.37,13.37,13.37,"Ch1","2024-02-16","SMR",9,7.39862740552533e-16
"min60_69",60,0.88901323535502,8.32633848428779,-0.0052546300021533,13.37,13.37,13.37,"Ch2","2024-02-16","SMR",9,7.39862740552533e-16
"min60_69",60,0.903328711479372,8.33372202320813,-0.0051815432736395,13.37,13.37,13.37,"Ch3","2024-02-16","SMR",9,7.39862740552533e-16
"min60_69",60,0.930341886824244,8.21411734122625,-0.00571101105092571,13.37,13.37,13.37,"Ch4","2024-02-16","SMR",9,7.39862740552533e-16
"min87_96",87,0.930063353498652,8.49679668519195,-0.00590944521288455,13.37,13.37,13.37,"Ch1","2024-02-16","SMR",9,7.39862740552533e-16
"min87_96",87,0.931262388600168,8.51531042172367,-0.00638272149350013,13.37,13.37,13.37,"Ch2","2024-02-16","SMR",9,7.39862740552533e-16
"min87_96",87,0.944687104687736,8.52121687919166,-0.00623224742326605,13.37,13.37,13.37,"Ch3","2024-02-16","SMR",9,7.39862740552533e-16
"min87_96",87,0.929021476903428,8.2972708601011,-0.00580332960382575,13.37,13.37,13.37,"Ch4","2024-02-16","SMR",9,7.39862740552533e-16
"min119_127",119,0.908868213775148,8.61616391023926,-0.00562055443195279,13.37,13.37,13.37,"Ch1","2024-02-16","SMR",8,7.39862740552533e-16
"min119_127",119,0.914347832943058,8.65368875880974,-0.00623835665803124,13.37,13.37,13.37,"Ch2","2024-02-16","SMR",8,7.39862740552533e-16
"min119_127",119,0.925316072282904,8.6213358444466,-0.00575738392727835,13.37,13.37,13.37,"Ch3","2024-02-16","SMR",8,7.39862740552533e-16
"min119_127",119,0.936498103556779,8.52128965923636,-0.00666016247233749,13.37,13.37,13.37,"Ch4","2024-02-16","SMR",8,7.39862740552533e-16
