"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min45_52",45,0.802883901051242,7.77333334785577,-0.00476435323522851,13.41,13.41,13.41,"Ch1","2024-02-19","SMR",7,4.16170924422496e-16
"min45_52",45,0.878103748222274,7.99056758395935,-0.00602388301237874,13.41,13.41,13.41,"Ch2","2024-02-19","SMR",7,4.16170924422496e-16
"min45_52",45,0.895446849132401,8.04459333048812,-0.00572741044084831,13.41,13.41,13.41,"Ch4","2024-02-19","SMR",7,4.16170924422496e-16
"min70_78",70,0.840741757140777,7.86918824203924,-0.00479107214701678,13.41,13.41,13.41,"Ch1","2024-02-19","SMR",8,4.16170924422496e-16
"min70_78",70,0.892693876933792,8.09552765300328,-0.00606675287537897,13.41,13.41,13.41,"Ch2","2024-02-19","SMR",8,4.16170924422496e-16
"min70_78",70,0.909255891675122,8.1399199264604,-0.00543576654819587,13.41,13.41,13.41,"Ch4","2024-02-19","SMR",8,4.16170924422496e-16
"min92_101",92,0.876256124155927,7.91696011533143,-0.00465022201307229,13.41,13.41,13.41,"Ch1","2024-02-19","SMR",9,4.16170924422496e-16
"min92_101",92,0.936699242672261,8.23619256731758,-0.00680505862237522,13.41,13.41,13.41,"Ch2","2024-02-19","SMR",9,4.16170924422496e-16
"min92_101",92,0.94356717423789,8.25909132886697,-0.00589509232632382,13.41,13.41,13.41,"Ch4","2024-02-19","SMR",9,4.16170924422496e-16
"min119_127",119,0.862936388034151,8.03641952271641,-0.00494685301598943,13.41,13.41,13.41,"Ch1","2024-02-19","SMR",8,4.16170924422496e-16
"min119_127",119,0.923532271021522,8.30324474760642,-0.00644605669961978,13.41,13.41,13.41,"Ch2","2024-02-19","SMR",8,4.16170924422496e-16
"min119_127",119,0.927207210779949,8.35787894350022,-0.00582665140704682,13.41,13.41,13.41,"Ch4","2024-02-19","SMR",8,4.16170924422496e-16
