"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.304","7.56",0.00148,"13.14","13.49","13.32","7.54","7.61","7.57","Ch1","2024-02-18 19:17:59.657","SMR","19.47","02-18_191"
"min20.5_40",20.5,"0.733","7.43",0.00463,"13.19","13.62","13.42","7.52","7.63","7.57","Ch1","2024-02-18 19:37:59.081","SMR","19.47","02-18_191"
"min40.5_60",40.5,"0.736","7.82",0.00487,"13.1","13.61","13.36","7.52","7.64","7.57","Ch1","2024-02-18 19:57:59.485","SMR","19.47","02-18_191"
"min60.5_80",60.5,"0.106","7.67",0.00111,"13.11","13.48","13.27","7.53","7.62","7.59","Ch1","2024-02-18 20:17:59.3","SMR","19.48","02-18_191"
"min0.5_20",0.5,"0.757","7.76",0.0046,"13.14","13.49","13.32","7.75","7.87","7.81","Ch2","2024-02-18 19:17:59.657","SMR","19.47","02-18_191"
"min20.5_40",20.5,"0.66","7.69",0.00431,"13.19","13.62","13.42","7.77","7.88","7.82","Ch2","2024-02-18 19:37:59.081","SMR","19.47","02-18_191"
"min40.5_60",40.5,"0.784","8.12",0.00605,"13.1","13.61","13.36","7.75","7.89","7.82","Ch2","2024-02-18 19:57:59.485","SMR","19.47","02-18_191"
"min60.5_80",60.5,"0.086","7.91",0.00112,"13.11","13.48","13.27","7.77","7.87","7.83","Ch2","2024-02-18 20:17:59.3","SMR","19.48","02-18_191"
"min0.5_20",0.5,"0.507","7.78",0.00315,"13.14","13.49","13.32","7.77","7.87","7.82","Ch4","2024-02-18 19:17:59.657","SMR","19.47","02-18_191"
"min20.5_40",20.5,"0.745","7.67",0.00528,"13.19","13.62","13.42","7.77","7.9","7.83","Ch4","2024-02-18 19:37:59.081","SMR","19.47","02-18_191"
"min40.5_60",40.5,"0.792","8.14",0.006,"13.1","13.61","13.36","7.78","7.91","7.84","Ch4","2024-02-18 19:57:59.485","SMR","19.47","02-18_191"
"min60.5_80",60.5,"0.06","7.93",0.00099,"13.11","13.48","13.27","7.79","7.9","7.86","Ch4","2024-02-18 20:17:59.3","SMR","19.48","02-18_191"
