"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min45_55",45,0.872178363714098,7.7695125168992,-0.00449348780350607,13.42,13.42,13.42,"Ch1","2024-02-20","SMR",10,-1.62440556788007e-16
"min45_55",45,0.902848357620674,8.00091095117032,-0.00506500809373677,13.42,13.42,13.42,"Ch2","2024-02-20","SMR",10,-1.62440556788007e-16
"min45_55",45,0.921442062990874,8.03424887205218,-0.00469416806041657,13.42,13.42,13.42,"Ch4","2024-02-20","SMR",10,-1.62440556788007e-16
"min73_83",73,0.874671131385485,7.85469023600619,-0.00435408820325228,13.42,13.42,13.42,"Ch1","2024-02-20","SMR",10,-1.62440556788007e-16
"min73_83",73,0.908659101964388,8.12062352285048,-0.00533074385734403,13.42,13.42,13.42,"Ch2","2024-02-20","SMR",10,-1.62440556788007e-16
"min73_83",73,0.922091950675227,8.15413928948974,-0.00505497740459565,13.42,13.42,13.42,"Ch4","2024-02-20","SMR",10,-1.62440556788007e-16
"min102_111",102,0.904563659551019,8.04878961934359,-0.0053609431504889,13.42,13.42,13.42,"Ch1","2024-02-20","SMR",9,-1.62440556788007e-16
"min102_111",102,0.914301524442818,8.25870184872607,-0.00562959925610152,13.42,13.42,13.42,"Ch2","2024-02-20","SMR",9,-1.62440556788007e-16
"min102_111",102,0.94244237029889,8.32698950785531,-0.0056945233368683,13.42,13.42,13.42,"Ch4","2024-02-20","SMR",9,-1.62440556788007e-16
"min132_140",132,0.857192562652844,8.14587143365374,-0.00516482398341908,13.42,13.42,13.42,"Ch1","2024-02-20","SMR",8,-1.62440556788007e-16
"min132_140",132,0.890193835026418,8.37989423552556,-0.00564326865592329,13.42,13.42,13.42,"Ch2","2024-02-20","SMR",8,-1.62440556788007e-16
"min132_140",132,0.909711293516984,8.38711013549773,-0.00520431067771212,13.42,13.42,13.42,"Ch4","2024-02-20","SMR",8,-1.62440556788007e-16
