"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min40_48",40,0.86486055687334,7.74211578778688,-0.00488797572104094,13.42,13.42,13.42,"Ch1","2024-02-19","SMR",8,1.27121579294891e-15
"min40_48",40,0.876452414203945,7.98695783064422,-0.00530336858889079,13.42,13.42,13.42,"Ch2","2024-02-19","SMR",8,1.27121579294891e-15
"min40_48",40,0.934204013285945,8.05411149041662,-0.0056505196066786,13.42,13.42,13.42,"Ch4","2024-02-19","SMR",8,1.27121579294891e-15
"min65_75",65,0.900122452139174,7.82291437693091,-0.00462733899784853,13.42,13.42,13.42,"Ch1","2024-02-19","SMR",10,1.27121579294891e-15
"min65_75",65,0.905309001330221,8.07210614705295,-0.0049303283249034,13.42,13.42,13.42,"Ch2","2024-02-19","SMR",10,1.27121579294891e-15
"min65_75",65,0.923560417854363,8.11927128009457,-0.00468738505872404,13.42,13.42,13.42,"Ch4","2024-02-19","SMR",10,1.27121579294891e-15
"min95_102",95,0.857624637862544,8.00212691143415,-0.00555461254463565,13.42,13.42,13.42,"Ch1","2024-02-19","SMR",7,1.27121579294891e-15
"min95_102",95,0.877597881793945,8.30191008920928,-0.00628085010158519,13.42,13.42,13.42,"Ch2","2024-02-19","SMR",7,1.27121579294891e-15
"min95_102",95,0.90641437458928,8.33454006517458,-0.0058425998783781,13.42,13.42,13.42,"Ch4","2024-02-19","SMR",7,1.27121579294891e-15
"min122_134",122,0.899373023677254,7.94869156020598,-0.00413327390608082,13.42,13.42,13.42,"Ch1","2024-02-19","SMR",12,1.27121579294891e-15
"min122_134",122,0.918493773764398,8.230299457715,-0.0045775132524859,13.42,13.42,13.42,"Ch2","2024-02-19","SMR",12,1.27121579294891e-15
"min122_134",122,0.942757819310987,8.33899960660513,-0.00481832285284894,13.42,13.42,13.42,"Ch4","2024-02-19","SMR",12,1.27121579294891e-15
