"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.866","7.76",0.00747,"13.2","13.76","13.46","7.61","7.8","7.69","Ch1","2024-02-19 13:10:36.068","SMR","19.47","02-19_131"
"min20.5_40",20.5,"0.917","7.79",0.00713,"13.1","13.67","13.36","7.51","7.65","7.57","Ch1","2024-02-19 13:30:35.572","SMR","19.47","02-19_131"
"min40.5_60",40.5,"0.21","7.51",0.00133,"13.16","13.65","13.37","7.52","7.61","7.57","Ch1","2024-02-19 13:50:36.045","SMR","19.45","02-19_131"
"min60.5_80",60.5,"0.11","7.45",0.00107,"13.28","13.67","13.47","7.48","7.56","7.52","Ch1","2024-02-19 14:10:35.438","SMR","19.47","02-19_131"
"min0.5_20",0.5,"0.898","7.98",0.00745,"13.2","13.76","13.46","7.83","8.01","7.91","Ch2","2024-02-19 13:10:36.068","SMR","19.47","02-19_131"
"min20.5_40",20.5,"0.927","8.03",0.00804,"13.1","13.67","13.36","7.71","7.87","7.78","Ch2","2024-02-19 13:30:35.572","SMR","19.47","02-19_131"
"min40.5_60",40.5,"0.207","7.71",0.00142,"13.16","13.65","13.37","7.73","7.82","7.78","Ch2","2024-02-19 13:50:36.045","SMR","19.45","02-19_131"
"min60.5_80",60.5,"0.052","7.66",0.00081,"13.28","13.67","13.47","7.67","7.76","7.72","Ch2","2024-02-19 14:10:35.438","SMR","19.47","02-19_131"
"min0.5_20",0.5,"0.862","8.01",0.00674,"13.2","13.76","13.46","7.88","8.05","7.94","Ch4","2024-02-19 13:10:36.068","SMR","19.47","02-19_131"
"min20.5_40",20.5,"0.927","8.07",0.0082,"13.1","13.67","13.36","7.76","7.92","7.83","Ch4","2024-02-19 13:30:35.572","SMR","19.47","02-19_131"
"min40.5_60",40.5,"0.276","7.74",0.00176,"13.16","13.65","13.37","7.77","7.86","7.83","Ch4","2024-02-19 13:50:36.045","SMR","19.45","02-19_131"
"min60.5_80",60.5,"0.072","7.7",0.00094,"13.28","13.67","13.47","7.73","7.81","7.77","Ch4","2024-02-19 14:10:35.438","SMR","19.47","02-19_131"
