"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min30_45",30.5,0.777471458986379,8.01067921105156,-0.00204172470758939,19.15,19.15,19.15,"Ch1","2023-12-01","SMR",14.5,-2.04370108017832e-15
"min30_45",30.5,0.623773239086449,7.77673286588627,-0.00148232113724213,19.15,19.15,19.15,"Ch2","2023-12-01","SMR",14.5,-2.04370108017832e-15
"min30_45",30.5,0.5433215631696,7.80106341663904,-0.00114163247039545,19.15,19.15,19.15,"Ch3","2023-12-01","SMR",14.5,-2.04370108017832e-15
"min30_45",30.5,0.897648364699034,8.10655672152155,-0.0026990116216398,19.15,19.15,19.15,"Ch4","2023-12-01","SMR",14.5,-2.04370108017832e-15
"min50_60",50,0.827007536894894,8.06742076939241,-0.0031911880751275,19.15,19.15,19.15,"Ch1","2023-12-01","SMR",10,-2.04370108017832e-15
"min50_60",50,0.695577453768084,7.81939767927051,-0.00242523869733827,19.15,19.15,19.15,"Ch2","2023-12-01","SMR",10,-2.04370108017832e-15
"min50_60",50,0.699670690529051,7.83926838749864,-0.00197126651578932,19.15,19.15,19.15,"Ch3","2023-12-01","SMR",10,-2.04370108017832e-15
"min50_60",50,0.830214585117936,8.11368628404695,-0.00280593077685849,19.15,19.15,19.15,"Ch4","2023-12-01","SMR",10,-2.04370108017832e-15
"min63_75",63,0.855221669935408,8.04773839956686,-0.00280950938479576,19.15,19.15,19.15,"Ch1","2023-12-01","SMR",12,-2.04370108017832e-15
"min63_75",63,0.81268792713865,7.82960011000893,-0.00256977999768417,19.15,19.15,19.15,"Ch2","2023-12-01","SMR",12,-2.04370108017832e-15
"min63_75",63,0.778708927168688,7.84560152007874,-0.00202644519058472,19.15,19.15,19.15,"Ch3","2023-12-01","SMR",12,-2.04370108017832e-15
"min63_75",63,0.851050179179747,8.10111140715539,-0.00255640644941496,19.15,19.15,19.15,"Ch4","2023-12-01","SMR",12,-2.04370108017832e-15
