"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min45_55",45,0.925567749666933,8.19795820405136,-0.00524995605731863,13.33,13.33,13.33,"Ch1","2024-02-18","SMR",10,-9.90947350502271e-16
"min45_55",45,0.914847847698829,8.19265540481413,-0.00523525253087572,13.33,13.33,13.33,"Ch2","2024-02-18","SMR",10,-9.90947350502271e-16
"min45_55",45,0.940828215357503,8.20965602295775,-0.00517287780668378,13.33,13.33,13.33,"Ch3","2024-02-18","SMR",10,-9.90947350502271e-16
"min45_55",45,0.933667150667515,8.1778580292642,-0.00511589886680998,13.33,13.33,13.33,"Ch4","2024-02-18","SMR",10,-9.90947350502271e-16
"min76_85",76,0.914910850974282,8.3916449887745,-0.0061888728134186,13.33,13.33,13.33,"Ch1","2024-02-18","SMR",9,-9.90947350502271e-16
"min76_85",76,0.888858574745575,8.34354726914465,-0.00563605202464225,13.33,13.33,13.33,"Ch2","2024-02-18","SMR",9,-9.90947350502271e-16
"min76_85",76,0.926114964936345,8.38705515429352,-0.00587436310268982,13.33,13.33,13.33,"Ch3","2024-02-18","SMR",9,-9.90947350502271e-16
"min76_85",76,0.926916975410594,8.34979074997666,-0.00584914815711073,13.33,13.33,13.33,"Ch4","2024-02-18","SMR",9,-9.90947350502271e-16
"min104_114",104,0.918362757324892,8.40890458471568,-0.00525118141861419,13.33,13.33,13.33,"Ch1","2024-02-18","SMR",10,-9.90947350502271e-16
"min104_114",104,0.905077821443451,8.42415286504809,-0.00541304677812045,13.33,13.33,13.33,"Ch2","2024-02-18","SMR",10,-9.90947350502271e-16
"min104_114",104,0.934917264428024,8.48527245085825,-0.0057305389603444,13.33,13.33,13.33,"Ch3","2024-02-18","SMR",10,-9.90947350502271e-16
"min104_114",104,0.932282170292256,8.43862603225426,-0.00563116155778997,13.33,13.33,13.33,"Ch4","2024-02-18","SMR",10,-9.90947350502271e-16
"min134_145",134,0.946397868619979,8.5394557803802,-0.00542843764569115,13.33,13.33,13.33,"Ch1","2024-02-18","SMR",11,-9.90947350502271e-16
"min134_145",134,0.931007242262006,8.53407724967562,-0.00537318031396429,13.33,13.33,13.33,"Ch2","2024-02-18","SMR",11,-9.90947350502271e-16
"min134_145",134,0.953887868437734,8.55030523026583,-0.00529164775964439,13.33,13.33,13.33,"Ch3","2024-02-18","SMR",11,-9.90947350502271e-16
"min134_145",134,0.930684107946195,8.46857143118041,-0.00495289982653343,13.33,13.33,13.33,"Ch4","2024-02-18","SMR",11,-9.90947350502271e-16
