"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min30_45",30.5,0.953176359046936,7.56759962289083,-0.0039255276707964,22.98,22.98,22.98,"Ch1","2023-12-11","SMR",14.5,9.31479754279317e-16
"min30_45",30.5,0.982916902389803,7.6950655288207,-0.00703757038961145,22.98,22.98,22.98,"Ch2","2023-12-11","SMR",14.5,9.31479754279317e-16
"min30_45",30.5,0.981372378340366,7.90488479528841,-0.00554044226786031,22.98,22.98,22.98,"Ch3","2023-12-11","SMR",14.5,9.31479754279317e-16
"min50_65",50,0.954303732849428,7.54824167945615,-0.00353556473014068,22.98,22.98,22.98,"Ch1","2023-12-11","SMR",15,9.31479754279317e-16
"min50_65",50,0.978137603756287,7.64093639816713,-0.00591353058923919,22.98,22.98,22.98,"Ch2","2023-12-11","SMR",15,9.31479754279317e-16
"min50_65",50,0.961694733725608,7.83090180221593,-0.0039829671372441,22.98,22.98,22.98,"Ch3","2023-12-11","SMR",15,9.31479754279317e-16
"min110_128",110,0.945034132508108,7.54140614790048,-0.00269933866734716,22.98,22.98,22.98,"Ch1","2023-12-11","SMR",18,9.31479754279317e-16
"min110_128",110,0.952910720643156,7.47854384958525,-0.00310011480209281,22.98,22.98,22.98,"Ch2","2023-12-11","SMR",18,9.31479754279317e-16
"min110_128",110,0.948180270426144,7.76545724416887,-0.00245793763909857,22.98,22.98,22.98,"Ch3","2023-12-11","SMR",18,9.31479754279317e-16
"min135_155",135,0.941840763417474,7.49678358445399,-0.00236863266616999,22.98,22.98,22.98,"Ch1","2023-12-11","SMR",20,9.31479754279317e-16
"min135_155",135,0.952711730033125,7.4329245956866,-0.00276497264598084,22.98,22.98,22.98,"Ch2","2023-12-11","SMR",20,9.31479754279317e-16
"min135_155",135,0.945112654276063,7.72481630532137,-0.00215677793774428,22.98,22.98,22.98,"Ch3","2023-12-11","SMR",20,9.31479754279317e-16
