"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.953","7.91",0.01061,"22.8","23.17","22.97","7.71","7.94","7.8","Ch1","2023-12-04 10:24:02.798","SMR","19.48","12-04_102"
"min20.5_40",20.5,"0.432","7.75",0.00102,"22.82","23.15","23.02","7.69","7.74","7.72","Ch1","2023-12-04 10:44:03.534","SMR","19.46","12-04_102"
"min40.5_60",40.5,"0.981","8.06",0.00832,"22.72","23.16","22.94","7.55","7.72","7.64","Ch1","2023-12-04 11:04:03.037","SMR","19.48","12-04_102"
"min60.5_80",60.5,"0.775","7.68",0.00212,"22.97","23.23","23.16","7.5","7.56","7.53","Ch1","2023-12-04 11:24:03.516","SMR","19.47","12-04_102"
"min80.5_100",80.5,"0.919","8.05",0.00643,"22.78","23.06","22.92","7.39","7.53","7.47","Ch1","2023-12-04 11:44:02.705","SMR","19.47","12-04_102"
"min100.5_120",100.5,"0.657","7.58",0.00202,"22.97","23.2","23.1","7.32","7.4","7.35","Ch1","2023-12-04 12:04:03.305","SMR","19.47","12-04_102"
"min120.5_140",120.5,"0.927","7.99",0.00528,"22.78","23.05","22.92","7.23","7.36","7.3","Ch1","2023-12-04 12:24:02.683","SMR","19.47","12-04_102"
"min140.5_160",140.5,"0.584","7.46",0.00168,"23.02","23.24","23.13","7.18","7.25","7.21","Ch1","2023-12-04 12:44:03.086","SMR","19.48","12-04_102"
"min160.5_180",160.5,"0.927","8.11",0.00548,"22.84","23.16","23","7.11","7.22","7.17","Ch1","2023-12-04 13:04:03.485","SMR","19.47","12-04_102"
"min180.5_200",180.5,"0.013","7.08",0.00015,"22.9","23.27","23.1","7.08","7.13","7.11","Ch1","2023-12-04 13:24:02.881","SMR","19.47","12-04_102"
"min0.5_20",0.5,"0.925","7.67",0.00648,"22.8","23.17","22.97","7.55","7.69","7.6","Ch3","2023-12-04 10:24:02.798","SMR","19.48","12-04_102"
"min20.5_40",20.5,"0.31","7.58",0.00083,"22.82","23.15","23.02","7.53","7.58","7.56","Ch3","2023-12-04 10:44:03.534","SMR","19.46","12-04_102"
"min40.5_60",40.5,"0.965","7.8",0.00601,"22.72","23.16","22.94","7.43","7.56","7.49","Ch3","2023-12-04 11:04:03.037","SMR","19.48","12-04_102"
"min60.5_80",60.5,"0.736","7.53",0.00158,"22.97","23.23","23.16","7.39","7.44","7.42","Ch3","2023-12-04 11:24:03.516","SMR","19.47","12-04_102"
"min80.5_100",80.5,"0.93","7.85",0.00547,"22.78","23.06","22.92","7.29","7.42","7.36","Ch3","2023-12-04 11:44:02.705","SMR","19.47","12-04_102"
"min100.5_120",100.5,"0.716","7.47",0.00183,"22.97","23.2","23.1","7.23","7.31","7.27","Ch3","2023-12-04 12:04:03.305","SMR","19.47","12-04_102"
"min120.5_140",120.5,"0.941","7.88",0.00509,"22.78","23.05","22.92","7.16","7.27","7.22","Ch3","2023-12-04 12:24:02.683","SMR","19.47","12-04_102"
"min140.5_160",140.5,"0.687","7.38",0.00165,"23.02","23.24","23.13","7.1","7.17","7.14","Ch3","2023-12-04 12:44:03.086","SMR","19.48","12-04_102"
"min160.5_180",160.5,"0.942","7.96",0.00514,"22.84","23.16","23","7.03","7.14","7.09","Ch3","2023-12-04 13:04:03.485","SMR","19.47","12-04_102"
"min180.5_200",180.5,"0.323","7.19",0.00086,"22.9","23.27","23.1","7","7.05","7.03","Ch3","2023-12-04 13:24:02.881","SMR","19.47","12-04_102"
"min0.5_20",0.5,"0.951","7.97",0.00551,"22.8","23.17","22.97","7.86","7.99","7.92","Ch4","2023-12-04 10:24:02.798","SMR","19.48","12-04_102"
"min20.5_40",20.5,"0.906","7.97",0.00404,"22.82","23.15","23.02","7.78","7.88","7.84","Ch4","2023-12-04 10:44:03.534","SMR","19.46","12-04_102"
"min40.5_60",40.5,"0.973","8.08",0.00683,"22.72","23.16","22.94","7.67","7.82","7.74","Ch4","2023-12-04 11:04:03.037","SMR","19.48","12-04_102"
"min60.5_80",60.5,"0.93","7.87",0.00326,"22.97","23.23","23.16","7.6","7.68","7.64","Ch4","2023-12-04 11:24:03.516","SMR","19.47","12-04_102"
"min80.5_100",80.5,"0.942","8.04",0.00534,"22.78","23.06","22.92","7.5","7.62","7.56","Ch4","2023-12-04 11:44:02.705","SMR","19.47","12-04_102"
"min100.5_120",100.5,"0.814","7.73",0.00229,"22.97","23.2","23.1","7.44","7.52","7.48","Ch4","2023-12-04 12:04:03.305","SMR","19.47","12-04_102"
"min120.5_140",120.5,"0.935","7.98",0.00432,"22.78","23.05","22.92","7.37","7.47","7.42","Ch4","2023-12-04 12:24:02.683","SMR","19.47","12-04_102"
"min140.5_160",140.5,"0.783","7.64",0.00195,"23.02","23.24","23.13","7.32","7.39","7.35","Ch4","2023-12-04 12:44:03.086","SMR","19.48","12-04_102"
"min160.5_180",160.5,"0.934","8.06",0.00445,"22.84","23.16","23","7.25","7.35","7.3","Ch4","2023-12-04 13:04:03.485","SMR","19.47","12-04_102"
"min180.5_200",180.5,"0.522","7.5",0.00133,"22.9","23.27","23.1","7.21","7.27","7.24","Ch4","2023-12-04 13:24:02.881","SMR","19.47","12-04_102"
