"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min45_160",45.00355,0.953611769046871,7.66570886957431,-0.0014591797194523,13.06,13.78,13.35,"Ch1","2024-02-18","SMR",114.993033333333,0.000304831715285166
"min45_160",45.00355,0.967984875004462,7.9449535631747,-0.00181019836864777,13.06,13.78,13.35,"Ch2","2024-02-18","SMR",114.993033333333,0.000304831715285166
"min45_160",45.00355,0.91894821445435,7.95952957801195,-0.00103411002148166,13.06,13.78,13.35,"Ch4","2024-02-18","SMR",114.993033333333,0.000304831715285166
