"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min50_64",50,0.939599177541258,7.79263812422886,-0.00558366246988516,13.56,13.56,13.56,"Ch1","2024-02-21","SMR",14,1.75496910918516e-16
"min50_64",50,0.907333281236364,7.99136342455687,-0.00428673396363777,13.56,13.56,13.56,"Ch2","2024-02-21","SMR",14,1.75496910918516e-16
"min50_64",50,0.916545538954614,8.01959209527921,-0.00428534299047592,13.56,13.56,13.56,"Ch4","2024-02-21","SMR",14,1.75496910918516e-16
"min84_92",84,0.843265719348003,7.8729511923428,-0.005247107184574,13.56,13.56,13.56,"Ch1","2024-02-21","SMR",8,1.75496910918516e-16
"min84_92",84,0.789945747011315,8.12566882912882,-0.0046952585566548,13.56,13.56,13.56,"Ch2","2024-02-21","SMR",8,1.75496910918516e-16
"min84_92",84,0.791838402736438,8.123380711238,-0.00421344903709795,13.56,13.56,13.56,"Ch4","2024-02-21","SMR",8,1.75496910918516e-16
"min111_121",111,0.872280861289872,7.94463490592845,-0.00513130798656441,13.56,13.56,13.56,"Ch1","2024-02-21","SMR",10,1.75496910918516e-16
"min111_121",111,0.837285119405097,8.19869391533099,-0.00451547541103284,13.56,13.56,13.56,"Ch2","2024-02-21","SMR",10,1.75496910918516e-16
"min111_121",111,0.847469055237922,8.20349617886093,-0.00414042565966757,13.56,13.56,13.56,"Ch4","2024-02-21","SMR",10,1.75496910918516e-16
"min138_145",138,0.746266112773643,7.97004013947108,-0.00481214767051047,13.56,13.56,13.56,"Ch1","2024-02-21","SMR",7,1.75496910918516e-16
"min138_145",138,0.69425710813808,8.21589923198829,-0.0041040906476797,13.56,13.56,13.56,"Ch2","2024-02-21","SMR",7,1.75496910918516e-16
"min138_145",138,0.720346401803381,8.259681726755,-0.00401006194533197,13.56,13.56,13.56,"Ch4","2024-02-21","SMR",7,1.75496910918516e-16
