"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min36_45",36,0.906041842141619,8.04982155687366,-0.00551292996087622,15.06,15.06,15.06,"Ch2","2023-12-10","SMR",9,1.04331563451376e-15
"min36_45",36,0.926631971069542,8.03608126150416,-0.0054409671393355,15.06,15.06,15.06,"Ch3","2023-12-10","SMR",9,1.04331563451376e-15
"min36_45",36,0.93066054863392,8.22246230500612,-0.0056425685091824,15.06,15.06,15.06,"Ch4","2023-12-10","SMR",9,1.04331563451376e-15
"min65_74",65,0.906619253728137,8.15675341805065,-0.00540299092221515,15.06,15.06,15.06,"Ch2","2023-12-10","SMR",9,1.04331563451376e-15
"min65_74",65,0.929894969955592,8.15868241224705,-0.00562875331978935,15.06,15.06,15.06,"Ch3","2023-12-10","SMR",9,1.04331563451376e-15
"min65_74",65,0.94071674327409,8.34811725760428,-0.00586327643229156,15.06,15.06,15.06,"Ch4","2023-12-10","SMR",9,1.04331563451376e-15
"min94_102",94,0.867239606869137,8.22918186867669,-0.00503190526809682,15.06,15.06,15.06,"Ch2","2023-12-10","SMR",8,1.04331563451376e-15
"min94_102",94,0.904234735273118,8.22972404955888,-0.0052158452326692,15.06,15.06,15.06,"Ch3","2023-12-10","SMR",8,1.04331563451376e-15
"min94_102",94,0.913145800108639,8.46719607562135,-0.00596914952155897,15.06,15.06,15.06,"Ch4","2023-12-10","SMR",8,1.04331563451376e-15
"min122_129",122,0.912179807035297,8.47370147800687,-0.00624393513262311,15.06,15.06,15.06,"Ch2","2023-12-10","SMR",7,1.04331563451376e-15
"min122_129",122,0.925561396435395,8.4743679190685,-0.00641888669908047,15.06,15.06,15.06,"Ch3","2023-12-10","SMR",7,1.04331563451376e-15
"min122_129",122,0.943873651967712,8.67501541042656,-0.00676349932240397,15.06,15.06,15.06,"Ch4","2023-12-10","SMR",7,1.04331563451376e-15
