"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min51_61",51,0.923456845680124,8.20902184390898,-0.00555046692818949,13.32,13.32,13.32,"Ch1","2024-02-17","SMR",10,2.77958919537746e-16
"min51_61",51,0.928035555053796,8.16589227450447,-0.00587394524938821,13.32,13.32,13.32,"Ch2","2024-02-17","SMR",10,2.77958919537746e-16
"min51_61",51,0.928263941992407,8.2047086561113,-0.004935380523582,13.32,13.32,13.32,"Ch3","2024-02-17","SMR",10,2.77958919537746e-16
"min51_61",51,0.925103194656407,8.18696488155904,-0.00507401267922243,13.32,13.32,13.32,"Ch4","2024-02-17","SMR",10,2.77958919537746e-16
"min81_91",81,0.928085083485069,8.33432568915487,-0.0055993434063822,13.32,13.32,13.32,"Ch1","2024-02-17","SMR",10,2.77958919537746e-16
"min81_91",81,0.943532434909509,8.31726393907342,-0.00643604771512231,13.32,13.32,13.32,"Ch2","2024-02-17","SMR",10,2.77958919537746e-16
"min81_91",81,0.932443676243649,8.36109624961872,-0.00543513017098799,13.32,13.32,13.32,"Ch3","2024-02-17","SMR",10,2.77958919537746e-16
"min81_91",81,0.936827591402706,8.3320686776355,-0.00545250490078957,13.32,13.32,13.32,"Ch4","2024-02-17","SMR",10,2.77958919537746e-16
"min112_120",112,0.906261471372533,8.44272135362132,-0.0055174406055346,13.32,13.32,13.32,"Ch1","2024-02-17","SMR",8,2.77958919537746e-16
"min112_120",112,0.905913298749189,8.39995172508374,-0.00611300535558704,13.32,13.32,13.32,"Ch2","2024-02-17","SMR",8,2.77958919537746e-16
"min112_120",112,0.898594812130452,8.44833686633882,-0.00515028756391898,13.32,13.32,13.32,"Ch3","2024-02-17","SMR",8,2.77958919537746e-16
"min112_120",112,0.864399169898343,8.35995696999304,-0.00463350173537408,13.32,13.32,13.32,"Ch4","2024-02-17","SMR",8,2.77958919537746e-16
"min136_145",136,0.921047446465138,8.54255800795983,-0.00559350921792647,13.32,13.32,13.32,"Ch1","2024-02-17","SMR",9,2.77958919537746e-16
"min136_145",136,0.927540631113635,8.51425658941173,-0.00629850945433013,13.32,13.32,13.32,"Ch2","2024-02-17","SMR",9,2.77958919537746e-16
"min136_145",136,0.934129105442583,8.59586292402763,-0.00557611397214023,13.32,13.32,13.32,"Ch3","2024-02-17","SMR",9,2.77958919537746e-16
"min136_145",136,0.905496946007794,8.48245226900991,-0.00499321426678339,13.32,13.32,13.32,"Ch4","2024-02-17","SMR",9,2.77958919537746e-16
