"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0","7.96",0,"13.18","13.6","13.41","7.94","7.99","7.96","Ch1","2024-02-15 19:23:47.45","SMR","19.47","02-15_192"
"min20.5_40",20.5,"0.051","7.92",0.00083,"13.24","13.64","13.48","7.85","7.95","7.9","Ch1","2024-02-15 19:43:47.019","SMR","19.47","02-15_192"
"min40.5_60",40.5,"0.615","8.12",0.00394,"13.15","13.5","13.3","7.85","7.97","7.92","Ch1","2024-02-15 20:03:47.429","SMR","19.47","02-15_192"
"min60.5_80",60.5,"0.937","7.55",0.00496,"13.17","13.6","13.42","7.84","7.95","7.9","Ch1","2024-02-15 20:23:46.88","SMR","19.47","02-15_192"
"min80.5_100",80.5,"0.5","8.16",0.00325,"13.19","13.66","13.46","7.83","7.94","7.87","Ch1","2024-02-15 20:43:47.228","SMR","19.47","02-15_192"
"min100.5_120",100.5,"0.461","8.19",0.00272,"13.25","13.57","13.39","7.83","7.93","7.89","Ch1","2024-02-15 21:03:47.576","SMR","19.47","02-15_192"
"min120.5_140",120.5,"0.892","7.32",0.00435,"13.11","13.63","13.38","7.82","7.93","7.89","Ch1","2024-02-15 21:23:46.903","SMR","19.47","02-15_192"
"min140.5_160",140.5,"0.204","8.13",0.00183,"13.17","13.64","13.43","7.8","7.91","7.85","Ch1","2024-02-15 21:43:47.274","SMR","19.47","02-15_192"
"min160.5_180",160.5,"0.822","8.6",0.00438,"13.26","13.64","13.44","7.81","7.9","7.85","Ch1","2024-02-15 22:03:46.64","SMR","19.48","02-15_192"
"min180.5_200",180.5,"0.08","8.05",0.00097,"13.24","13.57","13.39","7.81","7.9","7.86","Ch1","2024-02-15 22:23:47.025","SMR","19.47","02-15_192"
"min200.5_220",200.5,"0.14","7.57",0.00129,"13.29","13.58","13.45","7.8","7.88","7.84","Ch1","2024-02-15 22:43:47.381","SMR","19.47","02-15_192"
"min220.5_240",220.5,"0.928","6.79",0.00459,"13.15","13.63","13.42","7.8","7.9","7.85","Ch1","2024-02-15 23:03:46.753","SMR","19.47","02-15_192"
"min240.5_260",240.5,"0.67","8.81",0.00396,"13.14","13.66","13.43","7.77","7.89","7.82","Ch1","2024-02-15 23:23:47.143","SMR","19.48","02-15_192"
"min260.5_280",260.5,"0.017","7.96",0.00042,"13.16","13.53","13.32","7.8","7.89","7.85","Ch1","2024-02-15 23:43:47.51","SMR","19.47","02-15_192"
"min280.5_300",280.5,"0.703","6.75",0.00364,"13.29","13.63","13.48","7.76","7.87","7.81","Ch1","2024-02-16 00:03:46.879","SMR","19.47","02-15_192"
"min300.5_320",300.5,"0.508","8.81",0.0032,"13.22","13.6","13.43","7.77","7.87","7.81","Ch1","2024-02-16 00:23:47.241","SMR","19.47","02-15_192"
"min320.5_340",320.5,"0.679","9.12",0.00393,"13.2","13.6","13.37","7.76","7.87","7.82","Ch1","2024-02-16 00:43:46.643","SMR","19.48","02-15_192"
"min0.5_20",0.5,"0.769","7.89",0.00253,"13.18","13.6","13.41","7.88","7.96","7.92","Ch2","2024-02-15 19:23:47.45","SMR","19.47","02-15_192"
"min20.5_40",20.5,"0.009","7.89",0.00036,"13.24","13.64","13.48","7.83","7.93","7.88","Ch2","2024-02-15 19:43:47.019","SMR","19.47","02-15_192"
"min40.5_60",40.5,"0.607","8.11",0.00402,"13.15","13.5","13.3","7.84","7.96","7.91","Ch2","2024-02-15 20:03:47.429","SMR","19.47","02-15_192"
"min60.5_80",60.5,"0.949","7.49",0.0057,"13.17","13.6","13.42","7.83","7.95","7.89","Ch2","2024-02-15 20:23:46.88","SMR","19.47","02-15_192"
"min80.5_100",80.5,"0.519","8.19",0.00357,"13.19","13.66","13.46","7.82","7.94","7.86","Ch2","2024-02-15 20:43:47.228","SMR","19.47","02-15_192"
"min100.5_120",100.5,"0.443","8.21",0.00287,"13.25","13.57","13.39","7.83","7.93","7.89","Ch2","2024-02-15 21:03:47.576","SMR","19.47","02-15_192"
"min120.5_140",120.5,"0.9","7.25",0.00488,"13.11","13.63","13.38","7.82","7.94","7.89","Ch2","2024-02-15 21:23:46.903","SMR","19.47","02-15_192"
"min140.5_160",140.5,"0.156","8.11",0.00171,"13.17","13.64","13.43","7.81","7.92","7.86","Ch2","2024-02-15 21:43:47.274","SMR","19.47","02-15_192"
"min160.5_180",160.5,"0.814","8.63",0.00446,"13.26","13.64","13.44","7.82","7.92","7.87","Ch2","2024-02-15 22:03:46.64","SMR","19.48","02-15_192"
"min180.5_200",180.5,"0.045","8.03",0.00077,"13.24","13.57","13.39","7.83","7.92","7.88","Ch2","2024-02-15 22:23:47.025","SMR","19.47","02-15_192"
"min200.5_220",200.5,"0.227","7.5",0.00175,"13.29","13.58","13.45","7.82","7.91","7.86","Ch2","2024-02-15 22:43:47.381","SMR","19.47","02-15_192"
"min220.5_240",220.5,"0.945","6.66",0.00531,"13.15","13.63","13.42","7.82","7.93","7.88","Ch2","2024-02-15 23:03:46.753","SMR","19.47","02-15_192"
"min240.5_260",240.5,"0.689","8.97",0.00448,"13.14","13.66","13.43","7.8","7.92","7.85","Ch2","2024-02-15 23:23:47.143","SMR","19.48","02-15_192"
"min260.5_280",260.5,"0.001","7.86",9e-05,"13.16","13.53","13.32","7.84","7.93","7.89","Ch2","2024-02-15 23:43:47.51","SMR","19.47","02-15_192"
"min280.5_300",280.5,"0.704","6.68",0.00404,"13.29","13.63","13.48","7.8","7.91","7.85","Ch2","2024-02-16 00:03:46.879","SMR","19.47","02-15_192"
"min300.5_320",300.5,"0.507","8.9",0.00336,"13.22","13.6","13.43","7.81","7.91","7.85","Ch2","2024-02-16 00:23:47.241","SMR","19.47","02-15_192"
"min320.5_340",320.5,"0.656","9.18",0.00398,"13.2","13.6","13.37","7.8","7.92","7.87","Ch2","2024-02-16 00:43:46.643","SMR","19.48","02-15_192"
"min0.5_20",0.5,"0.853","7.88",0.0039,"13.18","13.6","13.41","7.87","7.97","7.92","Ch4","2024-02-15 19:23:47.45","SMR","19.47","02-15_192"
"min20.5_40",20.5,"0.005","7.9",0.00027,"13.24","13.64","13.48","7.85","7.94","7.89","Ch4","2024-02-15 19:43:47.019","SMR","19.47","02-15_192"
"min40.5_60",40.5,"0.57","8.13",0.00396,"13.15","13.5","13.3","7.86","7.98","7.93","Ch4","2024-02-15 20:03:47.429","SMR","19.47","02-15_192"
"min60.5_80",60.5,"0.955","7.49",0.00602,"13.17","13.6","13.42","7.85","7.97","7.91","Ch4","2024-02-15 20:23:46.88","SMR","19.47","02-15_192"
"min80.5_100",80.5,"0.532","8.22",0.00371,"13.19","13.66","13.46","7.84","7.96","7.89","Ch4","2024-02-15 20:43:47.228","SMR","19.47","02-15_192"
"min100.5_120",100.5,"0.414","8.24",0.00287,"13.25","13.57","13.39","7.86","7.96","7.92","Ch4","2024-02-15 21:03:47.576","SMR","19.47","02-15_192"
"min120.5_140",120.5,"0.93","7.19",0.0056,"13.11","13.63","13.38","7.85","7.98","7.92","Ch4","2024-02-15 21:23:46.903","SMR","19.47","02-15_192"
"min140.5_160",140.5,"0.168","8.16",0.00182,"13.17","13.64","13.43","7.84","7.95","7.89","Ch4","2024-02-15 21:43:47.274","SMR","19.47","02-15_192"
"min160.5_180",160.5,"0.805","8.69",0.00462,"13.26","13.64","13.44","7.85","7.96","7.91","Ch4","2024-02-15 22:03:46.64","SMR","19.48","02-15_192"
"min180.5_200",180.5,"0.017","8.01",0.00048,"13.24","13.57","13.39","7.88","7.97","7.92","Ch4","2024-02-15 22:23:47.025","SMR","19.47","02-15_192"
"min200.5_220",200.5,"0.231","7.51",0.0019,"13.29","13.58","13.45","7.86","7.96","7.91","Ch4","2024-02-15 22:43:47.381","SMR","19.47","02-15_192"
"min220.5_240",220.5,"0.956","6.57",0.00586,"13.15","13.63","13.42","7.86","7.98","7.92","Ch4","2024-02-15 23:03:46.753","SMR","19.47","02-15_192"
"min240.5_260",240.5,"0.681","9.03",0.00453,"13.14","13.66","13.43","7.85","7.98","7.9","Ch4","2024-02-15 23:23:47.143","SMR","19.48","02-15_192"
"min260.5_280",260.5,"0.005","7.87",0.00027,"13.16","13.53","13.32","7.89","7.98","7.94","Ch4","2024-02-15 23:43:47.51","SMR","19.47","02-15_192"
"min280.5_300",280.5,"0.737","6.59",0.00454,"13.29","13.63","13.48","7.85","7.97","7.9","Ch4","2024-02-16 00:03:46.879","SMR","19.47","02-15_192"
"min300.5_320",300.5,"0.497","8.96",0.00338,"13.22","13.6","13.43","7.87","7.98","7.91","Ch4","2024-02-16 00:23:47.241","SMR","19.47","02-15_192"
