"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.675","7.81",0.0044,"13.2","13.49","13.36","7.8","7.91","7.86","Ch1","2024-02-19 09:36:47.397","SMR","19.46","02-19_093"
"min20.5_40",20.5,"0.386","7.92",0.00268,"13.23","13.64","13.47","7.8","7.9","7.84","Ch1","2024-02-19 09:56:46.915","SMR","19.48","02-19_093"
"min40.5_60",40.5,"0.863","8.15",0.00662,"13.29","13.7","13.46","7.74","7.88","7.82","Ch1","2024-02-19 10:16:47.252","SMR","19.47","02-19_093"
"min60.5_80",60.5,"0.037","7.82",0.00064,"13.35","13.68","13.51","7.72","7.81","7.77","Ch1","2024-02-19 10:36:46.598","SMR","19.47","02-19_093"
"min80.5_100",80.5,"0.029","7.7",0.00041,"13.27","13.61","13.45","7.7","7.77","7.73","Ch1","2024-02-19 10:56:47.067","SMR","19.47","02-19_093"
"min100.5_120",100.5,"0.309","7.52",0.00146,"13.27","13.63","13.48","7.65","7.72","7.68","Ch1","2024-02-19 11:16:46.602","SMR","19.47","02-19_093"
"min120.5_140",120.5,"0.899","8.55",0.0071,"13.25","13.73","13.48","7.56","7.71","7.62","Ch1","2024-02-19 11:36:46.95","SMR","19.48","02-19_093"
"min140.5_160",140.5,"0.093","7.74",0.00086,"13.28","13.67","13.44","7.56","7.64","7.61","Ch1","2024-02-19 11:56:46.439","SMR","19.47","02-19_093"
"min160.5_180",160.5,"0.158","7.38",0.00093,"13.41","13.66","13.55","7.51","7.57","7.54","Ch1","2024-02-19 12:16:46.885","SMR","19.48","02-19_093"
"min0.5_20",0.5,"0.716","7.84",0.00483,"13.2","13.49","13.36","7.83","7.95","7.89","Ch2","2024-02-19 09:36:47.397","SMR","19.46","02-19_093"
"min20.5_40",20.5,"0.233","7.94",0.00188,"13.23","13.64","13.47","7.84","7.94","7.88","Ch2","2024-02-19 09:56:46.915","SMR","19.48","02-19_093"
"min40.5_60",40.5,"0.829","8.17",0.0058,"13.29","13.7","13.46","7.81","7.94","7.88","Ch2","2024-02-19 10:16:47.252","SMR","19.47","02-19_093"
