"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.095","7.87",0.00106,"13.23","13.8","13.51","7.83","7.93","7.88","Ch1","2024-02-19 21:38:20.355","SMR","19.47","02-19_213"
"min20.5_40",20.5,"0.196","7.8",0.00159,"13.34","13.76","13.57","7.79","7.91","7.85","Ch1","2024-02-19 21:58:20.724","SMR","19.47","02-19_213"
"min40.5_60",40.5,"0.577","8.1",0.00438,"13.22","13.79","13.48","7.8","7.95","7.88","Ch1","2024-02-19 22:18:20.143","SMR","19.48","02-19_213"
"min60.5_80",60.5,"0.809","7.53",0.00501,"13.34","13.82","13.6","7.81","7.94","7.88","Ch1","2024-02-19 22:38:20.283","SMR","19.47","02-19_213"
"min80.5_100",80.5,"0.08","8",0.00134,"13.26","13.77","13.53","7.83","7.95","7.88","Ch1","2024-02-19 22:58:20.91","SMR","19.47","02-19_213"
"min100.5_120",100.5,"0.619","8.27",0.00346,"13.31","13.7","13.51","7.84","7.95","7.89","Ch1","2024-02-19 23:18:20.168","SMR","19.47","02-19_213"
"min120.5_140",120.5,"0.517","8.34",0.00344,"13.27","13.71","13.48","7.83","7.95","7.9","Ch1","2024-02-19 23:38:20.558","SMR","19.48","02-19_213"
"min140.5_160",140.5,"0.762","7.18",0.0048,"13.25","13.83","13.54","7.83","7.96","7.9","Ch1","2024-02-19 23:58:20.998","SMR","19.47","02-19_213"
"min160.5_180",160.5,"0.339","8.3",0.00246,"13.24","13.72","13.52","7.83","7.95","7.88","Ch1","2024-02-20 00:18:20.49","SMR","19.47","02-19_213"
"min180.5_200",180.5,"0.124","8.2",0.00152,"13.26","13.71","13.44","7.86","7.96","7.91","Ch1","2024-02-20 00:38:20.794","SMR","19.47","02-19_213"
"min200.5_220",200.5,"0.774","6.89",0.00473,"13.35","13.77","13.59","7.83","7.96","7.89","Ch1","2024-02-20 00:58:20.193","SMR","19.47","02-19_213"
"min220.5_240",220.5,"0.786","9.26",0.00591,"13.19","13.79","13.46","7.82","7.98","7.9","Ch1","2024-02-20 01:18:20.586","SMR","19.48","02-19_213"
"min240.5_260",240.5,"0.706","6.77",0.00454,"13.3","13.8","13.55","7.84","7.97","7.91","Ch1","2024-02-20 01:38:20.952","SMR","19.47","02-19_213"
"min260.5_280",260.5,"0.257","7.32",0.0021,"13.4","13.88","13.63","7.83","7.96","7.89","Ch1","2024-02-20 01:58:20.341","SMR","19.47","02-19_213"
"min280.5_300",280.5,"0.753","9.34",0.00494,"13.27","13.79","13.5","7.84","7.98","7.91","Ch1","2024-02-20 02:18:20.715","SMR","19.47","02-19_213"
"min300.5_320",300.5,"0.57","6.78",0.00365,"13.3","13.83","13.54","7.84","7.97","7.92","Ch1","2024-02-20 02:38:21.076","SMR","19.47","02-19_213"
"min320.5_340",320.5,"0.468","6.92",0.00295,"13.42","13.79","13.61","7.85","7.96","7.9","Ch1","2024-02-20 02:58:20.439","SMR","19.48","02-19_213"
"min0.5_20",0.5,"0.024","7.9",0.00055,"13.23","13.8","13.51","7.86","7.95","7.91","Ch2","2024-02-19 21:38:20.355","SMR","19.47","02-19_213"
"min20.5_40",20.5,"0.237","7.83",0.00174,"13.34","13.76","13.57","7.82","7.93","7.88","Ch2","2024-02-19 21:58:20.724","SMR","19.47","02-19_213"
"min40.5_60",40.5,"0.543","8.12",0.00408,"13.22","13.79","13.48","7.84","7.97","7.91","Ch2","2024-02-19 22:18:20.143","SMR","19.48","02-19_213"
"min60.5_80",60.5,"0.795","7.56",0.00504,"13.34","13.82","13.6","7.84","7.98","7.91","Ch2","2024-02-19 22:38:20.283","SMR","19.47","02-19_213"
"min80.5_100",80.5,"0.058","8.02",0.00109,"13.26","13.77","13.53","7.87","7.99","7.92","Ch2","2024-02-19 22:58:20.91","SMR","19.47","02-19_213"
"min100.5_120",100.5,"0.575","8.28",0.00323,"13.31","13.7","13.51","7.88","7.98","7.93","Ch2","2024-02-19 23:18:20.168","SMR","19.47","02-19_213"
"min120.5_140",120.5,"0.515","8.37",0.00334,"13.27","13.71","13.48","7.87","7.99","7.94","Ch2","2024-02-19 23:38:20.558","SMR","19.48","02-19_213"
"min140.5_160",140.5,"0.769","7.22",0.00484,"13.25","13.83","13.54","7.87","8.01","7.94","Ch2","2024-02-19 23:58:20.998","SMR","19.47","02-19_213"
"min160.5_180",160.5,"0.304","8.32",0.00231,"13.24","13.72","13.52","7.88","8","7.93","Ch2","2024-02-20 00:18:20.49","SMR","19.47","02-19_213"
"min180.5_200",180.5,"0.132","8.25",0.00155,"13.26","13.71","13.44","7.9","8.01","7.96","Ch2","2024-02-20 00:38:20.794","SMR","19.47","02-19_213"
"min200.5_220",200.5,"0.779","6.95",0.0047,"13.35","13.77","13.59","7.88","8.01","7.94","Ch2","2024-02-20 00:58:20.193","SMR","19.47","02-19_213"
"min220.5_240",220.5,"0.781","9.29",0.00582,"13.19","13.79","13.46","7.87","8.03","7.95","Ch2","2024-02-20 01:18:20.586","SMR","19.48","02-19_213"
"min240.5_260",240.5,"0.673","6.89",0.00429,"13.3","13.8","13.55","7.89","8.02","7.96","Ch2","2024-02-20 01:38:20.952","SMR","19.47","02-19_213"
"min260.5_280",260.5,"0.311","7.3",0.00235,"13.4","13.88","13.63","7.88","8.01","7.94","Ch2","2024-02-20 01:58:20.341","SMR","19.47","02-19_213"
"min280.5_300",280.5,"0.753","9.43",0.00506,"13.27","13.79","13.5","7.89","8.03","7.96","Ch2","2024-02-20 02:18:20.715","SMR","19.47","02-19_213"
"min300.5_320",300.5,"0.556","6.86",0.00357,"13.3","13.83","13.54","7.89","8.02","7.97","Ch2","2024-02-20 02:38:21.076","SMR","19.47","02-19_213"
"min320.5_340",320.5,"0.45","7",0.00286,"13.42","13.79","13.61","7.89","8.01","7.94","Ch2","2024-02-20 02:58:20.439","SMR","19.48","02-19_213"
"min0.5_20",0.5,"0.237","7.84",0.0019,"13.23","13.8","13.51","7.81","7.92","7.86","Ch3","2024-02-19 21:38:20.355","SMR","19.47","02-19_213"
"min20.5_40",20.5,"0.328","7.79",0.00206,"13.34","13.76","13.57","7.79","7.9","7.85","Ch3","2024-02-19 21:58:20.724","SMR","19.47","02-19_213"
"min40.5_60",40.5,"0.559","8.08",0.00404,"13.22","13.79","13.48","7.81","7.94","7.88","Ch3","2024-02-19 22:18:20.143","SMR","19.48","02-19_213"
"min60.5_80",60.5,"0.777","7.56",0.00456,"13.34","13.82","13.6","7.81","7.94","7.88","Ch3","2024-02-19 22:38:20.283","SMR","19.47","02-19_213"
"min80.5_100",80.5,"0.045","7.97",0.00094,"13.26","13.77","13.53","7.84","7.95","7.89","Ch3","2024-02-19 22:58:20.91","SMR","19.47","02-19_213"
"min100.5_120",100.5,"0.605","8.24",0.00316,"13.31","13.7","13.51","7.85","7.95","7.9","Ch3","2024-02-19 23:18:20.168","SMR","19.47","02-19_213"
"min120.5_140",120.5,"0.513","8.31",0.0031,"13.27","13.71","13.48","7.84","7.95","7.9","Ch3","2024-02-19 23:38:20.558","SMR","19.48","02-19_213"
"min140.5_160",140.5,"0.738","7.22",0.00457,"13.25","13.83","13.54","7.84","7.98","7.91","Ch3","2024-02-19 23:58:20.998","SMR","19.47","02-19_213"
"min160.5_180",160.5,"0.258","8.23",0.00195,"13.24","13.72","13.52","7.85","7.97","7.9","Ch3","2024-02-20 00:18:20.49","SMR","19.47","02-19_213"
"min180.5_200",180.5,"0.163","8.25",0.00171,"13.26","13.71","13.44","7.87","7.97","7.92","Ch3","2024-02-20 00:38:20.794","SMR","19.47","02-19_213"
"min200.5_220",200.5,"0.786","6.93",0.00465,"13.35","13.77","13.59","7.85","7.98","7.91","Ch3","2024-02-20 00:58:20.193","SMR","19.47","02-19_213"
