"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.832","8.06",0.00785,"13.22","14.03","13.4","7.87","8.08","7.98","Ch1","2024-02-19 14:51:37.857","SMR","19.47","02-19_145"
"min20.5_40",20.5,"0.562","7.79",0.0026,"13.32","13.69","13.53","7.82","7.91","7.87","Ch1","2024-02-19 15:11:37.382","SMR","19.47","02-19_145"
"min40.5_60",40.5,"0.791","8.14",0.00613,"13.22","13.75","13.49","7.76","7.92","7.83","Ch1","2024-02-19 15:31:37.717","SMR","19.47","02-19_145"
"min60.5_80",60.5,"0.626","8.14",0.00466,"13.31","13.68","13.47","7.73","7.86","7.81","Ch1","2024-02-19 15:51:37.265","SMR","19.47","02-19_145"
"min80.5_100",80.5,"0.591","7.53",0.00278,"13.24","13.71","13.46","7.73","7.82","7.78","Ch1","2024-02-19 16:11:37.703","SMR","19.48","02-19_145"
"min100.5_120",100.5,"0.012","7.77",4e-04,"13.33","13.67","13.51","7.68","7.78","7.72","Ch1","2024-02-19 16:31:38.086","SMR","19.47","02-19_145"
"min120.5_140",120.5,"0.864","8.59",0.00668,"13.21","13.65","13.39","7.64","7.78","7.72","Ch1","2024-02-19 16:51:37.454","SMR","19.47","02-19_145"
"min140.5_160",140.5,"0.362","7.4",0.00196,"13.21","13.65","13.4","7.65","7.73","7.69","Ch1","2024-02-19 17:11:37.856","SMR","19.47","02-19_145"
"min160.5_180",160.5,"0.004","7.59",0.00023,"13.33","13.72","13.56","7.58","7.68","7.63","Ch1","2024-02-19 17:31:37.272","SMR","19.47","02-19_145"
"min180.5_200",180.5,"0.729","8.67",0.00541,"13.21","13.63","13.39","7.55","7.69","7.64","Ch1","2024-02-19 17:51:37.686","SMR","19.48","02-19_145"
"min0.5_20",0.5,"0.876","8.07",0.00829,"13.22","14.03","13.4","7.87","8.08","7.98","Ch2","2024-02-19 14:51:37.857","SMR","19.47","02-19_145"
"min20.5_40",20.5,"0.539","7.8",0.00246,"13.32","13.69","13.53","7.83","7.91","7.87","Ch2","2024-02-19 15:11:37.382","SMR","19.47","02-19_145"
"min40.5_60",40.5,"0.766","8.12",0.00572,"13.22","13.75","13.49","7.78","7.92","7.83","Ch2","2024-02-19 15:31:37.717","SMR","19.47","02-19_145"
"min60.5_80",60.5,"0.656","8.14",0.00463,"13.31","13.68","13.47","7.74","7.87","7.81","Ch2","2024-02-19 15:51:37.265","SMR","19.47","02-19_145"
"min80.5_100",80.5,"0.551","7.56",0.00254,"13.24","13.71","13.46","7.74","7.83","7.79","Ch2","2024-02-19 16:11:37.703","SMR","19.48","02-19_145"
"min100.5_120",100.5,"0.014","7.78",0.00042,"13.33","13.67","13.51","7.69","7.79","7.73","Ch2","2024-02-19 16:31:38.086","SMR","19.47","02-19_145"
"min120.5_140",120.5,"0.873","8.57",0.00649,"13.21","13.65","13.39","7.64","7.78","7.72","Ch2","2024-02-19 16:51:37.454","SMR","19.47","02-19_145"
"min140.5_160",140.5,"0.253","7.48",0.00144,"13.21","13.65","13.4","7.65","7.73","7.7","Ch2","2024-02-19 17:11:37.856","SMR","19.47","02-19_145"
"min160.5_180",160.5,"0.004","7.59",0.00022,"13.33","13.72","13.56","7.59","7.68","7.63","Ch2","2024-02-19 17:31:37.272","SMR","19.47","02-19_145"
"min180.5_200",180.5,"0.759","8.69",0.00555,"13.21","13.63","13.39","7.55","7.69","7.64","Ch2","2024-02-19 17:51:37.686","SMR","19.48","02-19_145"
"min0.5_20",0.5,"0.863","8.03",0.00703,"13.22","14.03","13.4","7.86","8.04","7.96","Ch3","2024-02-19 14:51:37.857","SMR","19.47","02-19_145"
"min20.5_40",20.5,"0.692","7.77",0.00314,"13.32","13.69","13.53","7.82","7.91","7.86","Ch3","2024-02-19 15:11:37.382","SMR","19.47","02-19_145"
"min40.5_60",40.5,"0.753","8.11",0.00552,"13.22","13.75","13.49","7.77","7.92","7.83","Ch3","2024-02-19 15:31:37.717","SMR","19.47","02-19_145"
"min60.5_80",60.5,"0.642","8.13",0.00452,"13.31","13.68","13.47","7.75","7.87","7.82","Ch3","2024-02-19 15:51:37.265","SMR","19.47","02-19_145"
"min80.5_100",80.5,"0.574","7.56",0.00259,"13.24","13.71","13.46","7.75","7.83","7.79","Ch3","2024-02-19 16:11:37.703","SMR","19.48","02-19_145"
"min100.5_120",100.5,"0.017","7.79",0.00044,"13.33","13.67","13.51","7.7","7.79","7.74","Ch3","2024-02-19 16:31:38.086","SMR","19.47","02-19_145"
"min120.5_140",120.5,"0.87","8.56",0.00641,"13.21","13.65","13.39","7.65","7.78","7.73","Ch3","2024-02-19 16:51:37.454","SMR","19.47","02-19_145"
"min140.5_160",140.5,"0.286","7.46",0.00162,"13.21","13.65","13.4","7.66","7.74","7.7","Ch3","2024-02-19 17:11:37.856","SMR","19.47","02-19_145"
"min160.5_180",160.5,"0.014","7.57",0.00041,"13.33","13.72","13.56","7.6","7.69","7.64","Ch3","2024-02-19 17:31:37.272","SMR","19.47","02-19_145"
"min180.5_200",180.5,"0.753","8.69",0.00547,"13.21","13.63","13.39","7.56","7.7","7.65","Ch3","2024-02-19 17:51:37.686","SMR","19.48","02-19_145"
"min0.5_20",0.5,"0.942","8.07",0.00964,"13.22","14.03","13.4","7.86","8.1","7.97","Ch4","2024-02-19 14:51:37.857","SMR","19.47","02-19_145"
"min20.5_40",20.5,"0.696","7.79",0.00278,"13.32","13.69","13.53","7.83","7.91","7.87","Ch4","2024-02-19 15:11:37.382","SMR","19.47","02-19_145"
"min40.5_60",40.5,"0.679","8.06",0.00437,"13.22","13.75","13.49","7.79","7.92","7.84","Ch4","2024-02-19 15:31:37.717","SMR","19.47","02-19_145"
"min60.5_80",60.5,"0.691","8.13",0.00427,"13.31","13.68","13.47","7.76","7.88","7.83","Ch4","2024-02-19 15:51:37.265","SMR","19.47","02-19_145"
"min80.5_100",80.5,"0.45","7.63",0.00206,"13.24","13.71","13.46","7.77","7.85","7.81","Ch4","2024-02-19 16:11:37.703","SMR","19.48","02-19_145"
"min100.5_120",100.5,"0.013","7.73",0.00033,"13.33","13.67","13.51","7.72","7.81","7.76","Ch4","2024-02-19 16:31:38.086","SMR","19.47","02-19_145"
"min120.5_140",120.5,"0.881","8.5",0.00575,"13.21","13.65","13.39","7.69","7.81","7.75","Ch4","2024-02-19 16:51:37.454","SMR","19.47","02-19_145"
"min140.5_160",140.5,"0.144","7.59",0.00098,"13.21","13.65","13.4","7.69","7.77","7.74","Ch4","2024-02-19 17:11:37.856","SMR","19.47","02-19_145"
"min160.5_180",160.5,"0.101","7.51",0.001,"13.33","13.72","13.56","7.65","7.73","7.68","Ch4","2024-02-19 17:31:37.272","SMR","19.47","02-19_145"
"min180.5_200",180.5,"0.763","8.62",0.00488,"13.21","13.63","13.39","7.62","7.74","7.69","Ch4","2024-02-19 17:51:37.686","SMR","19.48","02-19_145"
