"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.873","7.86",0.00556,"13.15","13.6","13.36","7.84","7.99","7.92","Ch1","2024-02-18 20:48:31.792","SMR","19.47","02-18_204"
"min20.5_40",20.5,"0.115","7.87",0.00147,"13.25","13.68","13.51","7.87","7.96","7.91","Ch1","2024-02-18 21:08:31.197","SMR","19.47","02-18_204"
"min40.5_60",40.5,"0.772","8.18",0.00466,"13.24","13.68","13.44","7.89","8","7.94","Ch1","2024-02-18 21:28:31.598","SMR","19.46","02-18_204"
"min60.5_80",60.5,"0.769","7.69",0.00398,"13.16","13.64","13.39","7.91","8.02","7.97","Ch1","2024-02-18 21:48:31.815","SMR","19.47","02-18_204"
"min80.5_100",80.5,"0.029","7.99",0.00069,"13.25","13.71","13.51","7.88","7.98","7.93","Ch1","2024-02-18 22:08:31.101","SMR","19.47","02-18_204"
"min100.5_120",100.5,"0.2","8.17",0.00175,"13.14","13.51","13.32","7.92","8.02","7.98","Ch1","2024-02-18 22:28:31.609","SMR","19.47","02-18_204"
"min120.5_140",120.5,"0.768","7.34",0.00462,"13.34","13.7","13.53","7.88","8","7.94","Ch1","2024-02-18 22:48:31.096","SMR","19.47","02-18_204"
"min140.5_160",140.5,"0.694","7.42",0.00365,"13.25","13.63","13.46","7.92","8.02","7.97","Ch1","2024-02-18 23:08:31.431","SMR","19.48","02-18_204"
"min160.5_180",160.5,"0.583","8.6",0.00385,"13.23","13.7","13.5","7.9","8.01","7.94","Ch1","2024-02-18 23:28:31.866","SMR","19.47","02-18_204"
"min180.5_200",180.5,"0.021","7.89",0.00052,"13.2","13.62","13.37","7.94","8.04","7.99","Ch1","2024-02-18 23:48:31.292","SMR","19.47","02-18_204"
"min200.5_220",200.5,"0.703","7.05",0.00431,"13.3","13.71","13.52","7.9","8.02","7.95","Ch1","2024-02-19 00:08:31.678","SMR","19.47","02-18_204"
"min220.5_240",220.5,"0.856","9.28",0.0057,"13.19","13.69","13.43","7.91","8.04","7.97","Ch1","2024-02-19 00:28:31.054","SMR","19.47","02-18_204"
"min240.5_260",240.5,"0.369","7.4",0.00239,"13.17","13.62","13.37","7.94","8.04","7.99","Ch1","2024-02-19 00:48:31.438","SMR","19.48","02-18_204"
"min260.5_280",260.5,"0.43","7.14",0.00303,"13.36","13.68","13.52","7.91","8.02","7.95","Ch1","2024-02-19 01:08:31.813","SMR","19.47","02-18_204"
"min280.5_300",280.5,"0.576","9.07",0.00381,"13.29","13.7","13.5","7.92","8.03","7.97","Ch1","2024-02-19 01:28:31.198","SMR","19.47","02-18_204"
"min300.5_320",300.5,"0.16","8.5",0.00164,"13.24","13.62","13.41","7.94","8.04","8","Ch1","2024-02-19 01:48:31.579","SMR","19.47","02-18_204"
