"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.697","7.6",0.00196,"13.18","13.58","13.38","7.59","7.65","7.62","Ch1","2024-02-19 18:39:58.78","SMR","19.47","02-19_183"
"min20.5_40",20.5,"0.019","7.59",0.00046,"13.23","13.69","13.49","7.53","7.63","7.58","Ch1","2024-02-19 18:59:58.302","SMR","19.47","02-19_183"
"min40.5_60",40.5,"0.828","7.83",0.00481,"13.27","13.72","13.46","7.52","7.64","7.58","Ch1","2024-02-19 19:19:58.697","SMR","19.47","02-19_183"
"min60.5_80",60.5,"0.382","7.5",0.00135,"13.14","13.62","13.36","7.56","7.62","7.59","Ch1","2024-02-19 19:39:58.82","SMR","19.47","02-19_183"
"min80.5_100",80.5,"0.093","7.63",0.00114,"13.2","13.78","13.48","7.48","7.59","7.53","Ch1","2024-02-19 19:59:58.075","SMR","19.48","02-19_183"
"min0.5_20",0.5,"0.793","7.78",0.00282,"13.18","13.58","13.38","7.77","7.85","7.81","Ch2","2024-02-19 18:39:58.78","SMR","19.47","02-19_183"
"min20.5_40",20.5,"0.011","7.79",0.00037,"13.23","13.69","13.49","7.73","7.82","7.78","Ch2","2024-02-19 18:59:58.302","SMR","19.47","02-19_183"
"min40.5_60",40.5,"0.836","8.04",0.00522,"13.27","13.72","13.46","7.71","7.84","7.78","Ch2","2024-02-19 19:19:58.697","SMR","19.47","02-19_183"
"min60.5_80",60.5,"0.414","7.68",0.00154,"13.14","13.62","13.36","7.74","7.82","7.79","Ch2","2024-02-19 19:39:58.82","SMR","19.47","02-19_183"
"min80.5_100",80.5,"0.118","7.85",0.0014,"13.2","13.78","13.48","7.66","7.79","7.72","Ch2","2024-02-19 19:59:58.075","SMR","19.48","02-19_183"
"min0.5_20",0.5,"0.912","7.79",0.00483,"13.18","13.58","13.38","7.78","7.88","7.84","Ch4","2024-02-19 18:39:58.78","SMR","19.47","02-19_183"
"min20.5_40",20.5,"0.006","7.83",3e-04,"13.23","13.69","13.49","7.76","7.87","7.82","Ch4","2024-02-19 18:59:58.302","SMR","19.47","02-19_183"
"min40.5_60",40.5,"0.822","8.1",0.0054,"13.27","13.72","13.46","7.76","7.89","7.83","Ch4","2024-02-19 19:19:58.697","SMR","19.47","02-19_183"
"min60.5_80",60.5,"0.536","7.7",0.00196,"13.14","13.62","13.36","7.79","7.87","7.84","Ch4","2024-02-19 19:39:58.82","SMR","19.47","02-19_183"
"min80.5_100",80.5,"0.135","7.92",0.00158,"13.2","13.78","13.48","7.71","7.84","7.78","Ch4","2024-02-19 19:59:58.075","SMR","19.48","02-19_183"
