"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min30_38",30.5,0.714697543497327,7.87851767943705,-0.00314418814107071,14.92,14.92,14.92,"Ch2","2023-12-12","SMR",7.5,-1.3902248430872e-16
"min30_38",30.5,0.777734441659377,7.94116805379513,-0.00325485925526375,14.92,14.92,14.92,"Ch3","2023-12-12","SMR",7.5,-1.3902248430872e-16
"min30_38",30.5,0.8031419194188,8.13060550039909,-0.00340134544439078,14.92,14.92,14.92,"Ch4","2023-12-12","SMR",7.5,-1.3902248430872e-16
"min59_68",59,0.894548270943141,8.06123952367424,-0.00540029943646782,14.92,14.92,14.92,"Ch2","2023-12-12","SMR",9,-1.3902248430872e-16
"min59_68",59,0.950652806408206,8.20354783289353,-0.00647869094782378,14.92,14.92,14.92,"Ch3","2023-12-12","SMR",9,-1.3902248430872e-16
"min59_68",59,0.950187565384969,8.40504095702624,-0.00669585440444025,14.92,14.92,14.92,"Ch4","2023-12-12","SMR",9,-1.3902248430872e-16
"min87_95",87,0.846027993670889,8.10605725179517,-0.00472547721248841,14.92,14.92,14.92,"Ch2","2023-12-12","SMR",8,-1.3902248430872e-16
"min87_95",87,0.915718699199818,8.2682029588672,-0.00572845487160884,14.92,14.92,14.92,"Ch3","2023-12-12","SMR",8,-1.3902248430872e-16
"min87_95",87,0.93207119970989,8.47221450077788,-0.00588415290287651,14.92,14.92,14.92,"Ch4","2023-12-12","SMR",8,-1.3902248430872e-16
"min116_125",116,0.893238366901986,8.29938554905914,-0.00550530115079648,14.92,14.92,14.92,"Ch2","2023-12-12","SMR",9,-1.3902248430872e-16
"min116_125",116,0.937995208253775,8.42572682071442,-0.00599467707137168,14.92,14.92,14.92,"Ch3","2023-12-12","SMR",9,-1.3902248430872e-16
"min116_125",116,0.945258845852342,8.65580437545335,-0.00629457266350825,14.92,14.92,14.92,"Ch4","2023-12-12","SMR",9,-1.3902248430872e-16
