"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min30_42",30.5,0.928134392675865,7.8939506728242,-0.00624434529520929,15.03,15.03,15.03,"Ch2","2023-12-12","SMR",11.5,-1.11943134841923e-15
"min30_42",30.5,0.910623284661958,7.95070142874624,-0.00552567669289282,15.03,15.03,15.03,"Ch3","2023-12-12","SMR",11.5,-1.11943134841923e-15
"min30_42",30.5,0.910768188068289,8.1930890333817,-0.00607010710225543,15.03,15.03,15.03,"Ch4","2023-12-12","SMR",11.5,-1.11943134841923e-15
"min62_70",62,0.882843488111128,7.97310439082318,-0.00623970398564735,15.03,15.03,15.03,"Ch2","2023-12-12","SMR",8,-1.11943134841923e-15
"min62_70",62,0.883155055527263,8.07769069175803,-0.00609857565177487,15.03,15.03,15.03,"Ch3","2023-12-12","SMR",8,-1.11943134841923e-15
"min62_70",62,0.911802314735785,8.35861226136015,-0.00716459977793491,15.03,15.03,15.03,"Ch4","2023-12-12","SMR",8,-1.11943134841923e-15
"min90_100",90,0.917036764605737,8.07789755082892,-0.00651378931859923,15.03,15.03,15.03,"Ch2","2023-12-12","SMR",10,-1.11943134841923e-15
"min90_100",90,0.93305242892588,8.20130569105003,-0.00633290834401263,15.03,15.03,15.03,"Ch3","2023-12-12","SMR",10,-1.11943134841923e-15
"min90_100",90,0.947537153633548,8.48060977717268,-0.0071814036869576,15.03,15.03,15.03,"Ch4","2023-12-12","SMR",10,-1.11943134841923e-15
"min125_135",125,0.623152594649728,7.67318755499299,-0.00247544764180884,15.03,15.03,15.03,"Ch2","2023-12-12","SMR",10,-1.11943134841923e-15
"min125_135",125,0.695762363462574,7.87901171036904,-0.00282501227372788,15.03,15.03,15.03,"Ch3","2023-12-12","SMR",10,-1.11943134841923e-15
"min125_135",125,0.771365496795305,8.12643084835862,-0.00333561940844805,15.03,15.03,15.03,"Ch4","2023-12-12","SMR",10,-1.11943134841923e-15
