"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min30_39",30.5,0.841368582481626,8.18792883029407,-0.00459374038445125,13.35,13.35,13.35,"Ch1","2024-02-14","SMR",8.5,-1.26905223873384e-15
"min30_39",30.5,0.805439725697915,8.21198482375604,-0.00413933754015882,13.35,13.35,13.35,"Ch2","2024-02-14","SMR",8.5,-1.26905223873384e-15
"min30_39",30.5,0.823968650531857,8.19172146639094,-0.00433368176951542,13.35,13.35,13.35,"Ch3","2024-02-14","SMR",8.5,-1.26905223873384e-15
"min30_39",30.5,0.819288052136714,8.14405488646626,-0.0043041807689676,13.35,13.35,13.35,"Ch4","2024-02-14","SMR",8.5,-1.26905223873384e-15
"min55_64",55,0.822118460138264,8.26816013938198,-0.00405323142569835,13.35,13.35,13.35,"Ch1","2024-02-14","SMR",9,-1.26905223873384e-15
"min55_64",55,0.784821244683158,8.30518395678472,-0.00394854590339902,13.35,13.35,13.35,"Ch2","2024-02-14","SMR",9,-1.26905223873384e-15
"min55_64",55,0.855373157325588,8.29405522539315,-0.00413573224639564,13.35,13.35,13.35,"Ch3","2024-02-14","SMR",9,-1.26905223873384e-15
"min55_64",55,0.837505667999989,8.23984463328618,-0.00404470416645186,13.35,13.35,13.35,"Ch4","2024-02-14","SMR",9,-1.26905223873384e-15
