"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.758","7.85",0.00594,"22.71","23.1","22.95","7.74","7.9","7.79","Ch1","2023-12-03 22:18:16.612","SMR","19.47","12-03_221"
"min20.5_40",20.5,"0.591","7.7",0.00151,"22.88","23.28","23.1","7.71","7.77","7.74","Ch1","2023-12-03 22:38:17.051","SMR","19.47","12-03_221"
"min40.5_60",40.5,"0.971","7.99",0.00563,"22.82","23.14","22.96","7.65","7.77","7.71","Ch1","2023-12-03 22:58:16.424","SMR","19.47","12-03_221"
"min60.5_80",60.5,"0.224","7.57",0.00096,"23.03","23.33","23.18","7.61","7.67","7.64","Ch1","2023-12-03 23:18:16.578","SMR","19.48","12-03_221"
"min80.5_100",80.5,"0.885","8.02",0.00419,"22.86","23.1","22.96","7.59","7.68","7.64","Ch1","2023-12-03 23:38:17.203","SMR","19.47","12-03_221"
"min100.5_120",100.5,"0.088","7.63",0.00055,"23.09","23.33","23.21","7.54","7.6","7.57","Ch1","2023-12-03 23:58:16.717","SMR","19.47","12-03_221"
"min120.5_140",120.5,"0.024","7.64",0.00029,"22.8","23.16","22.94","7.55","7.62","7.6","Ch1","2023-12-04 00:18:17.095","SMR","19.47","12-03_221"
"min140.5_160",140.5,"0.932","8.06",0.00349,"22.89","23.31","23.09","7.5","7.58","7.54","Ch1","2023-12-04 00:38:16.436","SMR","19.47","12-03_221"
"min160.5_180",160.5,"0.871","7.03",0.00298,"22.85","23.32","23.09","7.49","7.57","7.54","Ch1","2023-12-04 00:58:16.814","SMR","19.48","12-03_221"
"min180.5_200",180.5,"0.961","8.4",0.00462,"22.8","23.15","22.95","7.47","7.58","7.53","Ch1","2023-12-04 01:18:17.19","SMR","19.47","12-03_221"
"min200.5_220",200.5,"0.84","6.88",0.00292,"22.9","23.29","23.1","7.46","7.54","7.5","Ch1","2023-12-04 01:38:16.542","SMR","19.47","12-03_221"
"min220.5_240",220.5,"0.956","8.51",0.00441,"22.81","23.16","22.97","7.45","7.54","7.5","Ch1","2023-12-04 01:58:16.898","SMR","19.48","12-03_221"
"min240.5_260",240.5,"0.793","6.8",0.00267,"22.93","23.25","23.12","7.44","7.51","7.47","Ch1","2023-12-04 02:18:17.256","SMR","19.47","12-03_221"
"min260.5_280",260.5,"0.907","8.58",0.00409,"22.82","23.1","22.94","7.42","7.51","7.47","Ch1","2023-12-04 02:38:16.651","SMR","19.47","12-03_221"
"min280.5_300",280.5,"0.033","7.31",0.00037,"23.11","23.39","23.22","7.39","7.45","7.42","Ch1","2023-12-04 02:58:17.024","SMR","19.47","12-03_221"
"min300.5_320",300.5,"0.308","7.89",0.00142,"22.87","23.2","22.99","7.41","7.48","7.45","Ch1","2023-12-04 03:18:16.405","SMR","19.47","12-03_221"
"min320.5_340",320.5,"0.093","7.6",0.00064,"23.05","23.36","23.19","7.36","7.42","7.39","Ch1","2023-12-04 03:38:16.768","SMR","19.48","12-03_221"
"min0.5_20",0.5,"0.634","7.61",0.00432,"22.71","23.1","22.95","7.52","7.68","7.57","Ch2","2023-12-03 22:18:16.612","SMR","19.47","12-03_221"
"min20.5_40",20.5,"0.389","7.5",0.00099,"22.88","23.28","23.1","7.5","7.54","7.53","Ch2","2023-12-03 22:38:17.051","SMR","19.47","12-03_221"
"min40.5_60",40.5,"0.969","7.78",0.00585,"22.82","23.14","22.96","7.42","7.54","7.48","Ch2","2023-12-03 22:58:16.424","SMR","19.47","12-03_221"
"min60.5_80",60.5,"0.027","7.39",0.00027,"23.03","23.33","23.18","7.38","7.43","7.41","Ch2","2023-12-03 23:18:16.578","SMR","19.48","12-03_221"
"min80.5_100",80.5,"0.907","7.79",0.00439,"22.86","23.1","22.96","7.34","7.44","7.39","Ch2","2023-12-03 23:38:17.203","SMR","19.47","12-03_221"
"min100.5_120",100.5,"0.08","7.38",5e-04,"23.09","23.33","23.21","7.3","7.35","7.33","Ch2","2023-12-03 23:58:16.717","SMR","19.47","12-03_221"
"min120.5_140",120.5,"0.124","7.43",0.00065,"22.8","23.16","22.94","7.31","7.37","7.35","Ch2","2023-12-04 00:18:17.095","SMR","19.47","12-03_221"
"min140.5_160",140.5,"0.909","7.74",0.00303,"22.89","23.31","23.09","7.25","7.33","7.29","Ch2","2023-12-04 00:38:16.436","SMR","19.47","12-03_221"
"min160.5_180",160.5,"0.819","6.87",0.00246,"22.85","23.32","23.09","7.25","7.32","7.29","Ch2","2023-12-04 00:58:16.814","SMR","19.48","12-03_221"
"min180.5_200",180.5,"0.948","8.06",0.00413,"22.8","23.15","22.95","7.22","7.32","7.27","Ch2","2023-12-04 01:18:17.19","SMR","19.47","12-03_221"
"min200.5_220",200.5,"0.791","6.74",0.00241,"22.9","23.29","23.1","7.21","7.28","7.25","Ch2","2023-12-04 01:38:16.542","SMR","19.47","12-03_221"
"min220.5_240",220.5,"0.948","8.2",0.00415,"22.81","23.16","22.97","7.19","7.29","7.24","Ch2","2023-12-04 01:58:16.898","SMR","19.48","12-03_221"
"min240.5_260",240.5,"0.741","6.68",0.00215,"22.93","23.25","23.12","7.18","7.25","7.21","Ch2","2023-12-04 02:18:17.256","SMR","19.47","12-03_221"
"min260.5_280",260.5,"0.917","8.32",0.0041,"22.82","23.1","22.94","7.16","7.26","7.21","Ch2","2023-12-04 02:38:16.651","SMR","19.47","12-03_221"
"min280.5_300",280.5,"0.002","7.13",8e-05,"23.11","23.39","23.22","7.12","7.18","7.16","Ch2","2023-12-04 02:58:17.024","SMR","19.47","12-03_221"
"min300.5_320",300.5,"0.476","7.76",0.0019,"22.87","23.2","22.99","7.13","7.2","7.17","Ch2","2023-12-04 03:18:16.405","SMR","19.47","12-03_221"
"min320.5_340",320.5,"0.192","7.41",0.00092,"23.05","23.36","23.19","7.08","7.14","7.11","Ch2","2023-12-04 03:38:16.768","SMR","19.48","12-03_221"
"min0.5_20",0.5,"0.633","7.63",0.00369,"22.71","23.1","22.95","7.56","7.68","7.59","Ch3","2023-12-03 22:18:16.612","SMR","19.47","12-03_221"
"min20.5_40",20.5,"0.252","7.56",7e-04,"22.88","23.28","23.1","7.51","7.57","7.54","Ch3","2023-12-03 22:38:17.051","SMR","19.47","12-03_221"
"min40.5_60",40.5,"0.977","7.79",0.00639,"22.82","23.14","22.96","7.4","7.54","7.46","Ch3","2023-12-03 22:58:16.424","SMR","19.47","12-03_221"
"min60.5_80",60.5,"0.228","7.44",0.00078,"23.03","23.33","23.18","7.36","7.41","7.38","Ch3","2023-12-03 23:18:16.578","SMR","19.48","12-03_221"
"min80.5_100",80.5,"0.951","7.79",0.005,"22.86","23.1","22.96","7.29","7.39","7.34","Ch3","2023-12-03 23:38:17.203","SMR","19.47","12-03_221"
"min100.5_120",100.5,"0.193","7.35",0.00067,"23.09","23.33","23.21","7.25","7.3","7.28","Ch3","2023-12-03 23:58:16.717","SMR","19.47","12-03_221"
"min120.5_140",120.5,"0.478","7.46",0.00136,"22.8","23.16","22.94","7.24","7.3","7.28","Ch3","2023-12-04 00:18:17.095","SMR","19.47","12-03_221"
