"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min35_45",35,0.885083440036301,8.15660499341365,-0.00490070193320472,13.4,13.4,13.4,"Ch1","2024-02-15","SMR",10,2.05062706874462e-16
"min35_45",35,0.909109751382854,8.10401902362844,-0.00540883383849999,13.4,13.4,13.4,"Ch2","2024-02-15","SMR",10,2.05062706874462e-16
"min35_45",35,0.949896005329646,8.1259207024101,-0.00606995160028494,13.4,13.4,13.4,"Ch4","2024-02-15","SMR",10,2.05062706874462e-16
"min62_71",62,0.906523053613549,8.30840734586561,-0.00571237403683561,13.4,13.4,13.4,"Ch1","2024-02-15","SMR",9,2.05062706874462e-16
"min62_71",62,0.904229900251694,8.23756223561167,-0.00575632551554804,13.4,13.4,13.4,"Ch2","2024-02-15","SMR",9,2.05062706874462e-16
"min62_71",62,0.942367820876308,8.26596889122506,-0.00659430240584372,13.4,13.4,13.4,"Ch4","2024-02-15","SMR",9,2.05062706874462e-16
"min97_105",97,0.87607876830934,8.45912004848719,-0.00575197895485625,13.4,13.4,13.4,"Ch1","2024-02-15","SMR",8,2.05062706874462e-16
"min97_105",97,0.882187408930772,8.3796343840478,-0.00574582854549132,13.4,13.4,13.4,"Ch2","2024-02-15","SMR",8,2.05062706874462e-16
"min97_105",97,0.945294322212821,8.45061139194341,-0.00694889016718866,13.4,13.4,13.4,"Ch4","2024-02-15","SMR",8,2.05062706874462e-16
"min152_159",152,0.844839772458825,8.74368788848047,-0.00601118087928607,13.4,13.4,13.4,"Ch1","2024-02-15","SMR",7,2.05062706874462e-16
"min152_159",152,0.874995318751129,8.71217683951446,-0.00631231403405004,13.4,13.4,13.4,"Ch2","2024-02-15","SMR",7,2.05062706874462e-16
"min152_159",152,0.92151313846738,8.75929928000433,-0.00717915450695675,13.4,13.4,13.4,"Ch4","2024-02-15","SMR",7,2.05062706874462e-16
