"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min30_45",30.5,0.955850642024079,7.90862851514269,-0.00434805144217895,23.08,23.08,23.08,"Ch1","2023-12-05","SMR",14.5,2.05862125863428e-15
"min30_45",30.5,0.96848195329942,7.66528986623771,-0.00571539504960604,23.08,23.08,23.08,"Ch2","2023-12-05","SMR",14.5,2.05862125863428e-15
"min30_45",30.5,0.953411623892006,7.68320273057902,-0.00399388880947113,23.08,23.08,23.08,"Ch3","2023-12-05","SMR",14.5,2.05862125863428e-15
"min30_45",30.5,0.980883544162977,8.0588498502782,-0.00613534536955563,23.08,23.08,23.08,"Ch4","2023-12-05","SMR",14.5,2.05862125863428e-15
"min50_65",50,0.953781169165809,7.88650542339588,-0.00395256194858108,23.08,23.08,23.08,"Ch1","2023-12-05","SMR",15,2.05862125863428e-15
"min50_65",50,0.969688483129111,7.65877077564176,-0.00567150671670144,23.08,23.08,23.08,"Ch2","2023-12-05","SMR",15,2.05862125863428e-15
"min50_65",50,0.969145328316218,7.71830017979646,-0.0047564362132904,23.08,23.08,23.08,"Ch3","2023-12-05","SMR",15,2.05862125863428e-15
"min50_65",50,0.975662388962278,8.0142739196346,-0.00524194509785027,23.08,23.08,23.08,"Ch4","2023-12-05","SMR",15,2.05862125863428e-15
"min90_115",90,0.942133581384518,7.74835345020477,-0.00252992653953559,23.08,23.08,23.08,"Ch1","2023-12-05","SMR",25,2.05862125863428e-15
"min90_115",90,0.97043596383887,7.48182820539552,-0.00369375832278042,23.08,23.08,23.08,"Ch2","2023-12-05","SMR",25,2.05862125863428e-15
"min90_115",90,0.984902801005586,7.6394145355502,-0.00425117042364795,23.08,23.08,23.08,"Ch3","2023-12-05","SMR",25,2.05862125863428e-15
"min90_115",90,0.964677913689607,7.77949487476852,-0.00265954735509668,23.08,23.08,23.08,"Ch4","2023-12-05","SMR",25,2.05862125863428e-15
"min120_135",120,0.890680320450763,7.79049357047997,-0.00286066444827049,23.08,23.08,23.08,"Ch1","2023-12-05","SMR",15,2.05862125863428e-15
"min120_135",120,0.903350191815787,7.41553721688654,-0.0031139222780899,23.08,23.08,23.08,"Ch2","2023-12-05","SMR",15,2.05862125863428e-15
"min120_135",120,0.95779856275671,7.61379892483084,-0.00402351041955841,23.08,23.08,23.08,"Ch3","2023-12-05","SMR",15,2.05862125863428e-15
"min120_135",120,0.904803863887601,7.78028845228631,-0.00265078631866721,23.08,23.08,23.08,"Ch4","2023-12-05","SMR",15,2.05862125863428e-15
