"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min50_60",50,0.944903778450262,8.1729133001053,-0.00596905883691853,13.49,13.49,13.49,"Ch1","2024-02-21","SMR",10,1.19365916636882e-15
"min50_60",50,0.918495348597506,8.17306345894674,-0.00575446113143027,13.49,13.49,13.49,"Ch2","2024-02-21","SMR",10,1.19365916636882e-15
"min50_60",50,0.927944642426702,8.16884453798333,-0.00503074212361584,13.49,13.49,13.49,"Ch3","2024-02-21","SMR",10,1.19365916636882e-15
"min50_60",50,0.917328289514521,8.12957017168487,-0.00510221646518223,13.49,13.49,13.49,"Ch4","2024-02-21","SMR",10,1.19365916636882e-15
"min75_83",75,0.91365079796246,8.26226172936774,-0.00583318882916968,13.49,13.49,13.49,"Ch1","2024-02-21","SMR",8,1.19365916636882e-15
"min75_83",75,0.900062810922712,8.28147297437999,-0.00594216764830524,13.49,13.49,13.49,"Ch2","2024-02-21","SMR",8,1.19365916636882e-15
"min75_83",75,0.904711195325797,8.28373786543826,-0.00529051902799077,13.49,13.49,13.49,"Ch3","2024-02-21","SMR",8,1.19365916636882e-15
"min75_83",75,0.885542148470618,8.22816252989662,-0.0053388286989116,13.49,13.49,13.49,"Ch4","2024-02-21","SMR",8,1.19365916636882e-15
"min102_111",102,0.93306662303,8.41588351412186,-0.00623264108290082,13.49,13.49,13.49,"Ch1","2024-02-21","SMR",9,1.19365916636882e-15
"min102_111",102,0.925575620630334,8.39589303982644,-0.00597648710385036,13.49,13.49,13.49,"Ch2","2024-02-21","SMR",9,1.19365916636882e-15
"min102_111",102,0.916216259195136,8.41193892987437,-0.00539892518242969,13.49,13.49,13.49,"Ch3","2024-02-21","SMR",9,1.19365916636882e-15
"min102_111",102,0.91833383725072,8.31721631046834,-0.00526777763857568,13.49,13.49,13.49,"Ch4","2024-02-21","SMR",9,1.19365916636882e-15
"min136_145",136,0.94298577103685,8.61065748070045,-0.0065752229354925,13.49,13.49,13.49,"Ch1","2024-02-21","SMR",9,1.19365916636882e-15
"min136_145",136,0.934454073826505,8.62249309264254,-0.00661785735078396,13.49,13.49,13.49,"Ch2","2024-02-21","SMR",9,1.19365916636882e-15
"min136_145",136,0.932336522714582,8.59959700812505,-0.00572788747674345,13.49,13.49,13.49,"Ch3","2024-02-21","SMR",9,1.19365916636882e-15
"min136_145",136,0.933200794250687,8.49911831122127,-0.00573571448046578,13.49,13.49,13.49,"Ch4","2024-02-21","SMR",9,1.19365916636882e-15
