"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min30_45",30.5,0.613322601307826,8.05329419038532,-0.00125054478459401,18.86,18.86,18.86,"Ch1","2023-12-01","SMR",14.5,-1.48674748388658e-15
"min30_45",30.5,0.65897933450536,7.79205555465261,-0.00151112905739428,18.86,18.86,18.86,"Ch2","2023-12-01","SMR",14.5,-1.48674748388658e-15
"min30_45",30.5,0.830671196152898,7.81148123976224,-0.00209070953213224,18.86,18.86,18.86,"Ch3","2023-12-01","SMR",14.5,-1.48674748388658e-15
"min30_45",30.5,0.919316707791432,8.11161602702017,-0.00309028953630876,18.86,18.86,18.86,"Ch4","2023-12-01","SMR",14.5,-1.48674748388658e-15
"min50_65",50,0.865977404835599,8.10892774410938,-0.00243824941749414,18.86,18.86,18.86,"Ch1","2023-12-01","SMR",15,-1.48674748388658e-15
"min50_65",50,0.8636520164374,7.84847647447785,-0.00271026648654197,18.86,18.86,18.86,"Ch2","2023-12-01","SMR",15,-1.48674748388658e-15
"min50_65",50,0.89873829933419,7.8465731055711,-0.00285249475001047,18.86,18.86,18.86,"Ch3","2023-12-01","SMR",15,-1.48674748388658e-15
"min50_65",50,0.931667205537194,8.11848475589565,-0.00324888278853228,18.86,18.86,18.86,"Ch4","2023-12-01","SMR",15,-1.48674748388658e-15
"min100_115",100,0.883447742875437,8.19885227542345,-0.00264041832923128,18.86,18.86,18.86,"Ch1","2023-12-01","SMR",15,-1.48674748388658e-15
"min100_115",100,0.897087188025423,7.94454045447905,-0.00300937588447955,18.86,18.86,18.86,"Ch2","2023-12-01","SMR",15,-1.48674748388658e-15
"min100_115",100,0.925729927822255,7.93867046690287,-0.00314736743911806,18.86,18.86,18.86,"Ch3","2023-12-01","SMR",15,-1.48674748388658e-15
"min100_115",100,0.951043204244793,8.22657556763878,-0.00361914624684219,18.86,18.86,18.86,"Ch4","2023-12-01","SMR",15,-1.48674748388658e-15
"min130_145",130,0.904794021637077,8.22445660745711,-0.00284360502805132,18.86,18.86,18.86,"Ch1","2023-12-01","SMR",15,-1.48674748388658e-15
"min130_145",130,0.901469429453856,7.95823557870412,-0.00310982452758324,18.86,18.86,18.86,"Ch2","2023-12-01","SMR",15,-1.48674748388658e-15
"min130_145",130,0.944448012882142,7.97877275084993,-0.00345760764743872,18.86,18.86,18.86,"Ch3","2023-12-01","SMR",15,-1.48674748388658e-15
"min130_145",130,0.947661088026228,8.23073924691121,-0.00363098415622279,18.86,18.86,18.86,"Ch4","2023-12-01","SMR",15,-1.48674748388658e-15
