"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min35_50",35,0.795352643231145,8.01304332725261,-0.00171188105056205,19.2,19.2,19.2,"Ch1","2023-12-01","SMR",15,7.3249521844754e-17
"min35_50",35,0.68016933355778,7.75078242623152,-0.00150840088616874,19.2,19.2,19.2,"Ch2","2023-12-01","SMR",15,7.3249521844754e-17
"min35_50",35,0.88993005651983,7.77880942929409,-0.00238291976999591,19.2,19.2,19.2,"Ch3","2023-12-01","SMR",15,7.3249521844754e-17
"min35_50",35,0.916868629055274,8.0501502749942,-0.0027024727196287,19.2,19.2,19.2,"Ch4","2023-12-01","SMR",15,7.3249521844754e-17
"min55_70",55,0.835607738454597,8.0270136768713,-0.00195745114775245,19.2,19.2,19.2,"Ch1","2023-12-01","SMR",15,7.3249521844754e-17
"min55_70",55,0.840673483074547,7.7880365067171,-0.00223813428111332,19.2,19.2,19.2,"Ch2","2023-12-01","SMR",15,7.3249521844754e-17
"min55_70",55,0.902014657245095,7.78508079698376,-0.00248248636691366,19.2,19.2,19.2,"Ch3","2023-12-01","SMR",15,7.3249521844754e-17
"min55_70",55,0.916770758633845,8.04424266953532,-0.00260622106827412,19.2,19.2,19.2,"Ch4","2023-12-01","SMR",15,7.3249521844754e-17
"min72_85",72,0.830719858916994,8.05193029330764,-0.00232812428224889,19.2,19.2,19.2,"Ch1","2023-12-01","SMR",13,7.3249521844754e-17
"min72_85",72,0.791787132122683,7.793668829983,-0.00226585618646865,19.2,19.2,19.2,"Ch2","2023-12-01","SMR",13,7.3249521844754e-17
"min72_85",72,0.880532480465019,7.79165769565293,-0.00258960556510733,19.2,19.2,19.2,"Ch3","2023-12-01","SMR",13,7.3249521844754e-17
"min72_85",72,0.880742188978411,8.04481378327716,-0.00260656456622944,19.2,19.2,19.2,"Ch4","2023-12-01","SMR",13,7.3249521844754e-17
