"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min50_58",50,0.858660811296421,8.10091052844895,-0.004684462286654,15.07,15.07,15.07,"Ch2","2023-12-09","SMR",8,7.16033064549625e-16
"min50_58",50,0.897540324374936,8.02051429688769,-0.00465645111279178,15.07,15.07,15.07,"Ch3","2023-12-09","SMR",8,7.16033064549625e-16
"min50_58",50,0.863376915172763,8.30565755833153,-0.003994446055801,15.07,15.07,15.07,"Ch4","2023-12-09","SMR",8,7.16033064549625e-16
"min80_88",80,0.838442138534151,8.18436815154045,-0.00477326947505761,15.07,15.07,15.07,"Ch2","2023-12-09","SMR",8,7.16033064549625e-16
"min80_88",80,0.902766750186289,8.14202556013999,-0.0052502931443724,15.07,15.07,15.07,"Ch3","2023-12-09","SMR",8,7.16033064549625e-16
"min80_88",80,0.878834582543786,8.41979204654293,-0.00447689327336305,15.07,15.07,15.07,"Ch4","2023-12-09","SMR",8,7.16033064549625e-16
"min111_121",111,0.934699640482944,8.41625182178812,-0.00607571445836225,15.07,15.07,15.07,"Ch2","2023-12-09","SMR",10,7.16033064549625e-16
"min111_121",111,0.953164628034309,8.35691120662936,-0.0063110446963467,15.07,15.07,15.07,"Ch3","2023-12-09","SMR",10,7.16033064549625e-16
"min111_121",111,0.95008084854141,8.68135219638348,-0.00600222749445395,15.07,15.07,15.07,"Ch4","2023-12-09","SMR",10,7.16033064549625e-16
"min148_156",148,0.876345873703692,8.42838084753926,-0.00525991668876366,15.07,15.07,15.07,"Ch2","2023-12-09","SMR",8,7.16033064549625e-16
"min148_156",148,0.917955236602387,8.39230709541517,-0.00564793610269299,15.07,15.07,15.07,"Ch3","2023-12-09","SMR",8,7.16033064549625e-16
"min148_156",148,0.913163462962499,8.72689803000558,-0.005299700628266,15.07,15.07,15.07,"Ch4","2023-12-09","SMR",8,7.16033064549625e-16
