"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.972","8.01",0.00793,"13.32","13.66","13.47","7.84","8.01","7.93","Ch1","2024-02-20 17:49:55.961","SMR","19.46","02-20_174"
"min20.5_40",20.5,"0.935","7.73",0.00522,"13.28","13.72","13.54","7.83","7.95","7.89","Ch1","2024-02-20 18:09:55.693","SMR","19.48","02-20_174"
"min40.5_60",40.5,"0.824","8.18",0.00603,"13.19","13.68","13.43","7.82","7.95","7.88","Ch1","2024-02-20 18:29:55.143","SMR","19.46","02-20_174"
"min60.5_80",60.5,"0","7.89",3e-05,"13.21","13.62","13.39","7.85","7.94","7.89","Ch1","2024-02-20 18:49:55.512","SMR","19.47","02-20_174"
"min0.5_20",0.5,"0.968","8.01",0.00819,"13.32","13.66","13.47","7.83","8.01","7.92","Ch2","2024-02-20 17:49:55.961","SMR","19.46","02-20_174"
"min20.5_40",20.5,"0.891","7.75",0.00418,"13.28","13.72","13.54","7.82","7.92","7.87","Ch2","2024-02-20 18:09:55.693","SMR","19.48","02-20_174"
"min40.5_60",40.5,"0.856","8.19",0.00691,"13.19","13.68","13.43","7.78","7.93","7.84","Ch2","2024-02-20 18:29:55.143","SMR","19.46","02-20_174"
"min60.5_80",60.5,"0.071","7.9",0.00091,"13.21","13.62","13.39","7.78","7.88","7.84","Ch2","2024-02-20 18:49:55.512","SMR","19.47","02-20_174"
"min0.5_20",0.5,"0.969","7.96",0.00734,"13.32","13.66","13.47","7.81","7.97","7.89","Ch3","2024-02-20 17:49:55.961","SMR","19.46","02-20_174"
"min20.5_40",20.5,"0.895","7.72",0.00434,"13.28","13.72","13.54","7.8","7.9","7.85","Ch3","2024-02-20 18:09:55.693","SMR","19.48","02-20_174"
"min40.5_60",40.5,"0.835","8.15",0.00642,"13.19","13.68","13.43","7.76","7.9","7.83","Ch3","2024-02-20 18:29:55.143","SMR","19.46","02-20_174"
"min60.5_80",60.5,"0.076","7.89",0.00089,"13.21","13.62","13.39","7.77","7.86","7.83","Ch3","2024-02-20 18:49:55.512","SMR","19.47","02-20_174"
