"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.931","8.16",0.0061,"13.25","13.63","13.4","8.04","8.16","8.1","Ch1","2024-02-14 21:07:45.515","SMR","19.47","02-14_210"
"min20.5_40",20.5,"0.265","8.06",0.00203,"13.3","13.61","13.43","8.06","8.16","8.12","Ch1","2024-02-14 21:27:45.117","SMR","19.48","02-14_210"
"min40.5_60",40.5,"0.871","7.86",0.0051,"13.3","13.66","13.52","8.07","8.18","8.12","Ch1","2024-02-14 21:47:45.664","SMR","19.46","02-14_210"
"min60.5_80",60.5,"0.922","8.53",0.0058,"13.19","13.6","13.37","8.07","8.19","8.13","Ch1","2024-02-14 22:07:45.349","SMR","19.48","02-14_210"
"min80.5_100",80.5,"0.305","7.96",0.00213,"13.22","13.58","13.37","8.09","8.19","8.15","Ch1","2024-02-14 22:27:45.64","SMR","19.47","02-14_210"
"min100.5_120",100.5,"0.699","7.7",0.00393,"13.3","13.6","13.47","8.09","8.19","8.13","Ch1","2024-02-14 22:47:45.02","SMR","19.47","02-14_210"
"min120.5_140",120.5,"0.878","8.81",0.00514,"13.2","13.61","13.39","8.09","8.2","8.14","Ch1","2024-02-14 23:07:45.372","SMR","19.47","02-14_210"
"min140.5_160",140.5,"0.016","8.09",0.00046,"13.26","13.59","13.39","8.11","8.2","8.16","Ch1","2024-02-14 23:27:45.71","SMR","19.47","02-14_210"
"min160.5_180",160.5,"0.731","7.53",0.00366,"13.33","13.58","13.46","8.1","8.19","8.15","Ch1","2024-02-14 23:47:45.08","SMR","19.47","02-14_210"
"min180.5_200",180.5,"0.769","7.42",0.00385,"13.25","13.59","13.47","8.12","8.21","8.16","Ch1","2024-02-15 00:07:45.461","SMR","19.47","02-14_210"
"min200.5_220",200.5,"0.856","9.18",0.00488,"13.2","13.57","13.38","8.11","8.21","8.16","Ch1","2024-02-15 00:27:44.799","SMR","19.47","02-14_210"
"min220.5_240",220.5,"0.435","8.67",0.00222,"13.34","13.61","13.46","8.12","8.2","8.16","Ch1","2024-02-15 00:47:45.173","SMR","19.47","02-14_210"
"min240.5_260",240.5,"0.464","8.77",0.00242,"13.37","13.64","13.48","8.12","8.2","8.16","Ch1","2024-02-15 01:07:45.564","SMR","19.47","02-14_210"
"min260.5_280",260.5,"0.012","8.27",0.00037,"13.37","13.63","13.48","8.13","8.21","8.17","Ch1","2024-02-15 01:27:44.964","SMR","19.47","02-14_210"
"min280.5_300",280.5,"0.169","7.75",0.0015,"13.28","13.63","13.42","8.12","8.23","8.18","Ch1","2024-02-15 01:47:45.388","SMR","19.47","02-14_210"
"min300.5_320",300.5,"0.926","6.63",0.00501,"13.19","13.57","13.41","8.13","8.24","8.18","Ch1","2024-02-15 02:07:45.072","SMR","19.48","02-14_210"
"min320.5_340",320.5,"0.555","9.23",0.00322,"13.19","13.57","13.4","8.13","8.23","8.17","Ch1","2024-02-15 02:27:45.143","SMR","19.47","02-14_210"
"min340.5_360",340.5,"0.203","8.79",0.00169,"13.17","13.49","13.3","8.14","8.24","8.2","Ch1","2024-02-15 02:47:45.495","SMR","19.47","02-14_210"
"min360.5_380",360.5,"0.812","6.39",0.00481,"13.3","13.64","13.51","8.12","8.23","8.17","Ch1","2024-02-15 03:07:45.057","SMR","19.47","02-14_210"
"min380.5_400",380.5,"0.897","10.25",0.00529,"13.22","13.63","13.41","8.13","8.25","8.18","Ch1","2024-02-15 03:27:45.226","SMR","19.48","02-14_210"
"min400.5_420",400.5,"0.038","7.92",0.00069,"13.26","13.6","13.39","8.16","8.25","8.21","Ch1","2024-02-15 03:47:45.631","SMR","19.47","02-14_210"
"min420.5_440",420.5,"0.77","6.29",0.00441,"13.32","13.65","13.51","8.14","8.24","8.18","Ch1","2024-02-15 04:07:45.014","SMR","19.47","02-14_210"
"min440.5_460",440.5,"0.953","11",0.00622,"13.2","13.63","13.37","8.14","8.26","8.2","Ch1","2024-02-15 04:27:45.392","SMR","19.47","02-14_210"
"min460.5_480",460.5,"0.829","5.9",0.00492,"13.19","13.65","13.4","8.14","8.26","8.22","Ch1","2024-02-15 04:47:44.774","SMR","19.47","02-14_210"
"min480.5_500",480.5,"0.041","8.53",0.00071,"13.24","13.63","13.47","8.15","8.23","8.18","Ch1","2024-02-15 05:07:45.173","SMR","19.47","02-14_210"
"min500.5_520",500.5,"0.528","9.81",0.00311,"13.2","13.48","13.32","8.16","8.27","8.22","Ch1","2024-02-15 05:27:45.547","SMR","19.47","02-14_210"
"min520.5_540",520.5,"0.672","6.25",0.0037,"13.25","13.54","13.39","8.15","8.26","8.21","Ch1","2024-02-15 05:47:44.924","SMR","19.47","02-14_210"
"min540.5_560",540.5,"0.443","7.05",0.00209,"13.35","13.57","13.47","8.16","8.24","8.2","Ch1","2024-02-15 06:07:45.329","SMR","19.48","02-14_210"
"min560.5_580",560.5,"0.737","6.25",0.00345,"13.32","13.6","13.47","8.17","8.26","8.22","Ch1","2024-02-15 06:27:45.706","SMR","19.47","02-14_210"
"min580.5_600",580.5,"0.489","6.56",0.00281,"13.26","13.57","13.46","8.17","8.27","8.22","Ch1","2024-02-15 06:47:45.093","SMR","19.47","02-14_210"
"min600.5_620",600.5,"0.887","11.41",0.00523,"13.18","13.6","13.36","8.16","8.28","8.22","Ch1","2024-02-15 07:07:45.507","SMR","19.47","02-14_210"
"min620.5_640",620.5,"0.215","9.27",0.00167,"13.3","13.59","13.43","8.17","8.27","8.22","Ch1","2024-02-15 07:27:44.883","SMR","19.47","02-14_210"
"min640.5_660",640.5,"0.927","4.7",0.00544,"13.2","13.64","13.44","8.17","8.29","8.23","Ch1","2024-02-15 07:47:45.252","SMR","19.48","02-14_210"
"min660.5_680",660.5,"0.435","10.06",0.00276,"13.22","13.63","13.45","8.17","8.26","8.21","Ch1","2024-02-15 08:07:45.604","SMR","19.46","02-14_210"
"min0.5_20",0.5,"0.95","8.13",0.00839,"13.25","13.63","13.4","7.98","8.15","8.04","Ch2","2024-02-14 21:07:45.515","SMR","19.47","02-14_210"
