"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.649","7.85",0.00358,"13.22","13.61","13.39","7.83","7.94","7.89","Ch1","2024-02-18 19:17:59.664","SMR","19.46","02-18_191"
"min20.5_40",20.5,"0.027","7.85",0.00055,"13.34","13.73","13.54","7.83","7.91","7.87","Ch1","2024-02-18 19:37:59.206","SMR","19.48","02-18_191"
"min40.5_60",40.5,"0.862","8.15",0.00574,"13.31","13.74","13.51","7.8","7.92","7.86","Ch1","2024-02-18 19:57:58.762","SMR","19.48","02-18_191"
"min60.5_80",60.5,"0.088","7.79",0.00094,"13.31","13.75","13.49","7.81","7.89","7.86","Ch1","2024-02-18 20:17:59.008","SMR","19.47","02-18_191"
"min0.5_20",0.5,"0.673","7.85",0.00435,"13.22","13.61","13.39","7.83","7.96","7.9","Ch2","2024-02-18 19:17:59.664","SMR","19.46","02-18_191"
"min20.5_40",20.5,"0.134","7.85",0.00135,"13.34","13.73","13.54","7.85","7.95","7.89","Ch2","2024-02-18 19:37:59.206","SMR","19.48","02-18_191"
"min40.5_60",40.5,"0.841","8.18",0.00542,"13.31","13.74","13.51","7.84","7.97","7.9","Ch2","2024-02-18 19:57:58.762","SMR","19.48","02-18_191"
"min60.5_80",60.5,"0.19","7.8",0.00153,"13.31","13.75","13.49","7.85","7.96","7.91","Ch2","2024-02-18 20:17:59.008","SMR","19.47","02-18_191"
"min0.5_20",0.5,"0.756","7.82",0.0049,"13.22","13.61","13.39","7.81","7.94","7.87","Ch3","2024-02-18 19:17:59.664","SMR","19.46","02-18_191"
"min20.5_40",20.5,"0.119","7.84",0.00127,"13.34","13.73","13.54","7.83","7.93","7.87","Ch3","2024-02-18 19:37:59.206","SMR","19.48","02-18_191"
"min40.5_60",40.5,"0.859","8.17",0.00578,"13.31","13.74","13.51","7.82","7.94","7.88","Ch3","2024-02-18 19:57:58.762","SMR","19.48","02-18_191"
"min60.5_80",60.5,"0.113","7.8",0.00112,"13.31","13.75","13.49","7.83","7.92","7.88","Ch3","2024-02-18 20:17:59.008","SMR","19.47","02-18_191"
"min0.5_20",0.5,"0.39","7.9",0.00199,"13.22","13.61","13.39","7.88","7.99","7.92","Ch4","2024-02-18 19:17:59.664","SMR","19.46","02-18_191"
"min20.5_40",20.5,"0.138","7.86",0.0012,"13.34","13.73","13.54","7.86","7.95","7.9","Ch4","2024-02-18 19:37:59.206","SMR","19.48","02-18_191"
"min40.5_60",40.5,"0.825","8.13",0.00463,"13.31","13.74","13.51","7.85","7.96","7.9","Ch4","2024-02-18 19:57:58.762","SMR","19.48","02-18_191"
"min60.5_80",60.5,"0.066","7.86",0.00077,"13.31","13.75","13.49","7.86","7.95","7.91","Ch4","2024-02-18 20:17:59.008","SMR","19.47","02-18_191"
