"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","Ch","DateTime_start","type","n_min","Temp_slope"
"min45_62",45,0.956058040948952,8.07501717181353,-0.00406953851574722,19.16,19.16,19.16,"Ch1","2023-12-02","SMR",17,1.28388536141405e-15
"min45_62",45,0.914276009626061,7.81024959117654,-0.00293496462727318,19.16,19.16,19.16,"Ch2","2023-12-02","SMR",17,1.28388536141405e-15
