"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.848","7.93",0.0043,"13.24","13.69","13.48","7.92","8.03","7.97","Ch1","2024-02-15 19:23:47.377","SMR","19.47","02-15_192"
"min20.5_40",20.5,"0.229","8.02",0.00214,"13.25","13.73","13.52","7.9","8.02","7.95","Ch1","2024-02-15 19:43:47.018","SMR","19.48","02-15_192"
"min40.5_60",40.5,"0.362","8.13",0.00276,"13.2","13.58","13.37","7.93","8.04","7.99","Ch1","2024-02-15 20:03:47.449","SMR","19.46","02-15_192"
"min60.5_80",60.5,"0.873","7.56",0.0057,"13.23","13.69","13.5","7.89","8.03","7.96","Ch1","2024-02-15 20:23:47.186","SMR","19.48","02-15_192"
"min80.5_100",80.5,"0.741","8.4",0.0051,"13.2","13.75","13.5","7.89","8.02","7.94","Ch1","2024-02-15 20:43:47.526","SMR","19.47","02-15_192"
"min100.5_120",100.5,"0.114","8.13",0.00145,"13.29","13.7","13.46","7.91","8.02","7.97","Ch1","2024-02-15 21:03:46.955","SMR","19.47","02-15_192"
"min120.5_140",120.5,"0.882","7.24",0.00553,"13.2","13.7","13.48","7.89","8.02","7.96","Ch1","2024-02-15 21:23:47.327","SMR","19.47","02-15_192"
"min140.5_160",140.5,"0.49","8.49",0.00369,"13.2","13.71","13.47","7.88","8.02","7.94","Ch1","2024-02-15 21:43:46.776","SMR","19.47","02-15_192"
"min160.5_180",160.5,"0.718","8.7",0.00442,"13.31","13.73","13.49","7.89","8","7.95","Ch1","2024-02-15 22:03:47.222","SMR","19.48","02-15_192"
"min180.5_200",180.5,"0.037","7.81",0.00077,"13.29","13.71","13.47","7.9","8.01","7.96","Ch1","2024-02-15 22:23:46.635","SMR","19.48","02-15_192"
"min200.5_220",200.5,"0.47","7.38",0.00268,"13.34","13.67","13.52","7.9","8","7.94","Ch1","2024-02-15 22:43:47.021","SMR","19.47","02-15_192"
"min220.5_240",220.5,"0.86","6.68",0.00552,"13.22","13.8","13.5","7.88","8.02","7.95","Ch1","2024-02-15 23:03:47.401","SMR","19.47","02-15_192"
