"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.953","7.77",0.00741,"14.81","15.14","14.95","7.62","7.76","7.7","Ch1","2023-12-12 18:20:52.093","SMR","19.47","12-12_182"
"min20.5_40",20.5,"0.006","7.63",0.00018,"14.75","15.21","14.98","7.57","7.65","7.63","Ch1","2023-12-12 18:40:52.62","SMR","19.48","12-12_182"
"min40.5_60",40.5,"0.441","7.66",0.00223,"14.83","15.19","15.02","7.5","7.6","7.55","Ch1","2023-12-12 19:00:53.048","SMR","19.47","12-12_182"
"min60.5_80",60.5,"0.955","7.97",0.00665,"14.78","15.22","14.94","7.42","7.56","7.5","Ch1","2023-12-12 19:20:52.857","SMR","19.47","12-12_182"
"min80.5_100",80.5,"0.015","7.49",0.00037,"14.64","15.21","14.89","7.4","7.49","7.46","Ch1","2023-12-12 19:40:52.403","SMR","19.47","12-12_182"
"min100.5_120",100.5,"0.358","7.59",0.00194,"14.77","15.18","14.97","7.32","7.43","7.37","Ch1","2023-12-12 20:00:52.822","SMR","19.47","12-12_182"
"min120.5_140",120.5,"0.947","8.11",0.006,"14.73","15.14","14.91","7.27","7.4","7.33","Ch1","2023-12-12 20:20:52.276","SMR","19.47","12-12_182"
"min140.5_160",140.5,"0.064","7.18",0.00069,"14.75","15.26","14.98","7.24","7.32","7.29","Ch1","2023-12-12 20:40:52.699","SMR","19.46","12-12_182"
"min160.5_180",160.5,"0.767","7.85",0.00373,"14.8","15.26","15.04","7.16","7.27","7.21","Ch1","2023-12-12 21:00:52.597","SMR","19.48","12-12_182"
"min0.5_20",0.5,"0.377","7.87",0.00227,"14.81","15.14","14.95","7.79","7.89","7.85","Ch2","2023-12-12 18:20:52.093","SMR","19.47","12-12_182"
"min20.5_40",20.5,"0.306","7.77",0.00174,"14.75","15.21","14.98","7.78","7.86","7.82","Ch2","2023-12-12 18:40:52.62","SMR","19.48","12-12_182"
"min40.5_60",40.5,"0.413","7.88",0.00268,"14.83","15.19","15.02","7.69","7.82","7.75","Ch2","2023-12-12 19:00:53.048","SMR","19.47","12-12_182"
"min60.5_80",60.5,"0.955","8.23",0.00748,"14.78","15.22","14.94","7.62","7.78","7.7","Ch2","2023-12-12 19:20:52.857","SMR","19.47","12-12_182"
"min80.5_100",80.5,"0.003","7.64",0.00019,"14.64","15.21","14.89","7.6","7.7","7.66","Ch2","2023-12-12 19:40:52.403","SMR","19.47","12-12_182"
"min100.5_120",100.5,"0.316","7.81",0.00217,"14.77","15.18","14.97","7.52","7.63","7.57","Ch2","2023-12-12 20:00:52.822","SMR","19.47","12-12_182"
"min120.5_140",120.5,"0.96","8.45",0.00708,"14.73","15.14","14.91","7.45","7.6","7.53","Ch2","2023-12-12 20:20:52.276","SMR","19.47","12-12_182"
"min140.5_160",140.5,"0.366","7.16",0.00215,"14.75","15.26","14.98","7.43","7.52","7.48","Ch2","2023-12-12 20:40:52.699","SMR","19.46","12-12_182"
"min160.5_180",160.5,"0.754","8.17",0.0045,"14.8","15.26","15.04","7.34","7.47","7.4","Ch2","2023-12-12 21:00:52.597","SMR","19.48","12-12_182"
"min0.5_20",0.5,"0.357","8.09",0.002,"14.81","15.14","14.95","8.01","8.11","8.07","Ch3","2023-12-12 18:20:52.093","SMR","19.47","12-12_182"
"min20.5_40",20.5,"0.519","7.98",0.00278,"14.75","15.21","14.98","8.01","8.1","8.06","Ch3","2023-12-12 18:40:52.62","SMR","19.48","12-12_182"
"min40.5_60",40.5,"0.163","8.07",0.00143,"14.83","15.19","15.02","7.96","8.06","8","Ch3","2023-12-12 19:00:53.048","SMR","19.47","12-12_182"
"min60.5_80",60.5,"0.945","8.45",0.0067,"14.78","15.22","14.94","7.9","8.05","7.98","Ch3","2023-12-12 19:20:52.857","SMR","19.47","12-12_182"
"min80.5_100",80.5,"0.14","7.83",0.00144,"14.64","15.21","14.89","7.91","8","7.96","Ch3","2023-12-12 19:40:52.403","SMR","19.47","12-12_182"
"min100.5_120",100.5,"0.105","8.01",0.00107,"14.77","15.18","14.97","7.84","7.94","7.89","Ch3","2023-12-12 20:00:52.822","SMR","19.47","12-12_182"
"min120.5_140",120.5,"0.943","8.66",0.0061,"14.73","15.14","14.91","7.81","7.94","7.87","Ch3","2023-12-12 20:20:52.276","SMR","19.47","12-12_182"
"min140.5_160",140.5,"0.536","7.36",0.00323,"14.75","15.26","14.98","7.79","7.89","7.85","Ch3","2023-12-12 20:40:52.699","SMR","19.46","12-12_182"
"min160.5_180",160.5,"0.662","8.38",0.0035,"14.8","15.26","15.04","7.73","7.85","7.78","Ch3","2023-12-12 21:00:52.597","SMR","19.48","12-12_182"
