"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.693","7.61",0.00296,"13.3","13.68","13.47","7.53","7.63","7.58","Ch1","2024-02-20 19:19:27.113","SMR","19.47","02-20_191"
"min20.5_40",20.5,"0.766","7.42",0.00397,"13.38","13.77","13.59","7.48","7.6","7.54","Ch1","2024-02-20 19:39:26.514","SMR","19.47","02-20_191"
"min40.5_60",40.5,"0.812","7.79",0.00452,"13.24","13.66","13.41","7.5","7.61","7.56","Ch1","2024-02-20 19:59:26.926","SMR","19.47","02-20_191"
"min60.5_80",60.5,"0.142","7.48",0.00114,"13.29","13.66","13.44","7.51","7.6","7.56","Ch1","2024-02-20 20:19:26.842","SMR","19.48","02-20_191"
"min80.5_100",80.5,"0.729","7.23",0.00352,"13.39","13.77","13.53","7.48","7.6","7.55","Ch1","2024-02-20 20:39:26.349","SMR","19.47","02-20_191"
"min100.5_120",100.5,"0.715","7.21",0.00312,"13.34","13.69","13.53","7.51","7.6","7.56","Ch1","2024-02-20 20:59:26.796","SMR","19.48","02-20_191"
"min120.5_140",120.5,"0.251","7.35",0.00157,"13.34","13.67","13.51","7.51","7.6","7.56","Ch1","2024-02-20 21:19:27.191","SMR","19.47","02-20_191"
"min140.5_160",140.5,"0.798","8.23",0.00448,"13.24","13.75","13.48","7.51","7.62","7.55","Ch1","2024-02-20 21:39:26.597","SMR","19.47","02-20_191"
"min160.5_180",160.5,"0.074","7.7",8e-04,"13.36","13.68","13.49","7.52","7.61","7.57","Ch1","2024-02-20 21:59:27.005","SMR","19.47","02-20_191"
"min180.5_200",180.5,"0.222","7.31",0.00141,"13.23","13.61","13.4","7.53","7.62","7.58","Ch1","2024-02-20 22:19:26.41","SMR","19.47","02-20_191"
"min200.5_220",200.5,"0.514","6.98",0.00268,"13.4","13.73","13.56","7.51","7.6","7.55","Ch1","2024-02-20 22:39:26.781","SMR","19.48","02-20_191"
"min220.5_240",220.5,"0.838","8.69",0.00488,"13.23","13.73","13.42","7.5","7.62","7.57","Ch1","2024-02-20 22:59:27.194","SMR","19.47","02-20_191"
"min240.5_260",240.5,"0.644","6.81",0.00305,"13.22","13.68","13.43","7.52","7.62","7.58","Ch1","2024-02-20 23:19:26.698","SMR","19.47","02-20_191"
