"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.616","8.07",0.00259,"13.24","13.77","13.46","7.98","8.08","8.04","Ch1","2024-02-15 17:32:15.233","SMR","19.48","02-15_173"
"min20.5_40",20.5,"0.128","7.91",0.00126,"13.33","13.63","13.49","7.91","8","7.95","Ch1","2024-02-15 17:52:15.736","SMR","19.47","02-15_173"
"min40.5_60",40.5,"0.907","8.25",0.00611,"13.22","13.67","13.42","7.88","8","7.94","Ch1","2024-02-15 18:12:15.146","SMR","19.47","02-15_173"
"min60.5_80",60.5,"0.132","8.03",0.00133,"13.26","13.61","13.41","7.88","7.98","7.94","Ch1","2024-02-15 18:32:15.441","SMR","19.48","02-15_173"
"min80.5_100",80.5,"0.873","7.53",0.00412,"13.22","13.68","13.48","7.85","7.95","7.91","Ch1","2024-02-15 18:52:15.87","SMR","19.47","02-15_173"
"min0.5_20",0.5,"0.252","7.97",0.00121,"13.24","13.77","13.46","7.92","7.99","7.96","Ch2","2024-02-15 17:32:15.233","SMR","19.48","02-15_173"
"min20.5_40",20.5,"0.174","7.84",0.00156,"13.33","13.63","13.49","7.84","7.93","7.89","Ch2","2024-02-15 17:52:15.736","SMR","19.47","02-15_173"
"min40.5_60",40.5,"0.915","8.2",0.00629,"13.22","13.67","13.42","7.82","7.94","7.88","Ch2","2024-02-15 18:12:15.146","SMR","19.47","02-15_173"
"min60.5_80",60.5,"0.107","7.96",0.0012,"13.26","13.61","13.41","7.82","7.92","7.88","Ch2","2024-02-15 18:32:15.441","SMR","19.48","02-15_173"
"min80.5_100",80.5,"0.875","7.46",0.00427,"13.22","13.68","13.48","7.79","7.89","7.85","Ch2","2024-02-15 18:52:15.87","SMR","19.47","02-15_173"
"min0.5_20",0.5,"0.008","7.95",0.00022,"13.24","13.77","13.46","7.91","7.97","7.95","Ch4","2024-02-15 17:32:15.233","SMR","19.48","02-15_173"
"min20.5_40",20.5,"0.126","7.84",0.00132,"13.33","13.63","13.49","7.84","7.92","7.88","Ch4","2024-02-15 17:52:15.736","SMR","19.47","02-15_173"
"min40.5_60",40.5,"0.93","8.21",0.00684,"13.22","13.67","13.42","7.8","7.93","7.87","Ch4","2024-02-15 18:12:15.146","SMR","19.47","02-15_173"
"min60.5_80",60.5,"0.169","7.97",0.0016,"13.26","13.61","13.41","7.8","7.89","7.86","Ch4","2024-02-15 18:32:15.441","SMR","19.48","02-15_173"
"min80.5_100",80.5,"0.879","7.44",0.00425,"13.22","13.68","13.48","7.77","7.87","7.82","Ch4","2024-02-15 18:52:15.87","SMR","19.47","02-15_173"
