"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.051","8.05",0.00056,"13.3","13.96","13.56","7.97","8.08","8.05","Ch1","2024-02-15 17:32:15.438","SMR","19.48","02-15_173"
"min20.5_40",20.5,"0.07","7.99",0.00114,"13.35","13.74","13.55","7.91","8.03","7.96","Ch1","2024-02-15 17:52:14.944","SMR","19.47","02-15_173"
"min40.5_60",40.5,"0.899","8.3",0.00709,"13.28","13.75","13.48","7.87","8.01","7.94","Ch1","2024-02-15 18:12:15.346","SMR","19.48","02-15_173"
"min60.5_80",60.5,"0.015","7.89",0.00043,"13.33","13.71","13.5","7.88","7.97","7.92","Ch1","2024-02-15 18:32:15.39","SMR","19.48","02-15_173"
"min80.5_100",80.5,"0.725","7.56",0.00363,"13.3","13.75","13.57","7.83","7.94","7.88","Ch1","2024-02-15 18:52:15.857","SMR","19.46","02-15_173"
"min0.5_20",0.5,"0.01","8.06",0.00025,"13.3","13.96","13.56","7.97","8.09","8.06","Ch2","2024-02-15 17:32:15.438","SMR","19.48","02-15_173"
"min20.5_40",20.5,"0.01","8",0.00043,"13.35","13.74","13.55","7.94","8.05","7.99","Ch2","2024-02-15 17:52:14.944","SMR","19.47","02-15_173"
"min40.5_60",40.5,"0.884","8.32",0.00661,"13.28","13.75","13.48","7.91","8.05","7.98","Ch2","2024-02-15 18:12:15.346","SMR","19.48","02-15_173"
"min60.5_80",60.5,"0.045","7.92",0.00077,"13.33","13.71","13.5","7.92","8.02","7.98","Ch2","2024-02-15 18:32:15.39","SMR","19.48","02-15_173"
"min80.5_100",80.5,"0.781","7.57",0.00418,"13.3","13.75","13.57","7.89","8","7.94","Ch2","2024-02-15 18:52:15.857","SMR","19.46","02-15_173"
"min0.5_20",0.5,"0.055","8.03",0.00056,"13.3","13.96","13.56","7.95","8.06","8.04","Ch3","2024-02-15 17:32:15.438","SMR","19.48","02-15_173"
"min20.5_40",20.5,"0.016","7.98",0.00052,"13.35","13.74","13.55","7.92","8.03","7.97","Ch3","2024-02-15 17:52:14.944","SMR","19.47","02-15_173"
"min40.5_60",40.5,"0.898","8.3",0.00695,"13.28","13.75","13.48","7.88","8.02","7.95","Ch3","2024-02-15 18:12:15.346","SMR","19.48","02-15_173"
"min60.5_80",60.5,"0.001","7.93",0.00011,"13.33","13.71","13.5","7.89","7.98","7.94","Ch3","2024-02-15 18:32:15.39","SMR","19.48","02-15_173"
"min80.5_100",80.5,"0.715","7.59",0.00336,"13.3","13.75","13.57","7.85","7.95","7.9","Ch3","2024-02-15 18:52:15.857","SMR","19.46","02-15_173"
"min0.5_20",0.5,"0.345","8",0.00151,"13.3","13.96","13.56","7.93","8.04","7.99","Ch4","2024-02-15 17:32:15.438","SMR","19.48","02-15_173"
"min20.5_40",20.5,"0.001","7.91",9e-05,"13.35","13.74","13.55","7.87","7.96","7.91","Ch4","2024-02-15 17:52:14.944","SMR","19.47","02-15_173"
"min40.5_60",40.5,"0.884","8.2",0.00591,"13.28","13.75","13.48","7.84","7.97","7.91","Ch4","2024-02-15 18:12:15.346","SMR","19.48","02-15_173"
"min60.5_80",60.5,"0.002","7.91",0.00015,"13.33","13.71","13.5","7.86","7.94","7.9","Ch4","2024-02-15 18:32:15.39","SMR","19.48","02-15_173"
"min80.5_100",80.5,"0.782","7.54",0.00362,"13.3","13.75","13.57","7.82","7.92","7.87","Ch4","2024-02-15 18:52:15.857","SMR","19.46","02-15_173"
