"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.061","7.85",0.00055,"14.79","15.23","14.98","7.8","7.87","7.84","Ch1","2023-12-08 11:51:26.926","SMR","19.47","12-08_115"
"min20.5_40",20.5,"0.74","7.87",0.00325,"14.89","15.37","15.1","7.72","7.82","7.78","Ch1","2023-12-08 12:11:26.395","SMR","19.47","12-08_115"
"min40.5_60",40.5,"0.407","7.9",0.00261,"14.82","15.26","14.96","7.7","7.82","7.77","Ch1","2023-12-08 12:31:26.796","SMR","19.48","12-08_115"
"min60.5_80",60.5,"0.605","7.88",0.00281,"14.94","15.33","15.13","7.64","7.74","7.68","Ch1","2023-12-08 12:51:26.245","SMR","19.48","12-08_115"
"min80.5_100",80.5,"0.787","8.04",0.00412,"14.88","15.18","14.99","7.6","7.71","7.66","Ch1","2023-12-08 13:11:27.164","SMR","19.47","12-08_115"
"min100.5_120",100.5,"0.092","7.68",8e-04,"14.95","15.33","15.15","7.55","7.63","7.59","Ch1","2023-12-08 13:31:26.492","SMR","19.47","12-08_115"
"min120.5_140",120.5,"0.899","8.32",0.0058,"14.83","15.16","14.95","7.49","7.63","7.56","Ch1","2023-12-08 13:51:26.869","SMR","19.47","12-08_115"
"min140.5_160",140.5,"0.217","7.32",0.0013,"14.79","15.28","15.03","7.47","7.55","7.51","Ch1","2023-12-08 14:11:26.248","SMR","19.48","12-08_115"
"min160.5_180",160.5,"0.826","8.2",0.00439,"14.84","15.32","15.04","7.39","7.52","7.45","Ch1","2023-12-08 14:31:26.602","SMR","19.47","12-08_115"
"min180.5_200",180.5,"0.28","7.76",0.00177,"14.94","15.29","15.08","7.37","7.46","7.42","Ch1","2023-12-08 14:51:26.944","SMR","19.47","12-08_115"
"min200.5_220",200.5,"0.13","7.16",0.00101,"14.89","15.37","15.14","7.33","7.42","7.38","Ch1","2023-12-08 15:11:26.302","SMR","19.47","12-08_115"
"min220.5_240",220.5,"0.907","8.69",0.00588,"14.81","15.22","14.98","7.27","7.41","7.34","Ch1","2023-12-08 15:31:26.774","SMR","19.48","12-08_115"
"min240.5_260",240.5,"0.308","6.91",0.00153,"14.9","15.33","15.13","7.25","7.34","7.29","Ch1","2023-12-08 15:51:26.293","SMR","19.47","12-08_115"
"min0.5_20",0.5,"0.322","7.91",0.00154,"14.79","15.23","14.98","7.85","7.92","7.89","Ch2","2023-12-08 11:51:26.926","SMR","19.47","12-08_115"
"min20.5_40",20.5,"0.766","7.92",0.00358,"14.89","15.37","15.1","7.76","7.87","7.82","Ch2","2023-12-08 12:11:26.395","SMR","19.47","12-08_115"
"min40.5_60",40.5,"0.475","7.95",0.00297,"14.82","15.26","14.96","7.73","7.85","7.8","Ch2","2023-12-08 12:31:26.796","SMR","19.48","12-08_115"
"min60.5_80",60.5,"0.64","7.93",0.00299,"14.94","15.33","15.13","7.67","7.77","7.72","Ch2","2023-12-08 12:51:26.245","SMR","19.48","12-08_115"
"min80.5_100",80.5,"0.808","8.08",0.00423,"14.88","15.18","14.99","7.63","7.74","7.69","Ch2","2023-12-08 13:11:27.164","SMR","19.47","12-08_115"
"min100.5_120",100.5,"0.11","7.71",9e-04,"14.95","15.33","15.15","7.58","7.66","7.62","Ch2","2023-12-08 13:31:26.492","SMR","19.47","12-08_115"
"min120.5_140",120.5,"0.916","8.4",0.00624,"14.83","15.16","14.95","7.5","7.65","7.58","Ch2","2023-12-08 13:51:26.869","SMR","19.47","12-08_115"
"min140.5_160",140.5,"0.153","7.36",0.00106,"14.79","15.28","15.03","7.48","7.57","7.52","Ch2","2023-12-08 14:11:26.248","SMR","19.48","12-08_115"
"min160.5_180",160.5,"0.839","8.26",0.00468,"14.84","15.32","15.04","7.39","7.53","7.46","Ch2","2023-12-08 14:31:26.602","SMR","19.47","12-08_115"
"min180.5_200",180.5,"0.318","7.8",0.00199,"14.94","15.29","15.08","7.37","7.46","7.43","Ch2","2023-12-08 14:51:26.944","SMR","19.47","12-08_115"
"min200.5_220",200.5,"0.069","7.23",0.00069,"14.89","15.37","15.14","7.33","7.41","7.37","Ch2","2023-12-08 15:11:26.302","SMR","19.47","12-08_115"
"min220.5_240",220.5,"0.9","8.69",0.00588,"14.81","15.22","14.98","7.26","7.4","7.33","Ch2","2023-12-08 15:31:26.774","SMR","19.48","12-08_115"
"min240.5_260",240.5,"0.24","6.95",0.0013,"14.9","15.33","15.13","7.24","7.32","7.28","Ch2","2023-12-08 15:51:26.293","SMR","19.47","12-08_115"
"min0.5_20",0.5,"0.752","8.23",0.00382,"14.79","15.23","14.98","8.13","8.23","8.19","Ch3","2023-12-08 11:51:26.926","SMR","19.47","12-08_115"
"min20.5_40",20.5,"0.809","8.21",0.00429,"14.89","15.37","15.1","8.02","8.14","8.08","Ch3","2023-12-08 12:11:26.395","SMR","19.47","12-08_115"
"min40.5_60",40.5,"0.53","8.24",0.0036,"14.82","15.26","14.96","7.98","8.11","8.06","Ch3","2023-12-08 12:31:26.796","SMR","19.48","12-08_115"
"min60.5_80",60.5,"0.707","8.21",0.00361,"14.94","15.33","15.13","7.91","8.02","7.96","Ch3","2023-12-08 12:51:26.245","SMR","19.48","12-08_115"
"min80.5_100",80.5,"0.846","8.4",0.0052,"14.88","15.18","14.99","7.85","7.98","7.93","Ch3","2023-12-08 13:11:27.164","SMR","19.47","12-08_115"
"min100.5_120",100.5,"0.184","7.98",0.00128,"14.95","15.33","15.15","7.79","7.88","7.83","Ch3","2023-12-08 13:31:26.492","SMR","19.47","12-08_115"
"min120.5_140",120.5,"0.934","8.71",0.00706,"14.83","15.16","14.95","7.71","7.86","7.79","Ch3","2023-12-08 13:51:26.869","SMR","19.47","12-08_115"
"min140.5_160",140.5,"0.134","7.57",0.00101,"14.79","15.28","15.03","7.68","7.76","7.72","Ch3","2023-12-08 14:11:26.248","SMR","19.48","12-08_115"
"min160.5_180",160.5,"0.874","8.55",0.00526,"14.84","15.32","15.04","7.58","7.72","7.65","Ch3","2023-12-08 14:31:26.602","SMR","19.47","12-08_115"
"min180.5_200",180.5,"0.351","8.04",0.00228,"14.94","15.29","15.08","7.55","7.65","7.61","Ch3","2023-12-08 14:51:26.944","SMR","19.47","12-08_115"
"min200.5_220",200.5,"0.018","7.47",0.00035,"14.89","15.37","15.14","7.5","7.58","7.55","Ch3","2023-12-08 15:11:26.302","SMR","19.47","12-08_115"
"min220.5_240",220.5,"0.924","9.02",0.00663,"14.81","15.22","14.98","7.42","7.58","7.5","Ch3","2023-12-08 15:31:26.774","SMR","19.48","12-08_115"
