"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.031","7.72",0.00044,"13.13","13.55","13.37","7.7","7.78","7.73","Ch1","2024-02-16 18:49:04.923","SMR","19.47","02-16_184"
"min20.5_40",20.5,"0.756","7.85",0.00541,"13.07","13.74","13.37","7.61","7.76","7.68","Ch1","2024-02-16 19:09:04.27","SMR","19.47","02-16_184"
"min40.5_60",40.5,"0.1","7.76",0.00118,"13.11","13.54","13.3","7.65","7.74","7.7","Ch1","2024-02-16 19:29:04.657","SMR","19.47","02-16_184"
"min60.5_80",60.5,"0.006","7.68",0.00027,"13.26","13.58","13.41","7.62","7.7","7.66","Ch1","2024-02-16 19:49:04.817","SMR","19.47","02-16_184"
"min80.5_100",80.5,"0.034","7.71",0.00058,"13.27","13.58","13.42","7.62","7.69","7.66","Ch1","2024-02-16 20:09:04.221","SMR","19.48","02-16_184"
"min0.5_20",0.5,"0.364","7.87",0.00174,"13.13","13.55","13.37","7.85","7.93","7.89","Ch2","2024-02-16 18:49:04.923","SMR","19.47","02-16_184"
"min20.5_40",20.5,"0.746","8.01",0.00541,"13.07","13.74","13.37","7.78","7.93","7.85","Ch2","2024-02-16 19:09:04.27","SMR","19.47","02-16_184"
"min40.5_60",40.5,"0.106","7.94",0.0013,"13.11","13.54","13.3","7.82","7.92","7.88","Ch2","2024-02-16 19:29:04.657","SMR","19.47","02-16_184"
"min60.5_80",60.5,"0.008","7.85",0.00032,"13.26","13.58","13.41","7.78","7.87","7.83","Ch2","2024-02-16 19:49:04.817","SMR","19.47","02-16_184"
"min80.5_100",80.5,"0.038","7.88",0.00067,"13.27","13.58","13.42","7.78","7.87","7.82","Ch2","2024-02-16 20:09:04.221","SMR","19.48","02-16_184"
"min0.5_20",0.5,"0.118","7.88",0.00108,"13.13","13.55","13.37","7.86","7.95","7.9","Ch4","2024-02-16 18:49:04.923","SMR","19.47","02-16_184"
"min20.5_40",20.5,"0.793","8.04",0.00634,"13.07","13.74","13.37","7.78","7.93","7.85","Ch4","2024-02-16 19:09:04.27","SMR","19.47","02-16_184"
"min40.5_60",40.5,"0.118","7.94",0.00144,"13.11","13.54","13.3","7.8","7.91","7.87","Ch4","2024-02-16 19:29:04.657","SMR","19.47","02-16_184"
"min60.5_80",60.5,"0.046","7.87",0.00078,"13.26","13.58","13.41","7.76","7.86","7.81","Ch4","2024-02-16 19:49:04.817","SMR","19.47","02-16_184"
"min80.5_100",80.5,"0.05","7.87",0.00076,"13.27","13.58","13.42","7.76","7.84","7.8","Ch4","2024-02-16 20:09:04.221","SMR","19.48","02-16_184"
