"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.523","7.97",0.00091,"18.91","18.99","18.94","7.96","8.01","7.98","Ch1","2023-12-01 17:47:27.636","SMR","19.48","12-01_174"
"min20.5_40",20.5,"0.591","7.94",0.0025,"18.68","19.02","18.79","7.97","8.05","8.02","Ch1","2023-12-01 18:07:27.17","SMR","19.47","12-01_174"
"min40.5_60",40.5,"0.66","8.1",0.00176,"18.62","18.78","18.68","7.98","8.04","8.01","Ch1","2023-12-01 18:27:27.622","SMR","19.48","12-01_174"
"min60.5_80",60.5,"0.72","8.23",0.00426,"18.63","19.19","18.96","7.89","8.01","7.94","Ch1","2023-12-01 18:47:27.074","SMR","19.47","12-01_174"
"min80.5_100",80.5,"0.466","8.01",0.00094,"19","19.14","19.07","7.9","7.94","7.92","Ch1","2023-12-01 19:07:28.048","SMR","19.47","12-01_174"
"min100.5_120",100.5,"0.75","8.11",0.00203,"18.9","19.11","18.99","7.85","7.92","7.89","Ch1","2023-12-01 19:27:27.076","SMR","19.47","12-01_174"
"min120.5_140",120.5,"0.792","8.12",0.00204,"18.81","18.97","18.87","7.82","7.89","7.85","Ch1","2023-12-01 19:47:27.669","SMR","19.47","12-01_174"
"min140.5_160",140.5,"0.822","8.15",0.00227,"18.74","18.91","18.8","7.77","7.84","7.81","Ch1","2023-12-01 20:07:28.055","SMR","19.47","12-01_174"
"min160.5_180",160.5,"0.772","8.1",0.00196,"18.68","18.83","18.74","7.73","7.8","7.76","Ch1","2023-12-01 20:27:27.431","SMR","19.47","12-01_174"
"min0.5_20",0.5,"0.353","7.71",0.00066,"18.91","18.99","18.94","7.7","7.74","7.72","Ch2","2023-12-01 17:47:27.636","SMR","19.48","12-01_174"
"min20.5_40",20.5,"0.531","7.68",0.00222,"18.68","19.02","18.79","7.7","7.78","7.75","Ch2","2023-12-01 18:07:27.17","SMR","19.47","12-01_174"
"min40.5_60",40.5,"0.722","7.84",0.00197,"18.62","18.78","18.68","7.7","7.77","7.74","Ch2","2023-12-01 18:27:27.622","SMR","19.48","12-01_174"
"min60.5_80",60.5,"0.732","7.97",0.00453,"18.63","19.19","18.96","7.61","7.73","7.65","Ch2","2023-12-01 18:47:27.074","SMR","19.47","12-01_174"
"min80.5_100",80.5,"0.568","7.74",0.00115,"19","19.14","19.07","7.61","7.65","7.63","Ch2","2023-12-01 19:07:28.048","SMR","19.47","12-01_174"
"min100.5_120",100.5,"0.809","7.86",0.00241,"18.9","19.11","18.99","7.55","7.63","7.6","Ch2","2023-12-01 19:27:27.076","SMR","19.47","12-01_174"
"min120.5_140",120.5,"0.818","7.85",0.0023,"18.81","18.97","18.87","7.51","7.58","7.55","Ch2","2023-12-01 19:47:27.669","SMR","19.47","12-01_174"
"min140.5_160",140.5,"0.862","7.89",0.0026,"18.74","18.91","18.8","7.46","7.54","7.5","Ch2","2023-12-01 20:07:28.055","SMR","19.47","12-01_174"
"min160.5_180",160.5,"0.812","7.84",0.00228,"18.68","18.83","18.74","7.41","7.48","7.45","Ch2","2023-12-01 20:27:27.431","SMR","19.47","12-01_174"
"min0.5_20",0.5,"0.193","7.72",0.00036,"18.91","18.99","18.94","7.71","7.74","7.73","Ch3","2023-12-01 17:47:27.636","SMR","19.48","12-01_174"
"min20.5_40",20.5,"0.4","7.7",0.00163,"18.68","19.02","18.79","7.71","7.78","7.75","Ch3","2023-12-01 18:07:27.17","SMR","19.47","12-01_174"
"min40.5_60",40.5,"0.794","7.85",0.00238,"18.62","18.78","18.68","7.69","7.76","7.73","Ch3","2023-12-01 18:27:27.622","SMR","19.48","12-01_174"
"min60.5_80",60.5,"0.746","7.95",0.00431,"18.63","19.19","18.96","7.6","7.72","7.65","Ch3","2023-12-01 18:47:27.074","SMR","19.47","12-01_174"
"min80.5_100",80.5,"0.766","7.78",0.00176,"19","19.14","19.07","7.59","7.65","7.62","Ch3","2023-12-01 19:07:28.048","SMR","19.47","12-01_174"
"min100.5_120",100.5,"0.852","7.86",0.00258,"18.9","19.11","18.99","7.54","7.61","7.57","Ch3","2023-12-01 19:27:27.076","SMR","19.47","12-01_174"
"min120.5_140",120.5,"0.881","7.87",0.00261,"18.81","18.97","18.87","7.48","7.56","7.53","Ch3","2023-12-01 19:47:27.669","SMR","19.47","12-01_174"
"min140.5_160",140.5,"0.894","7.87",0.00266,"18.74","18.91","18.8","7.43","7.5","7.47","Ch3","2023-12-01 20:07:28.055","SMR","19.47","12-01_174"
"min160.5_180",160.5,"0.865","7.84",0.00248,"18.68","18.83","18.74","7.38","7.45","7.42","Ch3","2023-12-01 20:27:27.431","SMR","19.47","12-01_174"
"min0.5_20",0.5,"0.368","8.03",0.00054,"18.91","18.99","18.94","8","8.04","8.02","Ch4","2023-12-01 17:47:27.636","SMR","19.48","12-01_174"
"min20.5_40",20.5,"0.059","8.01",5e-04,"18.68","19.02","18.79","7.99","8.05","8.02","Ch4","2023-12-01 18:07:27.17","SMR","19.47","12-01_174"
