"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.178","8",0.00085,"19.09","19.39","19.17","7.94","8.02","7.99","Ch1","2023-12-02 18:03:31.726","SMR","19.48","12-02_180"
"min20.5_40",20.5,"0.619","8.03",0.00241,"19.02","19.4","19.11","7.88","7.99","7.96","Ch1","2023-12-02 18:23:32.02","SMR","19.48","12-02_180"
"min40.5_60",40.5,"0.887","8.07",0.00322,"18.96","19.12","19.04","7.87","7.95","7.91","Ch1","2023-12-02 18:43:32.441","SMR","19.47","12-02_180"
"min60.5_80",60.5,"0.887","8.11",0.00369,"18.91","19.12","18.97","7.79","7.9","7.85","Ch1","2023-12-02 19:03:32.226","SMR","19.47","12-02_180"
"min80.5_100",80.5,"0.879","8.29",0.00594,"18.91","19.45","19.21","7.7","7.83","7.75","Ch1","2023-12-02 19:23:31.773","SMR","19.47","12-02_180"
"min100.5_120",100.5,"0.355","7.83",0.00106,"19.27","19.48","19.35","7.68","7.74","7.71","Ch1","2023-12-02 19:43:32.427","SMR","19.47","12-02_180"
"min120.5_140",120.5,"0.854","8.09",0.00331,"19.17","19.55","19.25","7.58","7.7","7.66","Ch1","2023-12-02 20:03:31.971","SMR","19.48","12-02_180"
"min140.5_160",140.5,"0.91","8.12",0.00347,"19.07","19.26","19.15","7.55","7.64","7.6","Ch1","2023-12-02 20:23:32.554","SMR","19.46","12-02_180"
"min160.5_180",160.5,"0.901","8.04",0.00297,"19","19.18","19.06","7.49","7.57","7.53","Ch1","2023-12-02 20:43:32.077","SMR","19.48","12-02_180"
"min0.5_20",0.5,"0.456","7.75",0.00163,"19.09","19.39","19.17","7.67","7.76","7.73","Ch2","2023-12-02 18:03:31.726","SMR","19.48","12-02_180"
"min20.5_40",20.5,"0.712","7.77",0.00291,"19.02","19.4","19.11","7.6","7.72","7.68","Ch2","2023-12-02 18:23:32.02","SMR","19.48","12-02_180"
"min40.5_60",40.5,"0.907","7.81",0.00371,"18.96","19.12","19.04","7.58","7.67","7.62","Ch2","2023-12-02 18:43:32.441","SMR","19.47","12-02_180"
"min60.5_80",60.5,"0.898","7.83",0.00397,"18.91","19.12","18.97","7.49","7.61","7.55","Ch2","2023-12-02 19:03:32.226","SMR","19.47","12-02_180"
"min80.5_100",80.5,"0.87","7.92",0.00509,"18.91","19.45","19.21","7.41","7.53","7.46","Ch2","2023-12-02 19:23:31.773","SMR","19.47","12-02_180"
"min100.5_120",100.5,"0.638","7.61",0.00174,"19.27","19.48","19.35","7.38","7.44","7.41","Ch2","2023-12-02 19:43:32.427","SMR","19.47","12-02_180"
"min120.5_140",120.5,"0.845","7.77",0.00313,"19.17","19.55","19.25","7.29","7.4","7.36","Ch2","2023-12-02 20:03:31.971","SMR","19.48","12-02_180"
"min140.5_160",140.5,"0.903","7.8",0.00331,"19.07","19.26","19.15","7.25","7.35","7.3","Ch2","2023-12-02 20:23:32.554","SMR","19.46","12-02_180"
"min160.5_180",160.5,"0.909","7.77",0.00317,"19","19.18","19.06","7.19","7.28","7.24","Ch2","2023-12-02 20:43:32.077","SMR","19.48","12-02_180"
