"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.758","7.63",0.00308,"13.16","13.63","13.34","7.54","7.65","7.6","Ch1","2024-02-19 21:38:20.473","SMR","19.48","02-19_213"
"min20.5_40",20.5,"0.438","7.45",0.00269,"13.29","13.83","13.48","7.45","7.59","7.53","Ch1","2024-02-19 21:58:20.951","SMR","19.47","02-19_213"
"min40.5_60",40.5,"0.813","7.79",0.00459,"13.18","13.67","13.37","7.49","7.61","7.56","Ch1","2024-02-19 22:18:20.417","SMR","19.48","02-19_213"
"min60.5_80",60.5,"0.872","7.25",0.00452,"13.2","13.69","13.46","7.5","7.61","7.56","Ch1","2024-02-19 22:38:20.204","SMR","19.47","02-19_213"
"min80.5_100",80.5,"0","7.55",2e-05,"13.24","13.64","13.44","7.5","7.6","7.55","Ch1","2024-02-19 22:58:20.801","SMR","19.47","02-19_213"
"min100.5_120",100.5,"0.403","7.81",0.00227,"13.24","13.64","13.41","7.51","7.61","7.56","Ch1","2024-02-19 23:18:20.105","SMR","19.47","02-19_213"
"min120.5_140",120.5,"0.708","8.1",0.00412,"13.17","13.65","13.36","7.5","7.61","7.56","Ch1","2024-02-19 23:38:20.59","SMR","19.48","02-19_213"
"min140.5_160",140.5,"0.837","6.95",0.00416,"13.13","13.67","13.37","7.51","7.62","7.57","Ch1","2024-02-19 23:58:21.04","SMR","19.47","02-19_213"
"min160.5_180",160.5,"0.059","7.69",0.00086,"13.16","13.64","13.43","7.5","7.6","7.54","Ch1","2024-02-20 00:18:20.492","SMR","19.47","02-19_213"
"min180.5_200",180.5,"0.543","8.12",0.00286,"13.16","13.48","13.31","7.52","7.61","7.57","Ch1","2024-02-20 00:38:20.936","SMR","19.47","02-19_213"
"min200.5_220",200.5,"0.91","6.59",0.00458,"13.23","13.64","13.48","7.5","7.61","7.56","Ch1","2024-02-20 00:58:20.3","SMR","19.47","02-19_213"
"min220.5_240",220.5,"0.921","8.98",0.00617,"13.11","13.69","13.35","7.49","7.63","7.56","Ch1","2024-02-20 01:18:20.685","SMR","19.48","02-19_213"
"min240.5_260",240.5,"0.438","6.96",0.00244,"13.25","13.7","13.42","7.51","7.62","7.57","Ch1","2024-02-20 01:38:21.065","SMR","19.47","02-19_213"
"min260.5_280",260.5,"0.692","6.67",0.00329,"13.3","13.68","13.5","7.51","7.61","7.56","Ch1","2024-02-20 01:58:20.434","SMR","19.47","02-19_213"
"min280.5_300",280.5,"0.876","9.06",0.00518,"13.18","13.7","13.39","7.5","7.62","7.56","Ch1","2024-02-20 02:18:20.811","SMR","19.47","02-19_213"
"min300.5_320",300.5,"0.295","7.06",0.00167,"13.2","13.61","13.39","7.53","7.62","7.58","Ch1","2024-02-20 02:38:20.204","SMR","19.47","02-19_213"
"min320.5_340",320.5,"0.601","6.47",0.00329,"13.3","13.79","13.51","7.49","7.62","7.55","Ch1","2024-02-20 02:58:20.562","SMR","19.48","02-19_213"
