"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.808","8.13",0.00768,"13.05","13.59","13.4","7.99","8.19","8.05","Ch1","2024-02-15 09:29:43.702","SMR","19.47","02-15_092"
"min20.5_40",20.5,"0.261","8.1",0.00184,"13.13","13.51","13.29","7.99","8.09","8.05","Ch1","2024-02-15 09:49:43.277","SMR","19.47","02-15_092"
"min40.5_60",40.5,"0.848","7.82",0.00369,"13.16","13.59","13.4","7.96","8.06","8.01","Ch1","2024-02-15 10:09:43.708","SMR","19.47","02-15_092"
"min60.5_80",60.5,"0.524","8.22",0.00347,"13.15","13.9","13.39","7.86","8.05","7.98","Ch1","2024-02-15 10:29:43.864","SMR","19.47","02-15_092"
"min80.5_100",80.5,"0.768","8.39",0.00455,"13.19","13.55","13.35","7.91","8.03","7.98","Ch1","2024-02-15 10:49:43.532","SMR","19.48","02-15_092"
"min100.5_120",100.5,"0.009","7.92",3e-04,"13.26","13.57","13.41","7.91","7.99","7.95","Ch1","2024-02-15 11:09:43.849","SMR","19.47","02-15_092"
"min0.5_20",0.5,"0.693","8.01",0.00603,"13.05","13.59","13.4","7.9","8.07","7.95","Ch2","2024-02-15 09:29:43.702","SMR","19.47","02-15_092"
"min20.5_40",20.5,"0.133","8.02",0.00153,"13.13","13.51","13.29","7.91","8.02","7.98","Ch2","2024-02-15 09:49:43.277","SMR","19.47","02-15_092"
"min40.5_60",40.5,"0.818","7.73",0.00395,"13.16","13.59","13.4","7.88","7.98","7.93","Ch2","2024-02-15 10:09:43.708","SMR","19.47","02-15_092"
"min60.5_80",60.5,"0.672","8.26",0.00536,"13.15","13.9","13.39","7.76","7.97","7.88","Ch2","2024-02-15 10:29:43.864","SMR","19.47","02-15_092"
"min80.5_100",80.5,"0.783","8.39",0.00584,"13.19","13.55","13.35","7.79","7.92","7.87","Ch2","2024-02-15 10:49:43.532","SMR","19.48","02-15_092"
"min100.5_120",100.5,"0.005","7.79",0.00026,"13.26","13.57","13.41","7.78","7.87","7.82","Ch2","2024-02-15 11:09:43.849","SMR","19.47","02-15_092"
"min0.5_20",0.5,"0.756","8.03",0.00529,"13.05","13.59","13.4","7.93","8.07","7.98","Ch4","2024-02-15 09:29:43.702","SMR","19.47","02-15_092"
"min20.5_40",20.5,"0.047","8.04",0.00088,"13.13","13.51","13.29","7.96","8.05","8.01","Ch4","2024-02-15 09:49:43.277","SMR","19.47","02-15_092"
"min40.5_60",40.5,"0.858","7.75",0.00448,"13.16","13.59","13.4","7.93","8.03","7.97","Ch4","2024-02-15 10:09:43.708","SMR","19.47","02-15_092"
"min60.5_80",60.5,"0.626","8.28",0.00482,"13.15","13.9","13.39","7.82","8.02","7.94","Ch4","2024-02-15 10:29:43.864","SMR","19.47","02-15_092"
"min80.5_100",80.5,"0.727","8.41",0.00525,"13.19","13.55","13.35","7.86","7.99","7.93","Ch4","2024-02-15 10:49:43.532","SMR","19.48","02-15_092"
"min100.5_120",100.5,"0.043","7.82",0.00074,"13.26","13.57","13.41","7.86","7.94","7.9","Ch4","2024-02-15 11:09:43.849","SMR","19.47","02-15_092"
