"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.303","8.01",0.00163,"13.21","13.52","13.36","7.99","8.07","8.03","Ch1","2024-02-15 12:05:04.042","SMR","19.46","02-15_120"
"min20.5_40",20.5,"0.59","7.9",0.00371,"13.37","13.72","13.56","7.96","8.07","8.01","Ch1","2024-02-15 12:25:03.93","SMR","19.47","02-15_120"
"min40.5_60",40.5,"0.543","8.19",0.00372,"13.35","13.75","13.57","7.96","8.07","8.01","Ch1","2024-02-15 12:45:03.368","SMR","19.47","02-15_120"
"min60.5_80",60.5,"0.519","8.28",0.00385,"13.28","13.63","13.44","7.94","8.07","8.01","Ch1","2024-02-15 13:05:03.741","SMR","19.48","02-15_120"
"min0.5_20",0.5,"0.424","8.03",0.00216,"13.21","13.52","13.36","8","8.1","8.05","Ch2","2024-02-15 12:05:04.042","SMR","19.46","02-15_120"
"min20.5_40",20.5,"0.63","7.91",0.00394,"13.37","13.72","13.56","7.99","8.1","8.03","Ch2","2024-02-15 12:25:03.93","SMR","19.47","02-15_120"
"min40.5_60",40.5,"0.508","8.21",0.00341,"13.35","13.75","13.57","7.98","8.1","8.03","Ch2","2024-02-15 12:45:03.368","SMR","19.47","02-15_120"
"min60.5_80",60.5,"0.497","8.3",0.00364,"13.28","13.63","13.44","7.97","8.1","8.04","Ch2","2024-02-15 13:05:03.741","SMR","19.48","02-15_120"
"min0.5_20",0.5,"0.49","8.01",0.00242,"13.21","13.52","13.36","7.99","8.08","8.04","Ch3","2024-02-15 12:05:04.042","SMR","19.46","02-15_120"
"min20.5_40",20.5,"0.638","7.91",0.00386,"13.37","13.72","13.56","7.98","8.09","8.03","Ch3","2024-02-15 12:25:03.93","SMR","19.47","02-15_120"
"min40.5_60",40.5,"0.524","8.2",0.0034,"13.35","13.75","13.57","7.97","8.09","8.03","Ch3","2024-02-15 12:45:03.368","SMR","19.47","02-15_120"
"min60.5_80",60.5,"0.585","8.32",0.00406,"13.28","13.63","13.44","7.96","8.08","8.03","Ch3","2024-02-15 13:05:03.741","SMR","19.48","02-15_120"
"min0.5_20",0.5,"0.046","7.98",0.00047,"13.21","13.52","13.36","7.95","8.02","7.98","Ch4","2024-02-15 12:05:04.042","SMR","19.46","02-15_120"
"min20.5_40",20.5,"0.598","7.86",0.00318,"13.37","13.72","13.56","7.92","8.01","7.96","Ch4","2024-02-15 12:25:03.93","SMR","19.47","02-15_120"
"min40.5_60",40.5,"0.457","8.09",0.00284,"13.35","13.75","13.57","7.91","8.02","7.95","Ch4","2024-02-15 12:45:03.368","SMR","19.47","02-15_120"
"min60.5_80",60.5,"0.589","8.22",0.00377,"13.28","13.63","13.44","7.89","8.01","7.96","Ch4","2024-02-15 13:05:03.741","SMR","19.48","02-15_120"
