"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.506","8.04",0.00271,"13.31","13.67","13.46","7.94","8.04","8.01","Ch1","2024-02-15 13:52:39.407","SMR","19.48","02-15_135"
"min20.5_40",20.5,"0.569","7.91",0.00245,"13.19","13.59","13.39","7.94","8.02","7.99","Ch1","2024-02-15 14:12:39.851","SMR","19.47","02-15_135"
"min40.5_60",40.5,"0.031","7.91",0.00057,"13.27","13.6","13.44","7.9","7.99","7.94","Ch1","2024-02-15 14:32:39.216","SMR","19.47","02-15_135"
"min60.5_80",60.5,"0.944","8.42",0.00704,"13.16","13.65","13.35","7.85","7.99","7.93","Ch1","2024-02-15 14:52:39.479","SMR","19.48","02-15_135"
"min80.5_100",80.5,"0.673","7.65",0.00287,"13.17","13.66","13.4","7.85","7.95","7.91","Ch1","2024-02-15 15:12:39.933","SMR","19.46","02-15_135"
"min100.5_120",100.5,"0.22","8.07",0.00193,"13.23","13.65","13.47","7.8","7.92","7.85","Ch1","2024-02-15 15:32:39.368","SMR","19.47","02-15_135"
"min120.5_140",120.5,"0.867","8.57",0.00557,"13.22","13.62","13.39","7.78","7.9","7.85","Ch1","2024-02-15 15:52:39.772","SMR","19.47","02-15_135"
"min140.5_160",140.5,"0.003","7.81",0.00018,"13.13","13.57","13.32","7.78","7.87","7.84","Ch1","2024-02-15 16:12:39.208","SMR","19.47","02-15_135"
"min160.5_180",160.5,"0.474","7.36",0.00245,"13.23","13.59","13.43","7.74","7.83","7.78","Ch1","2024-02-15 16:32:39.684","SMR","19.47","02-15_135"
"min0.5_20",0.5,"0.541","7.97",0.00311,"13.31","13.67","13.46","7.86","7.98","7.94","Ch2","2024-02-15 13:52:39.407","SMR","19.48","02-15_135"
"min20.5_40",20.5,"0.607","7.83",0.0027,"13.19","13.59","13.39","7.87","7.95","7.91","Ch2","2024-02-15 14:12:39.851","SMR","19.47","02-15_135"
"min40.5_60",40.5,"0.021","7.84",0.00051,"13.27","13.6","13.44","7.83","7.91","7.86","Ch2","2024-02-15 14:32:39.216","SMR","19.47","02-15_135"
"min60.5_80",60.5,"0.943","8.38",0.00752,"13.16","13.65","13.35","7.76","7.92","7.85","Ch2","2024-02-15 14:52:39.479","SMR","19.48","02-15_135"
"min80.5_100",80.5,"0.697","7.54",0.00318,"13.17","13.66","13.4","7.77","7.87","7.83","Ch2","2024-02-15 15:12:39.933","SMR","19.46","02-15_135"
"min100.5_120",100.5,"0.291","8.03",0.00239,"13.23","13.65","13.47","7.73","7.83","7.77","Ch2","2024-02-15 15:32:39.368","SMR","19.47","02-15_135"
"min120.5_140",120.5,"0.849","8.49",0.00556,"13.22","13.62","13.39","7.7","7.82","7.77","Ch2","2024-02-15 15:52:39.772","SMR","19.47","02-15_135"
"min140.5_160",140.5,"0.017","7.69",0.00046,"13.13","13.57","13.32","7.71","7.8","7.76","Ch2","2024-02-15 16:12:39.208","SMR","19.47","02-15_135"
"min160.5_180",160.5,"0.412","7.3",0.00234,"13.23","13.59","13.43","7.66","7.74","7.7","Ch2","2024-02-15 16:32:39.684","SMR","19.47","02-15_135"
"min0.5_20",0.5,"0.359","7.96",0.00219,"13.31","13.67","13.46","7.87","7.97","7.94","Ch4","2024-02-15 13:52:39.407","SMR","19.48","02-15_135"
"min20.5_40",20.5,"0.484","7.85",0.00219,"13.19","13.59","13.39","7.87","7.95","7.92","Ch4","2024-02-15 14:12:39.851","SMR","19.47","02-15_135"
"min40.5_60",40.5,"0.012","7.87",0.00039,"13.27","13.6","13.44","7.81","7.9","7.85","Ch4","2024-02-15 14:32:39.216","SMR","19.47","02-15_135"
"min60.5_80",60.5,"0.957","8.41",0.00837,"13.16","13.65","13.35","7.73","7.89","7.82","Ch4","2024-02-15 14:52:39.479","SMR","19.48","02-15_135"
"min80.5_100",80.5,"0.661","7.54",0.00269,"13.17","13.66","13.4","7.74","7.82","7.79","Ch4","2024-02-15 15:12:39.933","SMR","19.46","02-15_135"
"min100.5_120",100.5,"0.403","8.05",0.00312,"13.23","13.65","13.47","7.66","7.78","7.71","Ch4","2024-02-15 15:32:39.368","SMR","19.47","02-15_135"
"min120.5_140",120.5,"0.883","8.52",0.00634,"13.22","13.62","13.39","7.62","7.75","7.69","Ch4","2024-02-15 15:52:39.772","SMR","19.47","02-15_135"
"min140.5_160",140.5,"0","7.67",2e-05,"13.13","13.57","13.32","7.61","7.71","7.67","Ch4","2024-02-15 16:12:39.208","SMR","19.47","02-15_135"
"min160.5_180",160.5,"0.276","7.3",0.00174,"13.23","13.59","13.43","7.55","7.63","7.6","Ch4","2024-02-15 16:32:39.684","SMR","19.47","02-15_135"
