"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.945","7.63",0.00311,"22.35","22.7","22.47","7.56","7.64","7.6","Ch1","2023-12-11 09:06:44.017","SMR","19.48","12-11_090"
"min20.5_40",20.5,"0.914","7.62",0.00253,"22.18","22.38","22.27","7.51","7.58","7.55","Ch1","2023-12-11 09:26:44.53","SMR","19.47","12-11_090"
"min40.5_60",40.5,"0.897","7.61",0.0022,"22.05","22.24","22.12","7.46","7.53","7.5","Ch1","2023-12-11 09:46:43.949","SMR","19.47","12-11_090"
"min60.5_80",60.5,"0.744","7.56",0.00142,"21.96","22.12","22.02","7.43","7.48","7.46","Ch1","2023-12-11 10:06:43.87","SMR","19.47","12-11_090"
"min80.5_100",80.5,"0.561","7.52",0.00093,"21.9","22.02","21.94","7.42","7.46","7.44","Ch1","2023-12-11 10:26:44.36","SMR","19.47","12-11_090"
"min100.5_120",100.5,"0.466","7.5",0.00073,"21.84","21.95","21.88","7.4","7.44","7.42","Ch1","2023-12-11 10:46:43.754","SMR","19.47","12-11_090"
"min120.5_140",120.5,"0.383","7.49",0.00064,"21.81","21.92","21.84","7.38","7.42","7.41","Ch1","2023-12-11 11:06:44.12","SMR","19.47","12-11_090"
"min140.5_160",140.5,"0.308","7.48",0.00059,"21.79","21.9","21.82","7.37","7.41","7.39","Ch1","2023-12-11 11:26:44.451","SMR","19.47","12-11_090"
"min160.5_180",160.5,"0.316","7.48",0.00056,"21.78","21.88","21.8","7.36","7.4","7.38","Ch1","2023-12-11 11:46:43.842","SMR","19.48","12-11_090"
"min180.5_200",180.5,"0.833","8.97",0.00885,"21.77","23.4","22.61","7.22","7.39","7.29","Ch1","2023-12-11 12:06:44.194","SMR","19.48","12-11_090"
"min200.5_220",200.5,"0.764","6.77",0.00252,"22.98","23.37","23.16","7.25","7.33","7.3","Ch1","2023-12-11 12:26:44.565","SMR","19.47","12-11_090"
"min220.5_240",220.5,"0.815","7.98",0.00303,"22.95","23.31","23.13","7.25","7.33","7.28","Ch1","2023-12-11 12:46:43.907","SMR","19.47","12-11_090"
