"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.985","7.73",0.01173,"13.22","13.59","13.37","7.49","7.75","7.61","Ch1","2024-02-20 14:13:48.561","SMR","19.47","02-20_141"
"min20.5_40",20.5,"0.846","7.42",0.00319,"13.28","13.72","13.53","7.47","7.56","7.52","Ch1","2024-02-20 14:33:49.083","SMR","19.47","02-20_141"
"min40.5_60",40.5,"0.652","7.71",0.00438,"13.28","13.83","13.5","7.41","7.56","7.49","Ch1","2024-02-20 14:53:48.632","SMR","19.47","02-20_141"
"min60.5_80",60.5,"0.543","7.73",0.00358,"13.24","13.69","13.41","7.39","7.52","7.48","Ch1","2024-02-20 15:13:48.821","SMR","19.48","02-20_141"
"min80.5_100",80.5,"0.837","7.13",0.00343,"13.25","13.73","13.52","7.38","7.48","7.44","Ch1","2024-02-20 15:33:48.406","SMR","19.47","02-20_141"
"min100.5_120",100.5,"0.875","8.06",0.00589,"13.18","13.64","13.4","7.35","7.48","7.41","Ch1","2024-02-20 15:53:48.849","SMR","19.48","02-20_141"
"min120.5_140",120.5,"0","7.4",1e-05,"13.17","13.63","13.35","7.36","7.43","7.4","Ch1","2024-02-20 16:13:49.288","SMR","19.47","02-20_141"
"min140.5_160",140.5,"0.111","7.18",0.00104,"13.35","13.77","13.56","7.29","7.39","7.34","Ch1","2024-02-20 16:33:48.657","SMR","19.48","02-20_141"
"min160.5_180",160.5,"0.792","8.18",0.00499,"13.31","13.75","13.52","7.27","7.39","7.33","Ch1","2024-02-20 16:53:49.208","SMR","19.47","02-20_141"
"min0.5_20",0.5,"0.986","7.94",0.01114,"13.22","13.59","13.37","7.71","7.96","7.83","Ch2","2024-02-20 14:13:48.561","SMR","19.47","02-20_141"
"min20.5_40",20.5,"0.899","7.63",0.00407,"13.28","13.72","13.53","7.69","7.81","7.75","Ch2","2024-02-20 14:33:49.083","SMR","19.47","02-20_141"
"min40.5_60",40.5,"0.604","7.94",0.00419,"13.28","13.83","13.5","7.65","7.8","7.73","Ch2","2024-02-20 14:53:48.632","SMR","19.47","02-20_141"
"min60.5_80",60.5,"0.42","7.95",0.00309,"13.24","13.69","13.41","7.64","7.78","7.73","Ch2","2024-02-20 15:13:48.821","SMR","19.48","02-20_141"
"min80.5_100",80.5,"0.862","7.34",0.0039,"13.25","13.73","13.52","7.64","7.74","7.69","Ch2","2024-02-20 15:33:48.406","SMR","19.47","02-20_141"
"min100.5_120",100.5,"0.862","8.31",0.00577,"13.18","13.64","13.4","7.61","7.75","7.67","Ch2","2024-02-20 15:53:48.849","SMR","19.48","02-20_141"
"min120.5_140",120.5,"0.006","7.64",0.00019,"13.17","13.63","13.35","7.62","7.7","7.67","Ch2","2024-02-20 16:13:49.288","SMR","19.47","02-20_141"
"min140.5_160",140.5,"0.135","7.42",0.00122,"13.35","13.77","13.56","7.56","7.66","7.61","Ch2","2024-02-20 16:33:48.657","SMR","19.48","02-20_141"
"min160.5_180",160.5,"0.771","8.49",0.00516,"13.31","13.75","13.52","7.55","7.67","7.61","Ch2","2024-02-20 16:53:49.208","SMR","19.47","02-20_141"
"min0.5_20",0.5,"0.984","7.94",0.01032,"13.22","13.59","13.37","7.72","7.95","7.83","Ch4","2024-02-20 14:13:48.561","SMR","19.47","02-20_141"
"min20.5_40",20.5,"0.898","7.64",0.00408,"13.28","13.72","13.53","7.71","7.81","7.76","Ch4","2024-02-20 14:33:49.083","SMR","19.47","02-20_141"
"min40.5_60",40.5,"0.629","7.95",0.00448,"13.28","13.83","13.5","7.65","7.8","7.73","Ch4","2024-02-20 14:53:48.632","SMR","19.47","02-20_141"
"min60.5_80",60.5,"0.423","7.96",0.00316,"13.24","13.69","13.41","7.64","7.77","7.73","Ch4","2024-02-20 15:13:48.821","SMR","19.48","02-20_141"
"min80.5_100",80.5,"0.894","7.3",0.00437,"13.25","13.73","13.52","7.63","7.74","7.69","Ch4","2024-02-20 15:33:48.406","SMR","19.47","02-20_141"
"min100.5_120",100.5,"0.872","8.37",0.00632,"13.18","13.64","13.4","7.61","7.74","7.67","Ch4","2024-02-20 15:53:48.849","SMR","19.48","02-20_141"
"min120.5_140",120.5,"0.006","7.64",2e-04,"13.17","13.63","13.35","7.62","7.7","7.66","Ch4","2024-02-20 16:13:49.288","SMR","19.47","02-20_141"
"min140.5_160",140.5,"0.14","7.4",0.00135,"13.35","13.77","13.56","7.55","7.65","7.6","Ch4","2024-02-20 16:33:48.657","SMR","19.48","02-20_141"
"min160.5_180",160.5,"0.797","8.55",0.00555,"13.31","13.75","13.52","7.54","7.67","7.6","Ch4","2024-02-20 16:53:49.208","SMR","19.47","02-20_141"
