"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.133","8.08",0.00139,"13.3","13.6","13.47","8.05","8.14","8.09","Ch1","2024-02-14 10:46:15.499","SMR","19.48","02-14_104"
"min20.5_40",20.5,"0.006","8.1",0.00022,"13.3","13.51","13.41","8.06","8.14","8.1","Ch1","2024-02-14 11:06:15.054","SMR","19.47","02-14_104"
"min40.5_60",40.5,"0.233","8.01",0.00155,"13.23","13.55","13.38","8.05","8.13","8.09","Ch1","2024-02-14 11:26:15.639","SMR","19.47","02-14_104"
"min60.5_80",60.5,"0.371","7.87",0.00233,"13.3","13.69","13.5","7.99","8.09","8.04","Ch1","2024-02-14 11:46:15.976","SMR","19.47","02-14_104"
"min80.5_100",80.5,"0.371","8.26",0.00264,"13.27","13.59","13.44","7.97","8.09","8.02","Ch1","2024-02-14 12:06:15.203","SMR","19.47","02-14_104"
"min100.5_120",100.5,"0.807","8.63",0.00551,"13.19","13.56","13.35","7.94","8.08","8.02","Ch1","2024-02-14 12:26:15.61","SMR","19.47","02-14_104"
"min120.5_140",120.5,"0.153","8.18",0.00154,"13.3","13.59","13.45","7.94","8.03","7.98","Ch1","2024-02-14 12:46:15.977","SMR","19.47","02-14_104"
"min140.5_160",140.5,"0.005","8.02",0.00026,"13.21","13.62","13.37","7.92","8.02","7.98","Ch1","2024-02-14 13:06:15.364","SMR","19.48","02-14_104"
"min160.5_180",160.5,"0.663","7.37",0.00334,"13.29","13.66","13.47","7.88","7.98","7.93","Ch1","2024-02-14 13:26:15.295","SMR","19.47","02-14_104"
"min0.5_20",0.5,"0.195","7.93",0.00164,"13.3","13.6","13.47","7.88","7.98","7.91","Ch4","2024-02-14 10:46:15.499","SMR","19.48","02-14_104"
"min20.5_40",20.5,"0.256","7.92",0.00147,"13.3","13.51","13.41","7.84","7.93","7.88","Ch4","2024-02-14 11:06:15.054","SMR","19.47","02-14_104"
"min40.5_60",40.5,"0","7.85",5e-05,"13.23","13.55","13.38","7.81","7.88","7.84","Ch4","2024-02-14 11:26:15.639","SMR","19.47","02-14_104"
"min60.5_80",60.5,"0.274","7.69",0.00149,"13.3","13.69","13.5","7.76","7.83","7.79","Ch4","2024-02-14 11:46:15.976","SMR","19.47","02-14_104"
"min80.5_100",80.5,"0.494","8.02",0.00289,"13.27","13.59","13.44","7.72","7.82","7.76","Ch4","2024-02-14 12:06:15.203","SMR","19.47","02-14_104"
"min100.5_120",100.5,"0.881","8.35",0.00561,"13.19","13.56","13.35","7.67","7.79","7.73","Ch4","2024-02-14 12:26:15.61","SMR","19.47","02-14_104"
"min120.5_140",120.5,"0.385","7.99",0.00228,"13.3","13.59","13.45","7.64","7.73","7.69","Ch4","2024-02-14 12:46:15.977","SMR","19.47","02-14_104"
"min140.5_160",140.5,"0.163","7.87",0.00133,"13.21","13.62","13.37","7.62","7.71","7.67","Ch4","2024-02-14 13:06:15.364","SMR","19.48","02-14_104"
"min160.5_180",160.5,"0.541","7.27",0.00208,"13.29","13.66","13.47","7.58","7.66","7.62","Ch4","2024-02-14 13:26:15.295","SMR","19.47","02-14_104"
