"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.942","7.92",0.00664,"22.83","23.09","22.95","7.78","7.95","7.85","Ch1","2023-12-03 20:46:48.753","SMR","19.47","12-03_204"
"min20.5_40",20.5,"0.876","7.86",0.0043,"22.9","23.21","23.09","7.7","7.8","7.73","Ch1","2023-12-03 21:06:48.162","SMR","19.47","12-03_204"
"min40.5_60",40.5,"0.908","7.96",0.00574,"22.88","23.12","23","7.6","7.73","7.67","Ch1","2023-12-03 21:26:48.574","SMR","19.46","12-03_204"
"min0.5_20",0.5,"0.953","7.66",0.0057,"22.83","23.09","22.95","7.53","7.68","7.6","Ch2","2023-12-03 20:46:48.753","SMR","19.47","12-03_204"
"min20.5_40",20.5,"0.818","7.6",0.00361,"22.9","23.21","23.09","7.45","7.55","7.49","Ch2","2023-12-03 21:06:48.162","SMR","19.47","12-03_204"
"min40.5_60",40.5,"0.885","7.69",0.00498,"22.88","23.12","23","7.37","7.49","7.44","Ch2","2023-12-03 21:26:48.574","SMR","19.46","12-03_204"
"min0.5_20",0.5,"0.941","7.68",0.00465,"22.83","23.09","22.95","7.56","7.7","7.63","Ch3","2023-12-03 20:46:48.753","SMR","19.47","12-03_204"
"min20.5_40",20.5,"0.933","7.66",0.00471,"22.9","23.21","23.09","7.48","7.58","7.52","Ch3","2023-12-03 21:06:48.162","SMR","19.47","12-03_204"
"min40.5_60",40.5,"0.953","7.75",0.00621,"22.88","23.12","23","7.36","7.5","7.44","Ch3","2023-12-03 21:26:48.574","SMR","19.46","12-03_204"
"min0.5_20",0.5,"0.948","8.01",0.0041,"22.83","23.09","22.95","7.91","8.02","7.96","Ch4","2023-12-03 20:46:48.753","SMR","19.47","12-03_204"
"min20.5_40",20.5,"0.953","8.01",0.00503,"22.9","23.21","23.09","7.8","7.92","7.86","Ch4","2023-12-03 21:06:48.162","SMR","19.47","12-03_204"
"min40.5_60",40.5,"0.964","8.07",0.00626,"22.88","23.12","23","7.69","7.83","7.76","Ch4","2023-12-03 21:26:48.574","SMR","19.46","12-03_204"
