"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.503","7.73",0.00379,"13.33","13.88","13.58","7.61","7.8","7.69","Ch1","2024-02-21 20:01:48.783","SMR","19.47","02-21_200"
"min20.5_40",20.5,"0.156","7.67",0.00167,"13.35","13.98","13.59","7.55","7.68","7.62","Ch1","2024-02-21 20:21:49.268","SMR","19.47","02-21_200"
"min40.5_60",40.5,"0.1","7.71",0.00114,"13.27","13.82","13.45","7.55","7.7","7.65","Ch1","2024-02-21 20:41:48.758","SMR","19.48","02-21_200"
"min60.5_80",60.5,"0.608","7.37",0.00357,"13.4","14.01","13.62","7.54","7.68","7.62","Ch1","2024-02-21 21:01:48.635","SMR","19.47","02-21_200"
"min80.5_100",80.5,"0.744","8.09",0.00507,"13.27","13.97","13.45","7.5","7.69","7.63","Ch1","2024-02-21 21:21:49.168","SMR","19.48","02-21_200"
"min100.5_120",100.5,"0.785","7.15",0.00439,"13.29","13.87","13.58","7.55","7.69","7.63","Ch1","2024-02-21 21:41:48.813","SMR","19.47","02-21_200"
"min120.5_140",120.5,"0.563","8.09",0.00356,"13.21","13.83","13.48","7.56","7.69","7.62","Ch1","2024-02-21 22:01:49.269","SMR","19.47","02-21_200"
"min140.5_160",140.5,"0.473","8.05",0.00286,"13.32","13.95","13.5","7.53","7.67","7.63","Ch1","2024-02-21 22:21:48.738","SMR","19.47","02-21_200"
"min160.5_180",160.5,"0.167","7.4",0.0014,"13.29","13.75","13.48","7.58","7.68","7.64","Ch1","2024-02-21 22:41:49.095","SMR","19.48","02-21_200"
"min180.5_200",180.5,"0.345","7.17",0.00228,"13.44","13.95","13.63","7.54","7.66","7.61","Ch1","2024-02-21 23:01:48.594","SMR","19.47","02-21_200"
"min200.5_220",200.5,"0.68","8.43",0.00388,"13.37","13.91","13.56","7.54","7.68","7.62","Ch1","2024-02-21 23:21:49.029","SMR","19.47","02-21_200"
"min220.5_240",220.5,"0.244","8.06",0.00192,"13.34","13.81","13.54","7.55","7.67","7.62","Ch1","2024-02-21 23:41:49.385","SMR","19.47","02-21_200"
"min240.5_260",240.5,"0.841","6.62",0.00398,"13.33","13.89","13.58","7.54","7.66","7.62","Ch1","2024-02-22 00:01:48.766","SMR","19.47","02-21_200"
"min260.5_280",260.5,"0.724","8.83",0.00453,"13.24","13.91","13.5","7.53","7.68","7.6","Ch1","2024-02-22 00:21:49.161","SMR","19.48","02-21_200"
"min280.5_300",280.5,"0.001","7.64",8e-05,"13.34","13.8","13.5","7.54","7.66","7.62","Ch1","2024-02-22 00:41:48.759","SMR","19.48","02-21_200"
"min300.5_320",300.5,"0.706","6.51",0.00351,"13.37","13.85","13.61","7.54","7.65","7.6","Ch1","2024-02-22 01:01:48.942","SMR","19.47","02-21_200"
