"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.824","8.08",0.00742,"13.27","13.85","13.51","7.93","8.13","8.01","Ch1","2024-02-14 14:36:21.992","SMR","19.47","02-14_143"
"min20.5_40",20.5,"0.07","8",0.00104,"13.3","13.79","13.49","7.97","8.07","8.03","Ch1","2024-02-14 14:56:21.527","SMR","19.47","02-14_143"
"min40.5_60",40.5,"0.699","7.81",0.00391,"13.36","13.84","13.55","7.93","8.06","8.01","Ch1","2024-02-14 15:16:22.022","SMR","19.47","02-14_143"
"min60.5_80",60.5,"0.018","7.95",0.00054,"13.4","13.86","13.61","7.92","8.03","7.99","Ch1","2024-02-14 15:36:21.514","SMR","19.47","02-14_143"
"min0.5_20",0.5,"0.817","8.08",0.00732,"13.27","13.85","13.51","7.93","8.13","8.01","Ch2","2024-02-14 14:36:21.992","SMR","19.47","02-14_143"
"min20.5_40",20.5,"0.071","8",0.00109,"13.3","13.79","13.49","7.97","8.07","8.03","Ch2","2024-02-14 14:56:21.527","SMR","19.47","02-14_143"
"min40.5_60",40.5,"0.694","7.81",0.00392,"13.36","13.84","13.55","7.93","8.06","8.01","Ch2","2024-02-14 15:16:22.022","SMR","19.47","02-14_143"
"min60.5_80",60.5,"0.036","7.94",0.00077,"13.4","13.86","13.61","7.93","8.04","7.99","Ch2","2024-02-14 15:36:21.514","SMR","19.47","02-14_143"
"min0.5_20",0.5,"0.826","8.07",0.00747,"13.27","13.85","13.51","7.92","8.12","8","Ch3","2024-02-14 14:36:21.992","SMR","19.47","02-14_143"
"min20.5_40",20.5,"0.005","8",0.00027,"13.3","13.79","13.49","7.95","8.05","8.01","Ch3","2024-02-14 14:56:21.527","SMR","19.47","02-14_143"
"min40.5_60",40.5,"0.63","7.81",0.00332,"13.36","13.84","13.55","7.9","8.02","7.98","Ch3","2024-02-14 15:16:22.022","SMR","19.47","02-14_143"
"min60.5_80",60.5,"0","7.94",1e-05,"13.4","13.86","13.61","7.87","7.99","7.94","Ch3","2024-02-14 15:36:21.514","SMR","19.47","02-14_143"
"min0.5_20",0.5,"0.806","8.08",0.00818,"13.27","13.85","13.51","7.92","8.13","7.99","Ch4","2024-02-14 14:36:21.992","SMR","19.47","02-14_143"
"min20.5_40",20.5,"0.003","7.99",0.00018,"13.3","13.79","13.49","7.95","8.04","8","Ch4","2024-02-14 14:56:21.527","SMR","19.47","02-14_143"
"min40.5_60",40.5,"0.679","7.8",0.00361,"13.36","13.84","13.55","7.9","8.03","7.98","Ch4","2024-02-14 15:16:22.022","SMR","19.47","02-14_143"
"min60.5_80",60.5,"0.064","7.89",0.00092,"13.4","13.86","13.61","7.9","8","7.96","Ch4","2024-02-14 15:36:21.514","SMR","19.47","02-14_143"
