"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.044","8.05",0.00053,"13.17","13.52","13.31","8.02","8.09","8.06","Ch1","2024-02-15 12:05:04.038","SMR","19.47","02-15_120"
"min20.5_40",20.5,"0.678","7.92",0.00377,"13.34","13.65","13.5","7.99","8.09","8.03","Ch1","2024-02-15 12:25:03.51","SMR","19.47","02-15_120"
"min40.5_60",40.5,"0.41","8.17",0.0027,"13.3","13.72","13.51","7.98","8.09","8.03","Ch1","2024-02-15 12:45:03.924","SMR","19.47","02-15_120"
"min60.5_80",60.5,"0.644","8.33",0.00401,"13.23","13.58","13.38","7.97","8.09","8.04","Ch1","2024-02-15 13:05:04.28","SMR","19.46","02-15_120"
"min0.5_20",0.5,"0.475","7.94",0.00273,"13.17","13.52","13.31","7.9","8.01","7.97","Ch2","2024-02-15 12:05:04.038","SMR","19.47","02-15_120"
"min20.5_40",20.5,"0.708","7.82",0.00465,"13.34","13.65","13.5","7.91","8.03","7.96","Ch2","2024-02-15 12:25:03.51","SMR","19.47","02-15_120"
"min40.5_60",40.5,"0.428","8.12",0.00312,"13.3","13.72","13.51","7.92","8.03","7.97","Ch2","2024-02-15 12:45:03.924","SMR","19.47","02-15_120"
"min60.5_80",60.5,"0.575","8.28",0.00411,"13.23","13.58","13.38","7.9","8.04","7.99","Ch2","2024-02-15 13:05:04.28","SMR","19.46","02-15_120"
"min0.5_20",0.5,"0.61","7.93",0.00383,"13.17","13.52","13.31","7.9","8.02","7.97","Ch4","2024-02-15 12:05:04.038","SMR","19.47","02-15_120"
"min20.5_40",20.5,"0.707","7.84",0.0045,"13.34","13.65","13.5","7.92","8.04","7.97","Ch4","2024-02-15 12:25:03.51","SMR","19.47","02-15_120"
"min40.5_60",40.5,"0.466","8.15",0.00344,"13.3","13.72","13.51","7.93","8.04","7.97","Ch4","2024-02-15 12:45:03.924","SMR","19.47","02-15_120"
"min60.5_80",60.5,"0.641","8.3",0.00447,"13.23","13.58","13.38","7.91","8.04","7.99","Ch4","2024-02-15 13:05:04.28","SMR","19.46","02-15_120"
