"time_frame","min_start","r2","b","m","t_min","t_max","t_mean","O2_min","O2_max","O2_mean","Ch","DateTime_start","type","n_min","ID_code"
"min0.5_20",0.5,"0.92","8.12",0.00959,"13.26","13.71","13.45","7.95","8.16","8.03","Ch1","2024-02-21 18:39:34.411","SMR","19.47","02-21_183"
"min20.5_40",20.5,"0.746","7.92",0.00378,"13.21","13.68","13.42","7.97","8.08","8.04","Ch1","2024-02-21 18:59:33.891","SMR","19.47","02-21_183"
"min40.5_60",40.5,"0.036","8.03",0.00079,"13.26","13.73","13.53","7.94","8.05","7.99","Ch1","2024-02-21 19:19:34.294","SMR","19.47","02-21_183"
"min0.5_20",0.5,"0.915","8.12",0.00963,"13.26","13.71","13.45","7.94","8.15","8.03","Ch2","2024-02-21 18:39:34.411","SMR","19.47","02-21_183"
"min20.5_40",20.5,"0.682","7.93",0.00316,"13.21","13.68","13.42","7.97","8.07","8.03","Ch2","2024-02-21 18:59:33.891","SMR","19.47","02-21_183"
"min40.5_60",40.5,"0.06","8.02",0.00096,"13.26","13.73","13.53","7.93","8.04","7.98","Ch2","2024-02-21 19:19:34.294","SMR","19.47","02-21_183"
"min0.5_20",0.5,"0.91","8.08",0.00943,"13.26","13.71","13.45","7.91","8.11","7.99","Ch3","2024-02-21 18:39:34.411","SMR","19.47","02-21_183"
"min20.5_40",20.5,"0.674","7.9",0.00302,"13.21","13.68","13.42","7.94","8.03","7.99","Ch3","2024-02-21 18:59:33.891","SMR","19.47","02-21_183"
"min40.5_60",40.5,"0.031","7.97",0.00065,"13.26","13.73","13.53","7.89","8","7.94","Ch3","2024-02-21 19:19:34.294","SMR","19.47","02-21_183"
"min0.5_20",0.5,"0.9","8.16",0.01086,"13.26","13.71","13.45","7.97","8.21","8.05","Ch4","2024-02-21 18:39:34.411","SMR","19.47","02-21_183"
"min20.5_40",20.5,"0.547","7.97",0.0022,"13.21","13.68","13.42","7.99","8.07","8.04","Ch4","2024-02-21 18:59:33.891","SMR","19.47","02-21_183"
"min40.5_60",40.5,"0.005","8",0.00023,"13.26","13.73","13.53","7.95","8.04","7.99","Ch4","2024-02-21 19:19:34.294","SMR","19.47","02-21_183"
